lang_pair,source_lang,target_lang,n_shards_in,n_shards_out,rows_total,rows_scored,rows_failed,mean_score,elapsed_sec
swh_Latn-tsn_Latn,swh_Latn,tsn_Latn,1,1,125438,125394,44,0.4729,2021.1
guj_Gujr-mal_Mlym,guj_Gujr,mal_Mlym,1,1,4245965,4245748,217,0.5504,70252.7
xho_Latn-yor_Latn,xho_Latn,yor_Latn,1,1,341860,341808,52,0.5072,5208.5
tir_Ethi-yor_Latn,tir_Ethi,yor_Latn,1,1,92589,92584,5,0.3429,1316.5
kin_Latn-run_Latn,kin_Latn,run_Latn,1,1,271983,271976,7,0.5560,4019.6
kin_Latn-twi_Latn,kin_Latn,twi_Latn,1,1,171838,171782,56,0.3849,2485.3
kir_Cyrl-sun_Latn,kir_Cyrl,sun_Latn,1,1,59649,59639,10,0.5189,880.1
kmr_Latn-sin_Sinh,kmr_Latn,sin_Sinh,1,1,67662,67651,11,0.5564,964.7
guj_Gujr-mkd_Cyrl,guj_Gujr,mkd_Cyrl,1,1,158957,158940,17,0.7060,2168.4
guj_Gujr-mlg_Latn,guj_Gujr,mlg_Latn,1,1,35519,35517,2,0.4741,678.4
kmr_Latn-pbt_Arab,kmr_Latn,pbt_Arab,1,1,108597,108594,3,0.3842,1590.9
lin_Latn-run_Latn,lin_Latn,run_Latn,1,1,126903,126901,2,0.5203,1760.0
tsn_Latn-zul_Latn,tsn_Latn,zul_Latn,1,1,266169,266123,46,0.4812,3826.9
lin_Latn-tum_Latn,lin_Latn,tum_Latn,1,1,85089,85088,1,0.5594,1115.8
swh_Latn-zul_Latn,swh_Latn,zul_Latn,1,1,509230,509137,93,0.6274,7296.5
lin_Latn-nya_Latn,lin_Latn,nya_Latn,1,1,164608,164507,101,0.4959,2306.6
mkd_Cyrl-mal_Mlym,mkd_Cyrl,mal_Mlym,1,1,808767,808597,170,0.4520,11510.4
lin_Latn-twi_Latn,lin_Latn,twi_Latn,1,1,101626,101616,10,0.4886,1346.3
mkd_Cyrl-als_Latn,mkd_Cyrl,als_Latn,1,1,3379167,3378812,355,0.7216,52878.7
tir_Ethi-tsn_Latn,tir_Ethi,tsn_Latn,1,1,98481,98459,22,0.4458,1381.1
kan_Knda-npi_Deva,kan_Knda,npi_Deva,1,1,1174705,1174345,360,0.5559,16329.2
mal_Mlym-tgk_Cyrl,mal_Mlym,tgk_Cyrl,1,1,128244,128236,8,0.5459,2473.6
tir_Ethi-xho_Latn,tir_Ethi,xho_Latn,1,1,117280,117278,2,0.5996,1645.6
mal_Mlym-wln_Latn,mal_Mlym,wln_Latn,1,1,29907,29905,2,0.6182,557.5
guj_Gujr-nep_Deva,guj_Gujr,nep_Deva,1,1,464763,464637,126,0.4681,6251.1
gle_Latn-hne_Deva,gle_Latn,hne_Deva,1,1,59435,59435,0,0.7307,1059.1
gle_Latn-kan_Knda,gle_Latn,kan_Knda,1,1,67410,67400,10,0.7893,1234.7
amh_Ethi-srd_Latn,amh_Ethi,srd_Latn,1,1,90315,90311,4,0.1263,1604.4
gle_Latn-hbs_Latn,gle_Latn,hbs_Latn,1,1,94440,94437,3,0.3905,1698.2
hne_Deva-tel_Telu,hne_Deva,tel_Telu,1,1,132277,132253,24,0.3120,2431.4
gle_Latn-mal_Mlym,gle_Latn,mal_Mlym,1,1,90726,90721,5,0.6950,1670.0
yor_Latn-zul_Latn,yor_Latn,zul_Latn,1,1,508812,508752,60,0.6241,7805.2
mkd_Cyrl-mar_Deva,mkd_Cyrl,mar_Deva,1,1,409094,408996,98,0.5493,6490.3
amh_Ethi-tel_Telu,amh_Ethi,tel_Telu,1,1,183191,183183,8,0.7412,3443.9
hat_Latn-khm_Khmr,hat_Latn,khm_Khmr,1,1,102745,102730,15,0.5912,1934.5
tsn_Latn-xho_Latn,tsn_Latn,xho_Latn,1,1,236846,236788,58,0.4935,4257.7
hye_Armn-ibo_Latn,hye_Armn,ibo_Latn,1,1,76396,76388,8,0.5920,1467.6
amh_Ethi-twi_Latn,amh_Ethi,twi_Latn,1,1,155193,155183,10,0.5385,3126.4
hat_Latn-kir_Cyrl,hat_Latn,kir_Cyrl,1,1,61214,61204,10,0.4373,1272.3
amh_Ethi-tgk_Cyrl,amh_Ethi,tgk_Cyrl,1,1,81662,81657,5,0.5439,1541.6
gle_Latn-nor_Latn,gle_Latn,nor_Latn,1,1,167414,166172,1242,0.3742,3757.5
xho_Latn-zul_Latn,xho_Latn,zul_Latn,1,1,916243,916095,148,0.7022,13876.9
hye_Armn-som_Latn,hye_Armn,som_Latn,1,1,80946,80936,10,0.5833,1468.2
hat_Latn-hye_Armn,hat_Latn,hye_Armn,1,1,158165,158125,40,0.5895,2810.0
gle_Latn-oci_Latn,gle_Latn,oci_Latn,1,1,51675,51674,1,0.3318,813.4
hau_Latn-khm_Khmr,hau_Latn,khm_Khmr,1,1,66527,66521,6,0.5377,1011.2
hye_Armn-tat_Cyrl,hye_Armn,tat_Cyrl,1,1,51940,51939,1,0.2488,811.5
hat_Latn-mya_Mymr,hat_Latn,mya_Mymr,1,1,115379,115338,41,0.6305,1790.9
hat_Latn-nep_Deva,hat_Latn,nep_Deva,1,1,97525,97514,11,0.4913,1631.1
hat_Latn-som_Latn,hat_Latn,som_Latn,1,1,90409,90389,20,0.5906,1424.6
hau_Latn-kik_Latn,hau_Latn,kik_Latn,1,1,86433,86402,31,0.3386,1569.3
amh_Ethi-tum_Latn,amh_Ethi,tum_Latn,1,1,158222,158190,32,0.6241,2660.5
hat_Latn-plt_Latn,hat_Latn,plt_Latn,1,1,77474,77464,10,0.6241,1289.9
hye_Armn-yue_Hani,hye_Armn,yue_Hani,1,1,116339,116339,0,0.1138,1818.1
mkd_Cyrl-sin_Sinh,mkd_Cyrl,sin_Sinh,1,1,781488,781379,109,0.6414,12222.8
amh_Ethi-yue_Hani,amh_Ethi,yue_Hani,1,1,87166,87166,0,0.0909,1379.8
hau_Latn-lua_Latn,hau_Latn,lua_Latn,1,1,91055,90849,206,0.2545,1668.1
hau_Latn-jav_Latn,hau_Latn,jav_Latn,1,1,115778,115726,52,0.1308,1896.1
hau_Latn-luo_Latn,hau_Latn,luo_Latn,1,1,97798,97725,73,0.3972,1591.7
hat_Latn-nob_Latn,hat_Latn,nob_Latn,1,1,146224,146172,52,0.6721,2373.7
mal_Mlym-snd_Arab,mal_Mlym,snd_Arab,1,1,797870,797795,75,0.4440,12679.3
ibo_Latn-mal_Mlym,ibo_Latn,mal_Mlym,1,1,107929,107918,11,0.4754,1691.9
amh_Ethi-sot_Latn,amh_Ethi,sot_Latn,1,1,581602,581547,55,0.6126,9842.1
gle_Latn-mkd_Cyrl,gle_Latn,mkd_Cyrl,1,1,599877,599554,323,0.6786,10302.4
hau_Latn-nob_Latn,hau_Latn,nob_Latn,1,1,73940,73920,20,0.5318,1293.0
hau_Latn-lzh_Hani,hau_Latn,lzh_Hani,1,1,74328,74327,1,0.0801,1286.1
gle_Latn-guj_Gujr,gle_Latn,guj_Gujr,1,1,91078,91069,9,0.7691,1620.4
mkd_Cyrl-srd_Latn,mkd_Cyrl,srd_Latn,1,1,119867,119827,40,0.3779,2070.6
min_Latn-war_Latn,min_Latn,war_Latn,1,1,108621,108600,21,0.2840,1859.7
hau_Latn-mya_Mymr,hau_Latn,mya_Mymr,1,1,53805,53790,15,0.5297,920.1
mkd_Cyrl-epo_Latn,mkd_Cyrl,epo_Latn,1,1,17194,17194,0,0.5823,328.2
gle_Latn-nep_Deva,gle_Latn,nep_Deva,1,1,93102,93080,22,0.5507,1574.6
ibo_Latn-mkd_Cyrl,ibo_Latn,mkd_Cyrl,1,1,152932,152917,15,0.5230,2631.7
amh_Ethi-sqi_Latn,amh_Ethi,sqi_Latn,1,1,143071,143063,8,0.5155,2499.8
hat_Latn-sqi_Latn,hat_Latn,sqi_Latn,1,1,164815,164798,17,0.5077,2824.7
hat_Latn-mon_Cyrl,hat_Latn,mon_Cyrl,1,1,56268,56264,4,0.4684,963.4
hau_Latn-nso_Latn,hau_Latn,nso_Latn,1,1,149087,148991,96,0.2657,2699.7
mlg_Latn-mal_Mlym,mlg_Latn,mal_Mlym,1,1,172199,172199,0,0.3447,2787.9
hau_Latn-snd_Arab,hau_Latn,snd_Arab,1,1,40954,40953,1,0.2180,689.0
amh_Ethi-sun_Latn,amh_Ethi,sun_Latn,1,1,90478,90464,14,0.6006,1474.8
hat_Latn-mri_Latn,hat_Latn,mri_Latn,1,1,63398,63392,6,0.5428,1023.3
hau_Latn-hye_Armn,hau_Latn,hye_Armn,1,1,99027,99013,14,0.4262,1584.3
hau_Latn-sin_Sinh,hau_Latn,sin_Sinh,1,1,159155,159134,21,0.3355,2593.0
mlg_Latn-mon_Cyrl,mlg_Latn,mon_Cyrl,1,1,30936,30936,0,0.5305,591.5
hau_Latn-kin_Latn,hau_Latn,kin_Latn,1,1,309036,308903,133,0.3434,5342.6
kan_Knda-mkd_Cyrl,kan_Knda,mkd_Cyrl,1,1,146619,146583,36,0.6850,2531.4
khk_Cyrl-tgk_Cyrl,khk_Cyrl,tgk_Cyrl,1,1,44327,44311,16,0.4845,917.3
hau_Latn-srd_Latn,hau_Latn,srd_Latn,1,1,105368,105355,13,0.1011,2028.5
mlg_Latn-sqi_Latn,mlg_Latn,sqi_Latn,1,1,107668,107663,5,0.5600,2057.0
bew_Latn-ind_Latn,bew_Latn,ind_Latn,1,1,118360,118321,39,0.0623,2375.3
amh_Ethi-swc_Latn,amh_Ethi,swc_Latn,1,1,149135,149128,7,0.6276,2897.1
isl_Latn-lzh_Hani,isl_Latn,lzh_Hani,1,1,161364,161362,2,0.2707,3119.4
mkd_Cyrl-mya_Mymr,mkd_Cyrl,mya_Mymr,1,1,295497,295474,23,0.6316,5196.3
hau_Latn-lin_Latn,hau_Latn,lin_Latn,1,1,135668,135436,232,0.3189,3067.1
awa_Deva-urd_Arab,awa_Deva,urd_Arab,1,1,181719,181653,66,0.2719,3590.7
fro_Latn-slk_Latn,fro_Latn,slk_Latn,1,1,58492,58446,46,0.5739,1277.4
hau_Latn-ltz_Latn,hau_Latn,ltz_Latn,1,1,30641,30636,5,0.0656,586.5
mkd_Cyrl-mlt_Latn,mkd_Cyrl,mlt_Latn,1,1,209605,209512,93,0.7208,4200.1
kan_Knda-sin_Sinh,kan_Knda,sin_Sinh,1,1,1233009,1232768,241,0.5885,20513.8
awa_Deva-ben_Beng,awa_Deva,ben_Beng,1,1,224849,224765,84,0.3437,4300.6
isl_Latn-mon_Cyrl,isl_Latn,mon_Cyrl,1,1,82270,82269,1,0.4351,1459.6
kiu_Latn-lit_Latn,kiu_Latn,lit_Latn,1,1,59731,59690,41,0.5639,1082.8
hau_Latn-tum_Latn,hau_Latn,tum_Latn,1,1,134647,134555,92,0.4594,2657.2
mlg_Latn-sun_Latn,mlg_Latn,sun_Latn,1,1,144256,144231,25,0.4675,2678.9
kan_Knda-som_Latn,kan_Knda,som_Latn,1,1,47776,47774,2,0.7666,830.1
fro_Latn-heb_Hebr,fro_Latn,heb_Hebr,1,1,102763,102734,29,0.6188,1829.7
amh_Ethi-tso_Latn,amh_Ethi,tso_Latn,1,1,156954,156938,16,0.6096,2764.3
mkd_Cyrl-pan_Guru,mkd_Cyrl,pan_Guru,1,1,88630,88619,11,0.7218,1475.9
mkd_Cyrl-nno_Latn,mkd_Cyrl,nno_Latn,1,1,159768,159739,29,0.6912,2764.6
khm_Khmr-mal_Mlym,khm_Khmr,mal_Mlym,1,1,224994,224982,12,0.5024,4058.7
isl_Latn-kmr_Latn,isl_Latn,kmr_Latn,1,1,67111,67094,17,0.4990,1130.5
mon_Cyrl-mya_Mymr,mon_Cyrl,mya_Mymr,1,1,58125,58122,3,0.5075,952.3
hat_Latn-nor_Latn,hat_Latn,nor_Latn,1,1,343819,343723,96,0.4893,6363.2
kiu_Latn-ukr_Cyrl,kiu_Latn,ukr_Cyrl,1,1,87682,87572,110,0.5346,1578.5
khk_Cyrl-sin_Sinh,khk_Cyrl,sin_Sinh,1,1,82429,82411,18,0.6286,1411.8
gug_Latn-ron_Latn,gug_Latn,ron_Latn,1,1,62018,62013,5,0.6613,1086.4
hat_Latn-npi_Deva,hat_Latn,npi_Deva,1,1,53531,53505,26,0.6752,951.2
mon_Cyrl-sqi_Latn,mon_Cyrl,sqi_Latn,1,1,74142,74062,80,0.5891,1350.3
kiu_Latn-heb_Hebr,kiu_Latn,heb_Hebr,1,1,45599,45552,47,0.5188,799.3
gle_Latn-nno_Latn,gle_Latn,nno_Latn,1,1,121920,121141,779,0.6715,2167.0
hau_Latn-mkd_Cyrl,hau_Latn,mkd_Cyrl,1,1,235814,235781,33,0.3230,4005.7
khm_Khmr-nep_Deva,khm_Khmr,nep_Deva,1,1,139279,139275,4,0.5451,2351.5
isl_Latn-nep_Deva,isl_Latn,nep_Deva,1,1,235891,235828,63,0.4724,3923.0
mon_Cyrl-tel_Telu,mon_Cyrl,tel_Telu,1,1,83225,83203,22,0.5866,1564.3
nds_Latn-slv_Latn,nds_Latn,slv_Latn,1,1,160874,160831,43,0.5760,2947.0
gle_Latn-sin_Sinh,gle_Latn,sin_Sinh,1,1,87333,87322,11,0.6328,1708.9
kiu_Latn-ind_Latn,kiu_Latn,ind_Latn,1,1,102323,102211,112,0.1999,2057.4
mya_Mymr-pbt_Arab,mya_Mymr,pbt_Arab,1,1,39292,39289,3,0.6015,793.8
hau_Latn-lug_Latn,hau_Latn,lug_Latn,1,1,128893,128821,72,0.3308,2600.1
khm_Khmr-yue_Hani,khm_Khmr,yue_Hani,1,1,93502,93501,1,0.1939,1733.6
awa_Deva-tam_Taml,awa_Deva,tam_Taml,1,1,312003,311432,571,0.2588,5603.9
hau_Latn-nep_Deva,hau_Latn,nep_Deva,1,1,98753,98742,11,0.2710,1925.8
hat_Latn-kan_Knda,hat_Latn,kan_Knda,1,1,52567,52563,4,0.7115,1011.4
isl_Latn-oci_Latn,isl_Latn,oci_Latn,1,1,115272,115271,1,0.3183,2389.1
nds_Latn-tam_Taml,nds_Latn,tam_Taml,1,1,105602,105598,4,0.4550,1941.6
kin_Latn-lua_Latn,kin_Latn,lua_Latn,1,1,90981,90840,141,0.3002,2038.6
fro_Latn-ind_Latn,fro_Latn,ind_Latn,1,1,105805,105718,87,0.5518,2086.0
khm_Khmr-mya_Mymr,khm_Khmr,mya_Mymr,1,1,332101,332021,80,0.6633,5991.8
hau_Latn-sna_Latn,hau_Latn,sna_Latn,1,1,657003,656195,808,0.5606,12639.1
nds_Latn-tha_Thai,nds_Latn,tha_Thai,1,1,97228,97211,17,0.5939,1780.5
isl_Latn-plt_Latn,isl_Latn,plt_Latn,1,1,128749,128724,25,0.5822,2361.6
hau_Latn-mal_Mlym,hau_Latn,mal_Mlym,1,1,180601,180579,22,0.3373,3369.6
isl_Latn-fur_Latn,isl_Latn,fur_Latn,1,1,26133,26132,1,0.3578,633.9
mag_Deva-tam_Taml,mag_Deva,tam_Taml,1,1,213447,213444,3,0.2992,3916.9
khm_Khmr-nya_Latn,khm_Khmr,nya_Latn,1,1,44226,44219,7,0.4840,899.7
hat_Latn-mal_Mlym,hat_Latn,mal_Mlym,1,1,173847,173836,11,0.5979,3117.3
hau_Latn-run_Latn,hau_Latn,run_Latn,1,1,186334,186261,73,0.3594,3561.5
kin_Latn-luo_Latn,kin_Latn,luo_Latn,1,1,99943,99851,92,0.3865,2107.4
hau_Latn-mon_Cyrl,hau_Latn,mon_Cyrl,1,1,51688,51687,1,0.2785,1191.4
kin_Latn-wln_Latn,kin_Latn,wln_Latn,1,1,7563,7563,0,0.4112,314.0
lao_Laoo-mal_Mlym,lao_Laoo,mal_Mlym,1,1,54474,54469,5,0.4658,1308.6
khm_Khmr-plt_Latn,khm_Khmr,plt_Latn,1,1,50098,50089,9,0.5520,1062.7
mkd_Cyrl-swa_Latn,mkd_Cyrl,swa_Latn,1,1,511186,510942,244,0.4598,9432.8
hau_Latn-sun_Latn,hau_Latn,sun_Latn,1,1,80178,80167,11,0.4676,1609.3
lao_Laoo-sin_Sinh,lao_Laoo,sin_Sinh,1,1,49883,49879,4,0.5821,912.8
kmr_Latn-nob_Latn,kmr_Latn,nob_Latn,1,1,67139,67111,28,0.6100,1273.1
isl_Latn-kan_Knda,isl_Latn,kan_Knda,1,1,125277,125269,8,0.7853,2368.5
fro_Latn-ron_Latn,fro_Latn,ron_Latn,1,1,189089,189018,71,0.6258,3662.1
mag_Deva-urd_Arab,mag_Deva,urd_Arab,1,1,148016,147983,33,0.2408,2792.8
hau_Latn-swc_Latn,hau_Latn,swc_Latn,1,1,104381,104361,20,0.4802,1885.8
mar_Deva-nya_Latn,mar_Deva,nya_Latn,1,1,55543,55526,17,0.4586,1010.6
fro_Latn-slv_Latn,fro_Latn,slv_Latn,1,1,73606,73571,35,0.5873,1436.4
isl_Latn-khk_Cyrl,isl_Latn,khk_Cyrl,1,1,76199,76185,14,0.5845,1555.8
kmr_Latn-nor_Latn,kmr_Latn,nor_Latn,1,1,79606,79601,5,0.2530,1573.9
khm_Khmr-tel_Telu,khm_Khmr,tel_Telu,1,1,157843,157810,33,0.6935,2759.1
lim_Latn-mkd_Cyrl,lim_Latn,mkd_Cyrl,1,1,23443,23413,30,0.6222,447.5
hau_Latn-tel_Telu,hau_Latn,tel_Telu,1,1,90509,90494,15,0.5829,1570.7
hau_Latn-tso_Latn,hau_Latn,tso_Latn,1,1,159167,159120,47,0.3453,2831.0
mya_Mymr-sin_Sinh,mya_Mymr,sin_Sinh,1,1,463951,463917,34,0.6296,8360.3
hat_Latn-mkd_Cyrl,hat_Latn,mkd_Cyrl,1,1,274142,274109,33,0.6407,4853.4
khm_Khmr-tgk_Cyrl,khm_Khmr,tgk_Cyrl,1,1,91173,91169,4,0.5061,1562.8
mar_Deva-sun_Latn,mar_Deva,sun_Latn,1,1,156763,156734,29,0.5153,2740.9
kiu_Latn-ron_Latn,kiu_Latn,ron_Latn,1,1,102618,102491,127,0.4993,1870.3
isl_Latn-hbs_Latn,isl_Latn,hbs_Latn,1,1,77793,77792,1,0.4080,1363.0
hat_Latn-mlg_Latn,hat_Latn,mlg_Latn,1,1,71678,71675,3,0.5431,1255.9
lin_Latn-som_Latn,lin_Latn,som_Latn,1,1,113978,113924,54,0.2124,2001.6
kir_Cyrl-nob_Latn,kir_Cyrl,nob_Latn,1,1,57825,57810,15,0.5928,974.2
nds_Latn-ukr_Cyrl,nds_Latn,ukr_Cyrl,1,1,231569,231513,56,0.5271,4098.4
hat_Latn-nya_Latn,hat_Latn,nya_Latn,1,1,45154,45148,6,0.4846,831.6
kiu_Latn-slk_Latn,kiu_Latn,slk_Latn,1,1,83216,82968,248,0.5400,1537.5
hat_Latn-srd_Latn,hat_Latn,srd_Latn,1,1,5052,5052,0,0.4690,129.1
hau_Latn-twi_Latn,hau_Latn,twi_Latn,1,1,148774,148744,30,0.3548,2565.0
isl_Latn-khm_Khmr,isl_Latn,khm_Khmr,1,1,235333,235317,16,0.6964,3966.2
kir_Cyrl-uig_Arab,kir_Cyrl,uig_Arab,1,1,106356,106351,5,0.5536,1766.5
isl_Latn-jav_Latn,isl_Latn,jav_Latn,1,1,146882,146862,20,0.2183,2479.8
hat_Latn-sun_Latn,hat_Latn,sun_Latn,1,1,97424,97400,24,0.5754,1602.2
mal_Mlym-sun_Latn,mal_Mlym,sun_Latn,1,1,181376,181353,23,0.4914,3012.9
lim_Latn-nob_Latn,lim_Latn,nob_Latn,1,1,75717,75650,67,0.7159,1349.8
isl_Latn-kir_Cyrl,isl_Latn,kir_Cyrl,1,1,76858,76831,27,0.4990,1358.8
abk_Cyrl-bos_Latn,abk_Cyrl,bos_Latn,1,1,12109,12108,1,0.7235,302.9
isl_Latn-lim_Latn,isl_Latn,lim_Latn,1,1,28590,28582,8,0.6200,602.6
mhr_Cyrl-nor_Latn,mhr_Cyrl,nor_Latn,1,1,34039,34022,17,0.6940,808.4
abk_Cyrl-dan_Latn,abk_Cyrl,dan_Latn,1,1,47378,47365,13,0.4623,839.0
nds_Latn-ron_Latn,nds_Latn,ron_Latn,1,1,236573,236534,39,0.5122,4001.4
hat_Latn-tel_Telu,hat_Latn,tel_Telu,1,1,162727,162711,16,0.7121,2714.3
nep_Deva-sin_Sinh,nep_Deva,sin_Sinh,1,1,448505,448484,21,0.4864,7349.0
abk_Cyrl-ell_Grek,abk_Cyrl,ell_Grek,1,1,71577,71568,9,0.4745,1123.6
mkd_Cyrl-hbs_Latn,mkd_Cyrl,hbs_Latn,1,1,120086,120084,2,0.5598,1867.9
hat_Latn-tgk_Cyrl,hat_Latn,tgk_Cyrl,1,1,60234,60230,4,0.4710,967.3
abk_Cyrl-est_Latn,abk_Cyrl,est_Latn,1,1,20971,20971,0,0.6025,338.9
isl_Latn-ltz_Latn,isl_Latn,ltz_Latn,1,1,156979,156964,15,0.2117,2473.3
gle_Latn-nob_Latn,gle_Latn,nob_Latn,1,1,1556661,1550385,6276,0.7581,29772.9
abk_Cyrl-heb_Hebr,abk_Cyrl,heb_Hebr,1,1,54177,54173,4,0.4783,910.7
hau_Latn-mlg_Latn,hau_Latn,mlg_Latn,1,1,81990,81990,0,0.3049,1350.3
mlg_Latn-nor_Latn,mlg_Latn,nor_Latn,1,1,105395,105374,21,0.5762,1756.7
nds_Latn-slk_Latn,nds_Latn,slk_Latn,1,1,182592,182555,37,0.4918,3002.4
mlg_Latn-oci_Latn,mlg_Latn,oci_Latn,1,1,16392,16392,0,0.4401,287.8
abk_Cyrl-ind_Latn,abk_Cyrl,ind_Latn,1,1,51976,51961,15,0.4435,893.4
mya_Mymr-nor_Latn,mya_Mymr,nor_Latn,1,1,329041,328997,44,0.4497,5341.9
mon_Cyrl-nep_Deva,mon_Cyrl,nep_Deva,1,1,39036,39033,3,0.5802,666.8
isl_Latn-mal_Mlym,isl_Latn,mal_Mlym,1,1,450542,450507,35,0.6321,7230.1
abk_Cyrl-ron_Latn,abk_Cyrl,ron_Latn,1,1,85630,85615,15,0.5238,1510.0
gle_Latn-sqi_Latn,gle_Latn,sqi_Latn,1,1,114115,111979,2136,0.3201,2794.3
mya_Mymr-sun_Latn,mya_Mymr,sun_Latn,1,1,86148,86133,15,0.6107,1455.3
mon_Cyrl-nor_Latn,mon_Cyrl,nor_Latn,1,1,78657,78570,87,0.6026,1429.4
abk_Cyrl-slk_Latn,abk_Cyrl,slk_Latn,1,1,43922,43919,3,0.5272,772.3
und_Beng-ell_Grek,und_Beng,ell_Grek,1,1,139895,139865,30,0.2455,2387.9
mon_Cyrl-sun_Latn,mon_Cyrl,sun_Latn,1,1,51196,51188,8,0.4100,830.8
isl_Latn-mya_Mymr,isl_Latn,mya_Mymr,1,1,280278,280180,98,0.6658,4594.1
isl_Latn-mlg_Latn,isl_Latn,mlg_Latn,1,1,150946,150945,1,0.4140,2508.5
gle_Latn-tel_Telu,gle_Latn,tel_Telu,1,1,93820,93600,220,0.7601,1664.3
abk_Cyrl-slv_Latn,abk_Cyrl,slv_Latn,1,1,57527,57522,5,0.4962,977.2
mri_Latn-nob_Latn,mri_Latn,nob_Latn,1,1,57477,57469,8,0.6840,1112.5
guj_Gujr-tel_Telu,guj_Gujr,tel_Telu,1,1,7340285,7340141,144,0.6676,119546.3
abk_Cyrl-tha_Thai,abk_Cyrl,tha_Thai,1,1,64454,64442,12,0.3879,1198.1
hat_Latn-ibo_Latn,hat_Latn,ibo_Latn,1,1,69618,69615,3,0.5730,1288.2
mya_Mymr-tel_Telu,mya_Mymr,tel_Telu,1,1,174410,174401,9,0.7371,2903.5
hat_Latn-jav_Latn,hat_Latn,jav_Latn,1,1,10905,10905,0,0.5163,206.8
guj_Gujr-wln_Latn,guj_Gujr,wln_Latn,1,1,26483,26483,0,0.6498,454.4
abk_Cyrl-ukr_Cyrl,abk_Cyrl,ukr_Cyrl,1,1,53845,53841,4,0.4842,906.5
isl_Latn-npi_Deva,isl_Latn,npi_Deva,1,1,130240,130187,53,0.6830,2258.6
hat_Latn-khk_Cyrl,hat_Latn,khk_Cyrl,1,1,57469,57459,10,0.5373,1015.9
hne_Deva-nno_Latn,hne_Deva,nno_Latn,1,1,73154,73154,0,0.7771,1247.9
mya_Mymr-sqi_Latn,mya_Mymr,sqi_Latn,1,1,142392,142384,8,0.4331,2422.7
und_Beng-ind_Latn,und_Beng,ind_Latn,1,1,237013,236919,94,0.2749,4169.4
isl_Latn-sna_Latn,isl_Latn,sna_Latn,1,1,63899,63765,134,0.6484,1278.5
ace_Latn-ceb_Latn,ace_Latn,ceb_Latn,1,1,77372,77341,31,0.3798,1407.8
nep_Deva-sqi_Latn,nep_Deva,sqi_Latn,1,1,123656,123558,98,0.5502,2234.3
nob_Latn-epo_Latn,nob_Latn,epo_Latn,1,1,37682,37681,1,0.5996,673.0
hye_Armn-plt_Latn,hye_Armn,plt_Latn,1,1,61633,61626,7,0.5854,1137.1
aeb_Arab-bos_Latn,aeb_Arab,bos_Latn,1,1,44056,44034,22,0.7716,861.1
hau_Latn-som_Latn,hau_Latn,som_Latn,1,1,501475,501419,56,0.5425,8558.0
und_Beng-tha_Thai,und_Beng,tha_Thai,1,1,111172,111162,10,0.2544,1999.5
hye_Armn-srd_Latn,hye_Armn,srd_Latn,1,1,76416,76405,11,0.1771,1361.3
hat_Latn-sin_Sinh,hat_Latn,sin_Sinh,1,1,153752,153737,15,0.6349,2794.4
ory_Orya-urd_Arab,ory_Orya,urd_Arab,1,1,948372,948329,43,0.4264,16054.8
nya_Latn-sot_Latn,nya_Latn,sot_Latn,1,1,677708,677603,105,0.6140,11593.9
und_Geor-ron_Latn,und_Geor,ron_Latn,1,1,56793,56751,42,0.1623,1185.6
nya_Latn-swc_Latn,nya_Latn,swc_Latn,1,1,155606,155593,13,0.6607,2887.8
nya_Latn-sun_Latn,nya_Latn,sun_Latn,1,1,47496,47486,10,0.4864,950.2
hat_Latn-yue_Hani,hat_Latn,yue_Hani,1,1,104467,104467,0,0.1233,2115.2
aeb_Arab-bul_Cyrl,aeb_Arab,bul_Cyrl,1,1,154024,153929,95,0.7668,3021.3
kan_Knda-mal_Mlym,kan_Knda,mal_Mlym,1,1,6993946,6993690,256,0.6348,115456.1
und_Beng-heb_Hebr,und_Beng,heb_Hebr,1,1,111255,111238,17,0.2380,2313.4
mkd_Cyrl-nor_Latn,mkd_Cyrl,nor_Latn,1,1,1949833,1949455,378,0.6103,33437.4
ibo_Latn-kin_Latn,ibo_Latn,kin_Latn,1,1,161502,161474,28,0.3426,3164.8
und_Hira-ron_Latn,und_Hira,ron_Latn,1,1,71041,71013,28,0.4290,1525.3
khm_Khmr-pus_Arab,khm_Khmr,pus_Arab,1,1,50042,50041,1,0.4879,1127.8
kan_Knda-nob_Latn,kan_Knda,nob_Latn,1,1,119637,119614,23,0.7955,2687.1
ory_Orya-tam_Taml,ory_Orya,tam_Taml,1,1,1601171,1601136,35,0.4872,28241.9
und_Hira-slv_Latn,und_Hira,slv_Latn,1,1,48237,48217,20,0.5239,1238.8
aeb_Arab-dan_Latn,aeb_Arab,dan_Latn,1,1,148356,148275,81,0.7880,3376.9
shp_Latn-ron_Latn,shp_Latn,ron_Latn,1,1,26264,26261,3,0.4922,708.4
plt_Latn-mal_Mlym,plt_Latn,mal_Mlym,1,1,185728,185632,96,0.4920,4103.1
und_Kana-ron_Latn,und_Kana,ron_Latn,1,1,245071,245028,43,0.4865,5427.0
guj_Gujr-kan_Knda,guj_Gujr,kan_Knda,1,1,7162584,7162319,265,0.6958,120569.0
aeb_Arab-ekk_Latn,aeb_Arab,ekk_Latn,1,1,65152,65127,25,0.7093,1646.6
guj_Gujr-kmr_Latn,guj_Gujr,kmr_Latn,1,1,25853,25853,0,0.6303,649.2
