lang_pair,source_lang,target_lang,model,MRR,n_rows_total,n_shards,data_mean,data_p05,data_p10,data_p50,gold_mean,gold_std,gold_q_value,gold_quantile,data_quantile,T_gold,T_data,T_raw,T_clipped,data_sanity_cap,T_keep_cap,T,eff_cap,gold_cap_value,confidence,has_benchmark,has_gold,kept_fraction_est
als_Latn-hrv_Latn,als_Latn,hrv_Latn,intfloat/multilingual-e5-large,0.9956972227107652,82737,1,0.9119979739189148,0.8270870685577393,0.852647888660431,0.9193888902664183,0.9374819397926332,0.0255664009600877,0.8658292591571808,p01,p10,0.8658292591571808,0.852647888660431,0.8658292591571808,0.8658292591571808,0.9193888902664183,0.8643697619438172,0.8643697619438172,0.922065794467926,0.922065794467926,high,True,True,0.8499999999999999
als_Latn-vie_Latn,als_Latn,vie_Latn,intfloat/multilingual-e5-large,0.9928656961017464,2616326,1,0.8636049032211304,0.7825439274311066,0.8049465119838715,0.8703068494796753,0.8840464353561401,0.0241395458579063,0.8210560262203217,p01,p10,0.8210560262203217,0.8049465119838715,0.8210560262203217,0.8210560262203217,0.8703068494796753,0.8162350555260977,0.8162350555260977,0.8697510063648224,0.8697510063648224,high,True,True,0.8499999999999999
amh_Ethi-cmn_Hani,amh_Ethi,cmn_Hani,,,164069,1,0.7972251772880554,0.6993468523025512,0.7178427934646606,0.7999929189682007,,,,p01,p10,,0.7178427934646606,0.6599131441116333,0.6599131441116333,0.7999929189682007,0.7281738162040711,0.6599131441116333,0.95,,no_benchmark,False,False,0.99
amh_Ethi-fuv_Latn,amh_Ethi,fuv_Latn,Alibaba-NLP/gte-multilingual-base,0.7687405278174102,97622,1,0.5895348191261292,0.4685997515916824,0.4913116186857224,0.5810419619083405,0.7492491006851196,0.0962618291378021,0.5358485698699951,p01,p10,0.5358485698699951,0.4913116186857224,0.4264630010724067,0.4264630010724067,0.5810419619083405,0.5047772139310837,0.4264630010724067,0.6831275373697281,0.6831275373697281,low,True,True,0.99
amh_Ethi-kan_Knda,amh_Ethi,kan_Knda,microsoft/harrier-oss-v1-0.6b,0.9785850172899918,86535,1,0.8572307229042053,0.7261842906475067,0.749404513835907,0.8748395442962646,0.8802363872528076,0.0355402268469333,0.7793354481458664,p01,p10,0.7793354481458664,0.749404513835907,0.7593354481458664,0.7593354481458664,0.8748395442962646,0.7672148406505584,0.7593354481458664,0.8592717498540878,0.8592717498540878,mid,True,True,0.8721202917461632
amh_Ethi-lug_Latn,amh_Ethi,lug_Latn,intfloat/multilingual-e5-large,0.8747232744209221,151070,1,0.8858047127723694,0.8303757607936859,0.8426222503185272,0.8857653141021729,0.8808571696281433,0.0287687089294195,0.8146267652511596,p01,p10,0.8146267652511596,0.8426222503185272,0.8426222503185272,0.8426222503185272,0.8857653141021729,0.849161778887113,0.8426222503185272,0.8608502447605133,0.8608502447605133,mid,True,True,0.9
amh_Ethi-npi_Deva,amh_Ethi,npi_Deva,microsoft/harrier-oss-v1-0.6b,0.9824670395243122,68203,1,0.8573803305625916,0.740899795293808,0.7723011612892151,0.8674755096435547,0.8821417689323425,0.0334643647074699,0.7824853539466858,p01,p10,0.7824853539466858,0.7723011612892151,0.7723011612892151,0.7723011612892151,0.8674755096435547,0.7903274257977804,0.7723011612892151,0.8631648272275925,0.8631648272275925,mid,True,True,0.9
amh_Ethi-som_Latn,amh_Ethi,som_Latn,intfloat/multilingual-e5-large,0.968840829792516,621835,1,0.903050422668457,0.8279192090034485,0.8496644735336304,0.9091947078704834,0.90982586145401,0.0274793077260255,0.8421267986297607,p01,p10,0.8421267986297607,0.8496644735336304,0.8496644735336304,0.8496644735336304,0.9091947078704834,0.8584668497244518,0.8496644735336304,0.8917542397975922,0.8917542397975922,mid,True,True,0.9
amh_Ethi-tir_Ethi,amh_Ethi,tir_Ethi,microsoft/harrier-oss-v1-0.6b,0.9832099651084156,268612,1,0.9121329188346864,0.8366203367710113,0.8547912240028381,0.918881893157959,0.911320686340332,0.0331940613687038,0.818497297167778,p01,p10,0.818497297167778,0.8547912240028381,0.8547912240028381,0.8547912240028381,0.918881893157959,0.8655141294002533,0.8547912240028381,0.8910568207502365,0.8910568207502365,mid,True,True,0.9
apc_Arab-ben_Beng,apc_Arab,ben_Beng,jinaai/jina-embeddings-v3,0.970982737390402,97483,1,0.4533951580524444,0.1514471188187599,0.1956367492675781,0.4146035015583038,0.7552986145019531,0.1129406690597534,0.4141990706324577,p01,p10,0.4141990706324577,0.1956367492675781,0.3941990706324577,0.3941990706324577,0.4146035015583038,0.2242108384768168,0.2242108384768168,0.6961140334606171,0.6961140334606171,mid,True,True,0.85
apc_Arab-hrv_Latn,apc_Arab,hrv_Latn,microsoft/harrier-oss-v1-0.6b,0.9700401699998192,480445,1,0.8400936722755432,0.7316899418830871,0.7598237276077271,0.8474100828170776,0.8885833621025085,0.0383207499980926,0.7762415945529938,p01,p10,0.7762415945529938,0.7598237276077271,0.7598237276077271,0.7598237276077271,0.8474100828170776,0.7743040243784587,0.7598237276077271,0.8665964305400848,0.8665964305400848,mid,True,True,0.9
apc_Arab-slk_Latn,apc_Arab,slk_Latn,jinaai/jina-embeddings-v3,0.9724721848666646,175638,1,0.6379596590995789,0.2322192758321762,0.3142303764820099,0.6820055842399597,0.7703004479408264,0.11121067404747,0.4029719844460487,p01,p10,0.4029719844460487,0.3142303764820099,0.3829719844460487,0.3829719844460487,0.6820055842399597,0.3771931389967601,0.3771931389967601,0.7130436152219772,0.7130436152219772,mid,True,True,0.85
ara_Arab-arz_Arab,ara_Arab,arz_Arab,,,58679,1,0.9026296138763428,0.7623667597770691,0.7837618708610534,0.9165913462638856,,,,p01,p10,,0.7837618708610534,0.7261297512054443,0.7261297512054443,0.9165913462638856,0.7995901981989543,0.7261297512054443,0.95,,no_benchmark,False,False,0.99
ara_Arab-cym_Latn,ara_Arab,cym_Latn,,,641806,1,0.8499324321746826,0.7282745391130447,0.7573577761650085,0.8571834862232208,,,,p01,p10,,0.7573577761650085,0.6821374386548996,0.6821374386548996,0.8571834862232208,0.7728779365619024,0.6821374386548996,0.95,,no_benchmark,False,False,0.99
ara_Arab-ful_Latn,ara_Arab,ful_Latn,,,116324,1,0.8052753806114197,0.7263198882341385,0.7416406512260437,0.7998170554637909,,,,p01,p10,,0.7416406512260437,0.6987018066644669,0.6987018066644669,0.7998170554637909,0.7503686507542928,0.6987018066644669,0.95,,no_benchmark,False,False,0.99
ara_Arab-ilo_Latn,ara_Arab,ilo_Latn,,,146776,1,0.8276209831237793,0.6795278042554855,0.7375491559505463,0.826988011598587,,,,p01,p10,,0.7375491559505463,0.6444893628358841,0.6444893628358841,0.826988011598587,0.7518884390592575,0.6444893628358841,0.95,,no_benchmark,False,False,0.99
ara_Arab-kmr_Latn,ara_Arab,kmr_Latn,,,466828,1,0.8178452253341675,0.7381126940250397,0.7531902551651001,0.8133983016014099,,,,p01,p10,,0.7531902551651001,0.711269713640213,0.711269713640213,0.8133983016014099,0.7621123731136322,0.711269713640213,0.95,,no_benchmark,False,False,0.99
ara_Arab-mlg_Latn,ara_Arab,mlg_Latn,,,167686,1,0.847423791885376,0.7508204877376556,0.7660152614116669,0.8392720818519592,,,,p01,p10,,0.7660152614116669,0.7232471495866776,0.7232471495866776,0.8392720818519592,0.7756051619847616,0.7232471495866776,0.95,,no_benchmark,False,False,0.99
ara_Arab-oci_Latn,ara_Arab,oci_Latn,,,201624,1,0.8428621888160706,0.7384947210550308,0.7563981115818024,0.8379019796848297,,,,p01,p10,,0.7563981115818024,0.7057070648670196,0.7057070648670196,0.8379019796848297,0.7672140200932821,0.7057070648670196,0.95,,no_benchmark,False,False,0.99
