lang_pair,source_lang,target_lang,model,MRR,n_rows_total,n_shards,data_mean,data_p05,data_p10,data_p50,gold_mean,gold_std,gold_q_value,gold_quantile,data_quantile,T_gold,T_data,T_raw,T_clipped,data_sanity_cap,T_keep_cap,T,eff_cap,gold_cap_value,confidence,has_benchmark,has_gold,kept_fraction_est
apc_Arab-bul_Cyrl,apc_Arab,bul_Cyrl,jinaai/jina-embeddings-v3,0.974943634416652,543057,1,0.6420594453811646,0.2441736280918121,0.3375113010406495,0.6813292503356934,0.7768257856369019,0.1142657771706581,0.3913516148924827,p01,p10,0.3913516148924827,0.3375113010406495,0.3713516148924827,0.3713516148924827,0.6813292503356934,0.3976540565490724,0.3713516148924827,0.7185609936714172,0.7185609936714172,mid,True,True,0.8718666749089223
apc_Arab-ind_Latn,apc_Arab,ind_Latn,jinaai/jina-embeddings-v3,0.9676490180949118,624347,1,0.6469793319702148,0.2301212146878242,0.316865861415863,0.6959187984466553,0.7665039300918579,0.1186076179146766,0.3754689738154411,p01,p10,0.3754689738154411,0.316865861415863,0.35546897381544107,0.35546897381544107,0.6959187984466553,0.3846753736337026,0.35546897381544107,0.7085203379392624,0.7085203379392624,mid,True,True,0.8715356215249236
apc_Arab-spa_Latn,apc_Arab,spa_Latn,jinaai/jina-embeddings-v3,0.9723233664546604,978530,1,0.6428314447402954,0.2176893800497055,0.2948803067207337,0.6958732008934021,0.7727083563804626,0.115812249481678,0.3675828605890274,p01,p10,0.3675828605890274,0.2948803067207337,0.3475828605890274,0.3475828605890274,0.6958732008934021,0.3638705452283224,0.3475828605890274,0.7185249924659729,0.7185249924659729,mid,True,True,0.8618043399991315
ara_Arab-aze_Latn,ara_Arab,aze_Latn,,,223714,1,0.8528079390525818,0.7433283686637878,0.7602745652198791,0.8490988910198212,,,,p01,p10,,0.7602745652198791,0.7136956721544265,0.7136956721544265,0.8490988910198212,0.7711288372675578,0.7136956721544265,0.95,,no_benchmark,False,False,0.99
ara_Arab-deu_Latn,ara_Arab,deu_Latn,,,50329265,6,0.8659448027610779,0.7416833579540253,0.7727012634277344,0.8778131604194641,,,,p01,p10,,0.7727012634277344,0.6823512899875641,0.6823512899875641,0.8778131604194641,0.7899847577015559,0.6823512899875641,0.95,,no_benchmark,False,False,0.99
ara_Arab-gle_Latn,ara_Arab,gle_Latn,,,275780,1,0.8486689329147339,0.7328719794750214,0.7593770265579224,0.8530108630657196,,,,p01,p10,,0.7593770265579224,0.6921224397420883,0.6921224397420883,0.8530108630657196,0.7737721165021261,0.6921224397420883,0.95,,no_benchmark,False,False,0.99
ara_Arab-ind_Latn,ara_Arab,ind_Latn,,,43683123,5,0.8694010972976685,0.7514241874217987,0.7823464214801789,0.8803375959396362,,,,p01,p10,,0.7823464214801789,0.6915907835960389,0.6915907835960389,0.8803375959396362,0.799043075243632,0.6915907835960389,0.95,,no_benchmark,False,False,0.99
ara_Arab-kor_Zyyy,ara_Arab,kor_Zyyy,,,3562403,1,0.8621423244476318,0.7452010154724121,0.7678182363510132,0.8654439449310303,,,,p01,p10,,0.7678182363510132,0.7052679169178009,0.7052679169178009,0.8654439449310303,0.7820871233940124,0.7052679169178009,0.95,,no_benchmark,False,False,0.99
ara_Arab-mon_Cyrl,ara_Arab,mon_Cyrl,,,177648,1,0.8524002432823181,0.7427376240491868,0.7606677949428559,0.845970630645752,,,,p01,p10,,0.7606677949428559,0.7116197246313095,0.7116197246313095,0.845970630645752,0.7716468433539073,0.7116197246313095,0.95,,no_benchmark,False,False,0.99
ara_Arab-pap_Latn,ara_Arab,pap_Latn,,,177660,1,0.8482792973518372,0.7396885037422181,0.7581141412258148,0.851026326417923,,,,p01,p10,,0.7581141412258148,0.7074156808853149,0.7074156808853149,0.851026326417923,0.7704332053661346,0.7074156808853149,0.95,,no_benchmark,False,False,0.99
ara_Arab-slv_Latn,ara_Arab,slv_Latn,,,16459186,2,0.8478841185569763,0.7365540236234664,0.7648029327392578,0.8540204167366028,,,,p01,p10,,0.7648029327392578,0.6852818721532822,0.6852818721532822,0.8540204167366028,0.77942722539107,0.6852818721532822,0.95,,no_benchmark,False,False,0.99
ara_Arab-tel_Telu,ara_Arab,tel_Telu,,,1321556,1,0.8433595299720764,0.7443104386329651,0.765883594751358,0.8448197245597839,,,,p01,p10,,0.765883594751358,0.703668600320816,0.703668600320816,0.8448197245597839,0.7781658172607422,0.703668600320816,0.95,,no_benchmark,False,False,0.99
ara_Arab-wol_Latn,ara_Arab,wol_Latn,,,237878,1,0.8138275146484375,0.7292355865240097,0.7439173877239227,0.8052063584327698,,,,p01,p10,,0.7439173877239227,0.7030932366847992,0.7030932366847992,0.8052063584327698,0.7527450948953628,0.7030932366847992,0.95,,no_benchmark,False,False,0.99
arb_Arab-bos_Latn,arb_Arab,bos_Latn,jinaai/jina-embeddings-v3,1.0,2983401,1,0.6404176354408264,0.2268197834491729,0.3322255611419678,0.6829025745391846,0.817078173160553,0.0715933442115783,0.6125583344697952,p01,p10,0.6125583344697952,0.3322255611419678,0.6125583344697952,0.6125583344697952,0.6829025745391846,0.39538172880808514,0.39538172880808514,0.7756202965974808,0.7756202965974808,high,True,True,0.85
arb_Arab-fas_Arab,arb_Arab,fas_Arab,,,14421252,2,0.8659988045692444,0.7569566965103149,0.7859877943992615,0.8722738027572632,,,,p01,p10,,0.7859877943992615,0.7007318127155304,0.7007318127155304,0.8722738027572632,0.8002893129984537,0.7007318127155304,0.95,,no_benchmark,False,False,0.99
arb_Arab-isl_Latn,arb_Arab,isl_Latn,jinaai/jina-embeddings-v3,0.995718050065876,1189206,1,0.6363118290901184,0.24018594622612,0.3316218256950378,0.673038512468338,0.7879982590675354,0.0834473446011543,0.5281976568698883,p01,p10,0.5281976568698883,0.3316218256950378,0.5281976568698883,0.5281976568698883,0.673038512468338,0.3891454388697942,0.3891454388697942,0.7440992146730423,0.7440992146730423,high,True,True,0.85
arb_Arab-lav_Latn,arb_Arab,lav_Latn,,,188348,1,0.825614869594574,0.6854581892490387,0.7253544628620148,0.8317507803440094,,,,p01,p10,,0.7253544628620148,0.6422987776994705,0.6422987776994705,0.8317507803440094,0.7438689519961675,0.6422987776994705,0.95,,no_benchmark,False,False,0.99
arb_Arab-npi_Deva,arb_Arab,npi_Deva,microsoft/harrier-oss-v1-0.6b,0.994980289416578,807012,1,0.7485226392745972,0.6711262792348862,0.6840362787246704,0.7362664043903351,0.8988445401191711,0.0313656814396381,0.807079022526741,p01,p10,0.807079022526741,0.6840362787246704,0.807079022526741,0.807079022526741,0.7362664043903351,0.6916533370812734,0.6916533370812734,0.8820650428533554,0.8820650428533554,high,True,True,0.85
arb_Arab-srd_Latn,arb_Arab,srd_Latn,microsoft/harrier-oss-v1-0.6b,0.9886457745153396,238614,1,0.8471183180809021,0.7325567901134491,0.751887857913971,0.8476996421813965,0.8884478807449341,0.034174807369709,0.791294572353363,p01,p10,0.791294572353363,0.751887857913971,0.771294572353363,0.771294572353363,0.8476996421813965,0.7650690724452337,0.7650690724452337,0.8683842420578003,0.8683842420578003,mid,True,True,0.8499999999999999
arb_Arab-urd_Arab,arb_Arab,urd_Arab,microsoft/harrier-oss-v1-0.6b,0.99901571763834,2380444,1,0.8694010972976685,0.7682117998600007,0.7902681529521942,0.8759662508964539,0.9068479537963868,0.0299866180866956,0.823028198480606,p01,p10,0.823028198480606,0.7902681529521942,0.823028198480606,0.823028198480606,0.8759662508964539,0.8034064322710037,0.8034064322710037,0.889594629406929,0.889594629406929,high,True,True,0.85
arg_Latn-ces_Latn,arg_Latn,ces_Latn,,,58325,1,0.8527195453643799,0.7380469799041748,0.7521385431289673,0.8431212902069092,,,,p01,p10,,0.7521385431289673,0.711456561088562,0.711456561088562,0.8431212902069092,0.7613860487937928,0.711456561088562,0.95,,no_benchmark,False,False,0.99
arg_Latn-spa_Latn,arg_Latn,spa_Latn,,,308512,1,0.897940456867218,0.7708987921476365,0.7985499262809753,0.905071258544922,,,,p01,p10,,0.7985499262809753,0.731080425977707,0.731080425977707,0.905071258544922,0.8213588535785675,0.731080425977707,0.95,,no_benchmark,False,False,0.99
arq_Arab-ind_Latn,arq_Arab,ind_Latn,,,104158,1,0.8624951243400574,0.7437007814645767,0.7757611811161041,0.8715190887451172,,,,p01,p10,,0.7757611811161041,0.690413874387741,0.690413874387741,0.8715190887451172,0.7926146199305852,0.690413874387741,0.95,,no_benchmark,False,False,0.99
ars_Arab-bul_Cyrl,ars_Arab,bul_Cyrl,microsoft/harrier-oss-v1-0.6b,1.0,994230,1,0.857312023639679,0.7372650116682052,0.772542142868042,0.867185115814209,0.919851779937744,0.0253103096038103,0.8475702208280563,p01,p10,0.8475702208280563,0.772542142868042,0.8475702208280563,0.8475702208280563,0.867185115814209,0.7888284583886465,0.7888284583886465,0.9047462344169616,0.9047462344169616,high,True,True,0.85
ars_Arab-hrv_Latn,ars_Arab,hrv_Latn,microsoft/harrier-oss-v1-0.6b,1.0,865744,1,0.8541238307952881,0.7320133358240127,0.76882883310318,0.864289790391922,0.9100211262702942,0.0269928574562072,0.8367736363410949,p01,p10,0.8367736363410949,0.76882883310318,0.8367736363410949,0.8367736363410949,0.864289790391922,0.7857041865587234,0.7857041865587234,0.8938927054405212,0.8938927054405212,high,True,True,0.8500000000000001
ars_Arab-por_Latn,ars_Arab,por_Latn,jinaai/jina-embeddings-v3,1.0,1559977,1,0.6924639940261841,0.2873400568962097,0.4148677110671997,0.7349382638931274,0.8310558795928955,0.0752081051468849,0.6206239122152328,p01,p10,0.6206239122152328,0.4148677110671997,0.6206239122152328,0.6206239122152328,0.7349382638931274,0.4749440431594849,0.4749440431594849,0.7925717979669571,0.7925717979669571,high,True,True,0.85
ars_Arab-zho_Hans,ars_Arab,zho_Hans,microsoft/harrier-oss-v1-0.6b,1.0,180496,1,0.8257918357849121,0.700516864657402,0.7311354279518127,0.8339502513408661,0.8969095945358276,0.0291368272155523,0.8171043902635574,p01,p10,0.8171043902635574,0.7311354279518127,0.8171043902635574,0.8171043902635574,0.8339502513408661,0.7484036187330881,0.7484036187330881,0.8778645694255829,0.8778645694255829,high,True,True,0.8500000000000001
ary_Arab-est_Latn,ary_Arab,est_Latn,jinaai/jina-embeddings-v3,0.9727906699388282,125336,1,0.5632091164588928,0.22388881072402,0.2919017821550369,0.57575723528862,0.7164322137832642,0.1251102834939956,0.316991750895977,p01,p10,0.316991750895977,0.2919017821550369,0.29699175089597696,0.3,0.57575723528862,0.3362907369931539,0.3,0.6580724716186523,0.6580724716186523,mid,True,True,0.890878116105125
ary_Arab-lvs_Latn,ary_Arab,lvs_Latn,jinaai/jina-embeddings-v3,0.973457850682665,119510,1,0.4353649914264679,-0.0109653610736131,0.0253668362274766,0.4901316463947296,0.7234707474708557,0.1259927898645401,0.3139314097166061,p01,p10,0.3139314097166061,0.0253668362274766,0.2939314097166061,0.3,0.4901316463947296,0.05211032678683598,0.05211032678683598,0.666387677192688,0.666387677192688,mid,True,True,0.85
ary_Arab-som_Latn,ary_Arab,som_Latn,Alibaba-NLP/gte-multilingual-base,0.9041853797909508,100114,1,0.6225192546844482,0.4880056425929069,0.5115480065345764,0.6128785014152527,0.7639034986495972,0.0827066525816917,0.5634754574298859,p01,p10,0.5634754574298859,0.5115480065345764,0.5434754574298859,0.5434754574298859,0.6128785014152527,0.5260449955860774,0.5260449955860774,0.7092363089323044,0.7092363089323044,mid,True,True,0.8499999999999999
arz_Arab-als_Latn,arz_Arab,als_Latn,intfloat/multilingual-e5-large,0.9856836300020626,102625,1,0.8596749901771545,0.7803204655647278,0.8018734216690063,0.8655564785003662,0.8825267553329468,0.0260641798377037,0.8082156121730805,p01,p10,0.8082156121730805,0.8018734216690063,0.8018734216690063,0.8018734216690063,0.8655564785003662,0.8128494660059611,0.8018734216690063,0.8665444701910019,0.8665444701910019,mid,True,True,0.9
arz_Arab-fin_Latn,arz_Arab,fin_Latn,jinaai/jina-embeddings-v3,0.9779374283755164,1196926,1,0.6170534491539001,0.2355830669403076,0.3261667788028717,0.6508232653141022,0.7642419338226318,0.1084640994668006,0.3922097653150558,p01,p10,0.3922097653150558,0.3261667788028717,0.3722097653150558,0.3722097653150558,0.6508232653141022,0.38310683270295465,0.3722097653150558,0.7094990015029907,0.7094990015029907,mid,True,True,0.8595688945140627
arz_Arab-mar_Deva,arz_Arab,mar_Deva,intfloat/multilingual-e5-large,0.9724706367005388,55502,1,0.8124517798423767,0.7380572140216828,0.7504903674125671,0.809956818819046,0.8734050393104553,0.0269172862172126,0.7994835525751114,p01,p10,0.7994835525751114,0.7504903674125671,0.7794835525751114,0.7794835525751114,0.809956818819046,0.7586842278639475,0.7586842278639475,0.8568338006734848,0.8568338006734848,mid,True,True,0.8500000000000002
arz_Arab-srp_Cyrl,arz_Arab,srp_Cyrl,jinaai/jina-embeddings-v3,0.9853385048667213,151244,1,0.6042275428771973,0.1871576361358165,0.2474570780992508,0.656865656375885,0.7798486351966858,0.1057386994361877,0.4512214422225952,p01,p10,0.4512214422225952,0.2474570780992508,0.4312214422225952,0.4312214422225952,0.656865656375885,0.3084461828072866,0.3084461828072866,0.7283563315868378,0.7283563315868378,mid,True,True,0.85
asm_Beng-bre_Latn,asm_Beng,bre_Latn,intfloat/multilingual-e5-large,0.5387552548532962,34908,1,0.8357498645782471,0.7580295115709305,0.7729769587516785,0.8283940255641937,0.8282103538513184,0.0324687920510768,0.7565272414684295,p01,p10,0.7565272414684295,0.7729769587516785,0.7346888315677643,0.7346888315677643,0.8283940255641937,0.7816745599110921,0.7346888315677643,0.8055272400379181,0.8055272400379181,low,True,True,0.99
asm_Beng-hrv_Latn,asm_Beng,hrv_Latn,microsoft/harrier-oss-v1-0.6b,0.9846872422364088,139970,1,0.8092110753059387,0.7298565596342087,0.7447751998901367,0.7996281981468201,0.8831533789634705,0.0357970409095287,0.7850103408098221,p01,p10,0.7850103408098221,0.7447751998901367,0.7650103408098221,0.7650103408098221,0.7996281981468201,0.7530836969614029,0.7530836969614029,0.8621649444103241,0.8621649444103241,mid,True,True,0.8500000000000002
asm_Beng-nld_Latn,asm_Beng,nld_Latn,microsoft/harrier-oss-v1-0.6b,0.9856713449327116,324208,1,0.8044310212135315,0.7226486831903458,0.7385532677173614,0.791940838098526,0.882274329662323,0.0363218709826469,0.7838003069162369,p01,p10,0.7838003069162369,0.7385532677173614,0.7638003069162369,0.7638003069162369,0.791940838098526,0.7468727211157481,0.7468727211157481,0.8608593046665192,0.8608593046665192,mid,True,True,0.8499999999999998
asm_Beng-tam_Taml,asm_Beng,tam_Taml,intfloat/multilingual-e5-large,0.9809268329321992,739102,1,0.8934714794158936,0.8335349082946777,0.8497447073459625,0.8946649432182312,0.906963050365448,0.030216559767723,0.8298268914222717,p01,p10,0.8298268914222717,0.8497447073459625,0.8497447073459625,0.8497447073459625,0.8946649432182312,0.8572053362925848,0.8497447073459625,0.888057753443718,0.888057753443718,mid,True,True,0.9
ast_Latn-bul_Cyrl,ast_Latn,bul_Cyrl,microsoft/harrier-oss-v1-0.6b,0.9995059288537548,357190,1,0.7857033610343933,0.6959291726350785,0.710421109199524,0.7665789425373077,0.9200090765953064,0.0257669035345315,0.8456883573532105,p01,p10,0.8456883573532105,0.710421109199524,0.8456883573532105,0.8456883573532105,0.7665789425373077,0.7187450935443243,0.7187450935443243,0.906942144036293,0.906942144036293,high,True,True,0.85
ast_Latn-fra_Latn,ast_Latn,fra_Latn,microsoft/harrier-oss-v1-0.6b,0.99901185770751,2864663,1,0.8301855325698853,0.6623595058917999,0.6796301126480102,0.8415663242340088,0.9338133931159972,0.0264361053705215,0.8509098690748215,p01,p10,0.8509098690748215,0.6796301126480102,0.8509098690748215,0.8509098690748215,0.8415663242340088,0.6945844372113545,0.6945844372113545,0.9190199822187424,0.9190199822187424,high,True,True,0.85
ast_Latn-jpn_Jpan,ast_Latn,jpn_Jpan,microsoft/harrier-oss-v1-0.6b,0.9987154150197628,558558,1,0.7968039512634277,0.6940550714731216,0.709107232093811,0.7721849977970123,0.9036943912506104,0.0271693971008062,0.8232847982645035,p01,p10,0.8232847982645035,0.709107232093811,0.8232847982645035,0.8232847982645035,0.7721849977970123,0.7180363317330678,0.7180363317330678,0.8886934369802475,0.8886934369802475,high,True,True,0.85
ast_Latn-msa_Latn,ast_Latn,msa_Latn,,,267127,1,0.8049235939979553,0.7011775374412537,0.7172563672065735,0.7818551063537598,,,,p01,p10,,0.7172563672065735,0.6719189167022706,0.6719189167022706,0.7818551063537598,0.726669192314148,0.6719189167022706,0.95,,no_benchmark,False,False,0.99
ast_Latn-spa_Latn,ast_Latn,spa_Latn,microsoft/harrier-oss-v1-0.6b,0.9983588411925116,6523183,1,0.7654709219932556,0.6567761957645416,0.6693778038024902,0.7304753661155701,0.9387935996055604,0.0260350611060857,0.8599550658464432,p01,p10,0.8599550658464432,0.6693778038024902,0.8599550658464432,0.8599550658464432,0.7304753661155701,0.6772578159968058,0.6772578159968058,0.92592391371727,0.92592391371727,high,True,True,0.8500000000000002
ast_Latn-uzn_Latn,ast_Latn,uzn_Latn,microsoft/harrier-oss-v1-0.6b,0.9956367594557236,36610,1,0.8144153952598572,0.7124065607786179,0.7286002039909363,0.7942914664745331,0.8960722088813782,0.0304196570068597,0.8106302630901336,p01,p10,0.8106302630901336,0.7286002039909363,0.8106302630901336,0.8106302630901336,0.7942914664745331,0.7380914042393366,0.7380914042393366,0.8791791945695877,0.8791791945695877,high,True,True,0.8500000000000002
awa_Deva-san_Deva,awa_Deva,san_Deva,microsoft/harrier-oss-v1-0.6b,0.983207273554854,116467,1,0.8139442205429077,0.7354089021682739,0.7512884736061096,0.811252772808075,0.9069978594779968,0.0423844680190086,0.758742420077324,p01,p10,0.758742420077324,0.7512884736061096,0.7512884736061096,0.7512884736061096,0.811252772808075,0.7603980600833893,0.7512884736061096,0.8851095587015152,0.8851095587015152,mid,True,True,0.9
azb_Arab-por_Latn,azb_Arab,por_Latn,microsoft/harrier-oss-v1-0.6b,0.9595183979023773,95543,1,0.8165860772132874,0.7231500566005706,0.7413685202598572,0.8045313358306885,0.8621662259101868,0.0430193580687046,0.7431794846057892,p01,p10,0.7431794846057892,0.7413685202598572,0.7413685202598572,0.7413685202598572,0.8045313358306885,0.7505719184875489,0.7413685202598572,0.8356536477804184,0.8356536477804184,mid,True,True,0.9
aze_Latn-eus_Latn,aze_Latn,eus_Latn,,,70179,1,0.8517348766326904,0.744794499874115,0.7580489397048951,0.8252168893814087,,,,p01,p10,,0.7580489397048951,0.720977246761322,0.720977246761322,0.8252168893814087,0.7666149854660035,0.720977246761322,0.95,,no_benchmark,False,False,0.99
aze_Latn-jav_Latn,aze_Latn,jav_Latn,,,115910,1,0.8083591461181641,0.7328726261854172,0.7455923736095429,0.794659823179245,,,,p01,p10,,0.7455923736095429,0.7100620943307877,0.7100620943307877,0.794659823179245,0.7528694639603297,0.7100620943307877,0.95,,no_benchmark,False,False,0.99
aze_Latn-nep_Deva,aze_Latn,nep_Deva,,,77242,1,0.833594024181366,0.7254139631986618,0.7400266468524933,0.8107843697071075,,,,p01,p10,,0.7400266468524933,0.6990679180622101,0.6990679180622101,0.8107843697071075,0.749202177921931,0.6990679180622101,0.95,,no_benchmark,False,False,0.99
aze_Latn-swe_Latn,aze_Latn,swe_Latn,,,453922,1,0.8317595720291138,0.7347637504339218,0.748584920167923,0.8069574236869812,,,,p01,p10,,0.748584920167923,0.7093852156400681,0.7093852156400681,0.8069574236869812,0.7568009356657664,0.7093852156400681,0.95,,no_benchmark,False,False,0.99
azj_Latn-ben_Beng,azj_Latn,ben_Beng,microsoft/harrier-oss-v1-0.6b,0.9885088155209276,352964,1,0.8702356219291687,0.7350550770759583,0.7591656506061554,0.8903480172157288,0.9032838344573976,0.0331604368984699,0.8063369363546371,p01,p10,0.8063369363546371,0.7591656506061554,0.7863369363546371,0.7863369363546371,0.8903480172157288,0.780092849334081,0.780092849334081,0.8852648884057999,0.8852648884057999,mid,True,True,0.8500000000000001
azj_Latn-fil_Latn,azj_Latn,fil_Latn,,,93643,1,0.9011017084121704,0.75731241106987,0.7958689332008362,0.9235840439796448,,,,p01,p10,,0.7958689332008362,0.7068879961967468,0.7068879961967468,0.9235840439796448,0.8240185678005219,0.7068879961967468,0.95,,no_benchmark,False,False,0.99
azj_Latn-jpn_Jpan,azj_Latn,jpn_Jpan,microsoft/harrier-oss-v1-0.6b,0.9830522348418508,509483,1,0.8401056528091431,0.7098639190196991,0.7295931339263916,0.8540387153625488,0.8912261724472046,0.0354340523481369,0.7783059149980545,p01,p10,0.7783059149980545,0.7295931339263916,0.7583059149980544,0.7583059149980544,0.8540387153625488,0.7426700433095296,0.7426700433095296,0.8726560026407242,0.8726560026407242,mid,True,True,0.8500000000000001
azj_Latn-nld_Latn,azj_Latn,nld_Latn,microsoft/harrier-oss-v1-0.6b,0.9923570466260668,639534,1,0.8391290307044983,0.7190840393304825,0.736822760105133,0.8419711589813232,0.9049964547157288,0.0315245538949966,0.8137544184923172,p01,p10,0.8137544184923172,0.736822760105133,0.8137544184923172,0.8137544184923172,0.8419711589813232,0.7481027781963349,0.7481027781963349,0.8867505937814713,0.8867505937814713,high,True,True,0.8499999999999999
azj_Latn-swa_Latn,azj_Latn,swa_Latn,,,112563,1,0.8580573797225952,0.7375576496124268,0.7549420595169067,0.8759584426879883,,,,p01,p10,,0.7549420595169067,0.7098153626918793,0.7098153626918793,0.8759584426879883,0.7682539721330007,0.7098153626918793,0.95,,no_benchmark,False,False,0.99
azj_Latn-zho_Hant,azj_Latn,zho_Hant,microsoft/harrier-oss-v1-0.6b,0.9948997447299078,147265,1,0.7731277942657471,0.6882635951042175,0.7022790908813477,0.7573720216751099,0.8858091235160828,0.0303497593849897,0.8059670209884644,p01,p10,0.8059670209884644,0.7022790908813477,0.8059670209884644,0.8059670209884644,0.7573720216751099,0.7101465463638306,0.7101465463638306,0.8698072135448456,0.8698072135448456,high,True,True,0.85
bak_Cyrl-kir_Cyrl,bak_Cyrl,kir_Cyrl,microsoft/harrier-oss-v1-0.6b,0.9854386282098582,205107,1,0.8932763338088989,0.8054860234260559,0.8266584634780884,0.8995051383972168,0.9191521406173706,0.0334636494517326,0.8143354892730713,p01,p10,0.8143354892730713,0.8266584634780884,0.8266584634780884,0.8266584634780884,0.8995051383972168,0.8385553399721781,0.8266584634780884,0.900969073176384,0.900969073176384,mid,True,True,0.9
bak_Cyrl-ukr_Cyrl,bak_Cyrl,ukr_Cyrl,microsoft/harrier-oss-v1-0.6b,0.9863789086967588,116994,1,0.8650459051132202,0.744957372546196,0.7657774031162262,0.866159975528717,0.9077657461166382,0.0337311960756778,0.803327351808548,p01,p10,0.803327351808548,0.7657774031162262,0.783327351808548,0.783327351808548,0.866159975528717,0.779029072324435,0.779029072324435,0.8894478529691696,0.8894478529691696,mid,True,True,0.8499999999999999
bar_Latn-hrv_Latn,bar_Latn,hrv_Latn,,,61696,1,0.8371559977531433,0.7348871231079102,0.7489490509033203,0.8146831393241882,,,,p01,p10,,0.7489490509033203,0.7081645727157593,0.7081645727157593,0.8146831393241882,0.7574111620585123,0.7081645727157593,0.95,,no_benchmark,False,False,0.99
bel_Cyrl-bre_Latn,bel_Cyrl,bre_Latn,intfloat/multilingual-e5-large,0.6097100865799915,65908,1,0.797511875629425,0.7313240349292756,0.7422487735748291,0.7908716201782227,0.8339783549308777,0.0353652909398078,0.7605315577983857,p01,p10,0.7605315577983857,0.7422487735748291,0.7121249240636826,0.7121249240636826,0.7908716201782227,0.7490565379460653,0.7121249240636826,0.8087439388036728,0.8087439388036728,low,True,True,0.99
bel_Cyrl-fil_Latn,bel_Cyrl,fil_Latn,,,228795,1,0.8973960876464844,0.7661008894443512,0.8028855800628663,0.9150829911231996,,,,p01,p10,,0.8028855800628663,0.722597005367279,0.722597005367279,0.9150829911231996,0.8280812819798787,0.722597005367279,0.95,,no_benchmark,False,False,0.99
bel_Cyrl-ibo_Latn,bel_Cyrl,ibo_Latn,intfloat/multilingual-e5-large,0.9530960424255798,120809,1,0.8648979663848877,0.7509413719177246,0.7688953638076782,0.8775872588157654,0.8721731305122375,0.0327564217150211,0.7916980147361755,p01,p10,0.7916980147361755,0.7688953638076782,0.7716980147361755,0.7716980147361755,0.8775872588157654,0.7832877079645792,0.7716980147361755,0.8510016202926636,0.8510016202926636,mid,True,True,0.8902633966435779
bel_Cyrl-kor_Zyyy,bel_Cyrl,kor_Zyyy,,,388842,1,0.8313599824905396,0.7279754430055618,0.7414790511131286,0.8059841096401215,,,,p01,p10,,0.7414790511131286,0.7034994494915009,0.7034994494915009,0.8059841096401215,0.7496797819932302,0.7034994494915009,0.95,,no_benchmark,False,False,0.99
bel_Cyrl-msa_Latn,bel_Cyrl,msa_Latn,,,695981,1,0.8671424984931946,0.7449616193771362,0.7623477578163147,0.8833065629005432,,,,p01,p10,,0.7623477578163147,0.7158902764320374,0.7158902764320374,0.8833065629005432,0.7749080061912537,0.7158902764320374,0.95,,no_benchmark,False,False,0.99
bel_Cyrl-pus_Arab,bel_Cyrl,pus_Arab,,,73984,1,0.8584105372428894,0.7516676008701324,0.7670165240764618,0.8611574769020081,,,,p01,p10,,0.7670165240764618,0.7252119302749633,0.7252119302749633,0.8611574769020081,0.7769698560237884,0.7252119302749633,0.95,,no_benchmark,False,False,0.99
bel_Cyrl-swh_Latn,bel_Cyrl,swh_Latn,microsoft/harrier-oss-v1-0.6b,0.9789973463227858,431709,1,0.8890727162361145,0.7864729881286621,0.824643862247467,0.8998726010322571,0.8828648328781128,0.0321302227675914,0.7973993331193924,p01,p10,0.7973993331193924,0.824643862247467,0.824643862247467,0.824643862247467,0.8998726010322571,0.8393162568410237,0.824643862247467,0.863801434636116,0.863801434636116,mid,True,True,0.9
bel_Cyrl-zho_Hans,bel_Cyrl,zho_Hans,microsoft/harrier-oss-v1-0.6b,0.9983530961791832,768318,1,0.7951342463493347,0.7008168429136277,0.7139693617820739,0.7725018262863159,0.8847487568855286,0.0290697496384382,0.7993395453691483,p01,p10,0.7993395453691483,0.7139693617820739,0.7993395453691483,0.7993395453691483,0.7725018262863159,0.7218179235855738,0.7218179235855738,0.867575004696846,0.867575004696846,high,True,True,0.8499999999999998
ben_Beng-als_Latn,ben_Beng,als_Latn,intfloat/multilingual-e5-large,0.9955315564620286,896613,1,0.8697697520256042,0.7720925331115722,0.7891198873519898,0.8723541498184204,0.9183065891265868,0.0310351084917783,0.8315500468015671,p01,p10,0.8315500468015671,0.7891198873519898,0.8315500468015671,0.8315500468015671,0.8723541498184204,0.8000725030899049,0.8000725030899049,0.899511530995369,0.899511530995369,high,True,True,0.8499999999999999
ben_Beng-eng_Latn,ben_Beng,eng_Latn,jinaai/jina-embeddings-v3,0.9997072599531616,85140856,9,0.6893301010131836,0.376718245446682,0.4500366538763046,0.7153410315513611,0.8409477472305298,0.0747793167829513,0.6087786376476289,p01,p10,0.6087786376476289,0.4500366538763046,0.6087786376476289,0.6087786376476289,0.7153410315513611,0.4922423819700877,0.4922423819700877,0.80022794008255,0.80022794008255,high,True,True,0.85
ben_Beng-hbs_Latn,ben_Beng,hbs_Latn,,,100872,1,0.8292294144630432,0.7275180041790008,0.7429834425449371,0.8201984167098999,,,,p01,p10,,0.7429834425449371,0.7002717989683152,0.7002717989683152,0.8201984167098999,0.7526747117439906,0.7002717989683152,0.95,,no_benchmark,False,False,0.99
