lang_pair,source_lang,target_lang,n_rows_total,n_shards,data_mean,data_p05,data_p10,data_p50,data_quantile,T_raw,T_clipped,data_sanity_cap,T_keep_cap,T,eff_cap,kept_fraction_est
lit_Latn-tam_Taml,lit_Latn,tam_Taml,2269584,1,0.2576596736907959,0.0,0.0,0.1500000059604644,p10,0.0,0.05,0.1500000059604644,,0.05,0.95,0.7500000022351739
lit_Latn-zsm_Latn,lit_Latn,zsm_Latn,1543756,1,0.6713515520095825,0.209999993443489,0.3000000119209289,0.699999988079071,p10,0.3000000119209289,0.3000000119209289,0.699999988079071,,0.3000000119209289,0.95,0.9
ltz_Latn-mal_Mlym,ltz_Latn,mal_Mlym,127086,1,0.2865782082080841,0.0982977822422981,0.1161716431379318,0.219866007566452,p10,0.1161716431379318,0.1161716431379318,0.219866007566452,,0.1161716431379318,0.95,0.9
ltz_Latn-slv_Latn,ltz_Latn,slv_Latn,162615,1,0.4259762465953827,0.0011285253567621,0.0023025597911328,0.1291514784097671,p10,0.0023025597911328,0.05,0.1291514784097671,,0.05,0.95,0.6657275689295779
lua_Latn-run_Latn,lua_Latn,run_Latn,93610,1,0.436384379863739,0.0542351491749286,0.0813869088888168,0.3774780929088592,p10,0.0813869088888168,0.0813869088888168,0.3774780929088592,,0.0813869088888168,0.95,0.9
lug_Latn-som_Latn,lug_Latn,som_Latn,116164,1,0.4123983681201935,0.0541371516883373,0.0778837278485298,0.3460906445980072,p10,0.0778837278485298,0.0778837278485298,0.3460906445980072,,0.0778837278485298,0.95,0.9
luo_Latn-som_Latn,luo_Latn,som_Latn,89898,1,0.1983827054500579,0.0,0.0,0.1000000014901161,p10,0.0,0.05,0.1000000014901161,,0.05,0.95,0.6250000018626451
lvs_Latn-khk_Cyrl,lvs_Latn,khk_Cyrl,108038,1,0.6384344100952148,0.3199999928474426,0.387499988079071,0.6549999713897705,p10,0.387499988079071,0.387499988079071,0.6549999713897705,,0.387499988079071,0.95,0.9
lvs_Latn-nob_Latn,lvs_Latn,nob_Latn,8204098,1,0.7487803101539612,0.0004835227446164,0.0018427664181217,0.9980732798576356,p10,0.0018427664181217,0.05,0.9980732798576356,,0.05,0.95,0.8863354522173355
lvs_Latn-som_Latn,lvs_Latn,som_Latn,100135,1,0.50775545835495,0.0579180866479873,0.0883996784687042,0.5236233472824097,p10,0.0883996784687042,0.0883996784687042,0.5236233472824097,,0.0883996784687042,0.95,0.9
lvs_Latn-tur_Latn,lvs_Latn,tur_Latn,5813817,1,0.5192520022392273,0.000138579387567,0.0002475695509929,0.6576640605926514,p10,0.0002475695509929,0.05,0.6576640605926514,,0.05,0.95,0.7315361650848046
lzh_Hani-ron_Latn,lzh_Hani,ron_Latn,86219,1,0.6782020926475525,0.3300000131130218,0.4124999940395355,0.7037500143051147,p10,0.4124999940395355,0.4124999940395355,0.7037500143051147,,0.4124999940395355,0.95,0.9
mai_Deva-mar_Deva,mai_Deva,mar_Deva,309700,1,0.6227016448974609,0.2094696760177612,0.2595753073692322,0.6439266204833984,p10,0.2595753073692322,0.2595753073692322,0.6439266204833984,,0.2595753073692322,0.95,0.9
mal_Mlym-fil_Latn,mal_Mlym,fil_Latn,383471,1,0.6097728610038757,0.2300000041723251,0.3000000119209289,0.637499988079071,p10,0.3000000119209289,0.3000000119209289,0.637499988079071,,0.3000000119209289,0.95,0.9
mal_Mlym-npi_Deva,mal_Mlym,npi_Deva,1357165,1,0.7190409898757935,0.0108903450891375,0.0354488715529441,0.9775184392929076,p10,0.0354488715529441,0.05,0.9775184392929076,,0.05,0.95,0.8936464507826043
mal_Mlym-snd_Arab,mal_Mlym,snd_Arab,889344,1,0.4923057854175567,0.1000000014901161,0.1800000071525573,0.449999988079071,p10,0.1800000071525573,0.1800000071525573,0.449999988079071,,0.1800000071525573,0.95,0.9
mal_Mlym-ukr_Cyrl,mal_Mlym,ukr_Cyrl,1445247,1,0.6262261867523193,0.0021062991581857,0.0052433595992624,0.9159379005432128,p10,0.0052433595992624,0.05,0.9159379005432128,,0.05,0.95,0.8090365345770683
mar_Deva-lzh_Hani,mar_Deva,lzh_Hani,92136,1,0.5396141409873962,0.1800000071525573,0.2399999946355819,0.5525000095367432,p10,0.2399999946355819,0.2399999946355819,0.5525000095367432,,0.2399999946355819,0.95,0.9
mar_Deva-por_Latn,mar_Deva,por_Latn,1717181,1,0.2011314481496811,0.0,0.0,0.0,p10,0.0,0.05,0.0,,0.05,0.95,0.44999999999999996
mar_Deva-swe_Latn,mar_Deva,swe_Latn,857167,1,0.4620469510555267,0.0011799867497757,0.0021062991581857,0.2540724575519562,p10,0.0021062991581857,0.05,0.2540724575519562,,0.05,0.95,0.7086338875629499
mar_Deva-zho_Hans,mar_Deva,zho_Hans,628450,1,0.1301811635494232,0.0,0.0,0.0,p10,0.0,0.05,0.0,,0.05,0.95,0.37500000186264515
mhr_Cyrl-hun_Latn,mhr_Cyrl,hun_Latn,117832,1,0.6135619878768921,0.2599999904632568,0.3300000131130218,0.637499988079071,p10,0.3300000131130218,0.3300000131130218,0.637499988079071,,0.3300000131130218,0.95,0.9
mhr_Cyrl-ukr_Cyrl,mhr_Cyrl,ukr_Cyrl,70102,1,0.6828051805496216,0.324999988079071,0.4074999988079071,0.7162500023841858,p10,0.4074999988079071,0.4074999988079071,0.7162500023841858,,0.4074999988079071,0.95,0.9
mkd_Cyrl-eus_Latn,mkd_Cyrl,eus_Latn,57834,1,0.5801889896392822,0.0021062991581857,0.0062620602548122,0.7704647779464722,p10,0.0062620602548122,0.05,0.7704647779464722,,0.05,0.95,0.7956095773619007
mkd_Cyrl-mar_Deva,mkd_Cyrl,mar_Deva,531063,1,0.4597170352935791,0.0,0.0,0.4000000059604645,p10,0.0,0.05,0.4000000059604645,,0.05,0.95,0.7500000022351739
mkd_Cyrl-pol_Latn,mkd_Cyrl,pol_Latn,8443834,1,0.6537483930587769,0.2949999868869781,0.375,0.6924999952316284,p10,0.375,0.375,0.6924999952316284,,0.375,0.95,0.9
mkd_Cyrl-swa_Latn,mkd_Cyrl,swa_Latn,570631,1,0.5571501851081848,0.209999993443489,0.2750000059604645,0.5550000071525574,p10,0.2750000059604645,0.2750000059604645,0.5550000071525574,,0.2750000059604645,0.95,0.9
mkd_Cyrl-zho_Hans,mkd_Cyrl,zho_Hans,2239601,1,0.4097853302955627,0.0,0.0,0.25,p10,0.0,0.05,0.25,,0.05,0.95,0.7
mlg_Latn-oci_Latn,mlg_Latn,oci_Latn,51395,1,0.1432081013917923,0.0,0.0,0.0,p10,0.0,0.05,0.0,,0.05,0.95,0.37500000186264515
mlg_Latn-tam_Taml,mlg_Latn,tam_Taml,168828,1,0.5935578942298889,0.2599999904632568,0.3300000131130218,0.6025000214576721,p10,0.3300000131130218,0.3300000131130218,0.6025000214576721,,0.3300000131130218,0.95,0.9
mlt_Latn-hbs_Latn,mlt_Latn,hbs_Latn,1162656,1,0.5427975654602051,0.125,0.2049999982118606,0.5450000166893005,p10,0.2049999982118606,0.2049999982118606,0.5450000166893005,,0.2049999982118606,0.95,0.9
mlt_Latn-swe_Latn,mlt_Latn,swe_Latn,6476914,1,0.8485850095748901,0.3376401960849762,0.5278438925743103,0.9367494583129884,p10,0.5278438925743103,0.5278438925743103,0.9367494583129884,,0.5278438925743103,0.95,0.9
mon_Cyrl-rus_Cyrl,mon_Cyrl,rus_Cyrl,1205378,1,0.5816609263420105,0.2450000047683715,0.3149999976158142,0.5950000286102295,p10,0.3149999976158142,0.3149999976158142,0.5950000286102295,,0.3149999976158142,0.95,0.9
mon_Cyrl-vie_Latn,mon_Cyrl,vie_Latn,347471,1,0.5555516481399536,0.2249999940395355,0.2899999916553497,0.5575000047683716,p10,0.2899999916553497,0.2899999916553497,0.5575000047683716,,0.2899999916553497,0.95,0.9
mri_Latn-ron_Latn,mri_Latn,ron_Latn,178419,1,0.4797272682189941,0.0035936026833951,0.0081698028370738,0.3543692231178283,p10,0.0081698028370738,0.05,0.3543692231178283,,0.05,0.95,0.7409985780334623
mri_Latn-war_Latn,mri_Latn,war_Latn,124957,1,0.5460348725318909,0.2199999988079071,0.2750000059604645,0.5625,p10,0.2750000059604645,0.2750000059604645,0.5625,,0.2750000059604645,0.95,0.9
msa_Latn-lzh_Hani,msa_Latn,lzh_Hani,217958,1,0.2780648469924927,0.0,0.0,0.0,p10,0.0,0.05,0.0,,0.05,0.95,0.475
msa_Latn-rus_Cyrl,msa_Latn,rus_Cyrl,8569554,1,0.6859818696975708,0.3000000119209289,0.3899999856948852,0.7237499952316284,p10,0.3899999856948852,0.3899999856948852,0.7237499952316284,,0.3899999856948852,0.95,0.9
msa_Latn-tgk_Cyrl,msa_Latn,tgk_Cyrl,123897,1,0.5372382402420044,0.2049999982118606,0.2649999856948852,0.5325000286102295,p10,0.2649999856948852,0.2649999856948852,0.5325000286102295,,0.2649999856948852,0.95,0.9
mwl_Latn-por_Latn,mwl_Latn,por_Latn,111663,1,0.6004370450973511,0.1550000011920929,0.2249999940395355,0.6549999713897705,p10,0.2249999940395355,0.2249999940395355,0.6549999713897705,,0.2249999940395355,0.95,0.9
mya_Mymr-sin_Sinh,mya_Mymr,sin_Sinh,514867,1,0.5964971780776978,0.1264971494674682,0.1818436384201049,0.6296986937522888,p10,0.1818436384201049,0.1818436384201049,0.6296986937522888,,0.1818436384201049,0.95,0.9
mya_Mymr-tur_Latn,mya_Mymr,tur_Latn,1187614,1,0.5878289341926575,0.0047976425848901,0.0304773095995187,0.6811689138412476,p10,0.0304773095995187,0.05,0.6811689138412476,,0.05,0.95,0.8848418715744157
nap_Latn-srp_Latn,nap_Latn,srp_Latn,70629,1,0.5829349160194397,0.1500000059604644,0.2000000029802322,0.6000000238418579,p10,0.2000000029802322,0.2000000029802322,0.6000000238418579,,0.2000000029802322,0.95,0.9
nds_Latn-slk_Latn,nds_Latn,slk_Latn,203272,1,0.4887420237064361,0.1049999967217445,0.1800000071525573,0.4950000047683716,p10,0.1800000071525573,0.1800000071525573,0.4950000047683716,,0.1800000071525573,0.95,0.9
nep_Deva-kin_Latn,nep_Deva,kin_Latn,34516,1,0.1867609322071075,0.0,0.0,0.1000000014901161,p10,0.0,0.05,0.1000000014901161,,0.05,0.95,0.6250000018626451
nep_Deva-slv_Latn,nep_Deva,slv_Latn,371600,1,0.6197550296783447,0.2349999994039535,0.3149999976158142,0.6424999833106995,p10,0.3149999976158142,0.3149999976158142,0.6424999833106995,,0.3149999976158142,0.95,0.9
nep_Deva-urd_Arab,nep_Deva,urd_Arab,765446,1,0.6420688629150391,0.2599999904632568,0.3400000035762787,0.6775000095367432,p10,0.3400000035762787,0.3400000035762787,0.6775000095367432,,0.3400000035762787,0.95,0.9
nld_Latn-cmn_Hani,nld_Latn,cmn_Hani,18857363,1,0.8324216604232788,0.6100000143051147,0.6775000095367432,0.8606250286102295,p10,0.6775000095367432,0.6775000095367432,0.8606250286102295,,0.6775000095367432,0.95,0.9
nld_Latn-hau_Latn,nld_Latn,hau_Latn,77093,1,0.4044766128063202,0.0687725692987442,0.0897920653223991,0.3108420372009277,p10,0.0897920653223991,0.0897920653223991,0.3108420372009277,,0.0897920653223991,0.95,0.9
nld_Latn-lit_Latn,nld_Latn,lit_Latn,122970,1,0.5786810517311096,0.0011285253567621,0.0027514907997101,0.8885379433631897,p10,0.0027514907997101,0.05,0.8885379433631897,,0.05,0.95,0.7427818721707522
nld_Latn-por_Latn,nld_Latn,por_Latn,117988624,2,0.7567293047904968,0.4600000083446502,0.5400000214576721,0.7950000166893005,p10,0.5400000214576721,0.5400000214576721,0.7950000166893005,,0.5400000214576721,0.95,0.9
nld_Latn-sun_Latn,nld_Latn,sun_Latn,289611,1,0.4574606120586395,0.0,0.0,0.4000000059604645,p10,0.0,0.05,0.4000000059604645,,0.05,0.95,0.7187500004656613
nld_Latn-vie_Latn,nld_Latn,vie_Latn,33032869,1,0.7667298316955566,0.4099999964237213,0.512499988079071,0.8125,p10,0.512499988079071,0.512499988079071,0.8125,,0.512499988079071,0.95,0.9
nno_Latn-eng_Latn,nno_Latn,eng_Latn,356912,1,0.4762183725833893,0.0,0.0,0.3000000119209289,p10,0.0,0.05,0.3000000119209289,,0.05,0.95,0.7500000022351739
nno_Latn-pol_Latn,nno_Latn,pol_Latn,908841,1,0.4789098799228668,0.0,0.0,0.4000000059604645,p10,0.0,0.05,0.4000000059604645,,0.05,0.95,0.8250000011175871
nno_Latn-tgl_Latn,nno_Latn,tgl_Latn,127585,1,0.2812356054782867,0.0957759320735931,0.1103903651237487,0.2019125968217849,p10,0.1103903651237487,0.1103903651237487,0.2019125968217849,,0.1103903651237487,0.95,0.9
nob_Latn-ell_Grek,nob_Latn,ell_Grek,1099936,1,0.552483856678009,0.0,0.1000000014901161,0.5,p10,0.1000000014901161,0.1000000014901161,0.5,,0.1000000014901161,0.95,0.9
nob_Latn-jpn_Jpan,nob_Latn,jpn_Jpan,184902,1,0.496010273694992,0.0,0.0,0.4000000059604645,p10,0.0,0.05,0.4000000059604645,,0.05,0.95,0.8583333349890179
nob_Latn-sin_Sinh,nob_Latn,sin_Sinh,905034,1,0.668383777141571,0.0995807647705078,0.1905654072761535,0.7649655342102051,p10,0.1905654072761535,0.1905654072761535,0.7649655342102051,,0.1905654072761535,0.95,0.9
nob_Latn-tgl_Latn,nob_Latn,tgl_Latn,199635,1,0.2313086986541748,0.0885544344782829,0.0982977822422981,0.1734355241060257,p10,0.0982977822422981,0.0982977822422981,0.1734355241060257,,0.0982977822422981,0.95,0.9
nor_Latn-cmn_Hani,nor_Latn,cmn_Hani,2075321,1,0.4798376262187958,0.0,0.0,0.4000000059604645,p10,0.0,0.05,0.4000000059604645,,0.05,0.95,0.8250000011175871
nor_Latn-pus_Arab,nor_Latn,pus_Arab,67300,1,0.376006543636322,0.0,0.0,0.2000000029802322,p10,0.0,0.05,0.2000000029802322,,0.05,0.95,0.6875000009313226
nor_Latn-tam_Taml,nor_Latn,tam_Taml,797653,1,0.5783862471580505,0.2549999952316284,0.3149999976158142,0.5774999856948853,p10,0.3149999976158142,0.3149999976158142,0.5774999856948853,,0.3149999976158142,0.95,0.9
npi_Deva-fil_Latn,npi_Deva,fil_Latn,87942,1,0.7353297472000122,0.4900000095367431,0.5575000047683716,0.7537500262260437,p10,0.5575000047683716,0.5575000047683716,0.7537500262260437,,0.5575000047683716,0.95,0.9
npi_Deva-snd_Arab,npi_Deva,snd_Arab,427062,1,0.5732600092887878,0.1500000059604644,0.2000000029802322,0.550000011920929,p10,0.2000000029802322,0.2000000029802322,0.550000011920929,,0.2000000029802322,0.95,0.9
nso_Latn-pol_Latn,nso_Latn,pol_Latn,65056,1,0.360463410615921,0.0332290939986705,0.045838251709938,0.1977098733186721,p10,0.045838251709938,0.05,0.1977098733186721,,0.05,0.95,0.8853533158012132
nso_Latn-yor_Latn,nso_Latn,yor_Latn,148988,1,0.3297406136989593,0.0388533249497413,0.0513357929885387,0.241608664393425,p10,0.0513357929885387,0.0513357929885387,0.241608664393425,,0.0513357929885387,0.95,0.9
nya_Latn-swc_Latn,nya_Latn,swc_Latn,177786,1,0.3312246799468994,0.1500000059604644,0.1800000071525573,0.3000000119209289,p10,0.1800000071525573,0.1800000071525573,0.3000000119209289,,0.1800000071525573,0.95,0.9
nya_Latn-xho_Latn,nya_Latn,xho_Latn,677441,1,0.7170342803001404,0.2832802236080169,0.3868609666824341,0.7776555418968201,p10,0.3868609666824341,0.3868609666824341,0.7776555418968201,,0.3868609666824341,0.95,0.9
oci_Latn-slk_Latn,oci_Latn,slk_Latn,222928,1,0.2289505749940872,0.0,0.0,0.0,p10,0.0,0.05,0.0,,0.05,0.95,0.45833333498901785
orm_Latn-por_Latn,orm_Latn,por_Latn,332724,1,0.5151387453079224,0.2599999904632568,0.3100000023841858,0.5149999856948853,p10,0.3100000023841858,0.3100000023841858,0.5149999856948853,,0.3100000023841858,0.95,0.9
pag_Latn-rus_Cyrl,pag_Latn,rus_Cyrl,50281,1,0.4543692469596863,0.0020145212765783,0.0038415296003222,0.2345068007707595,p10,0.0038415296003222,0.05,0.2345068007707595,,0.05,0.95,0.7123534004161097
pan_Guru-tam_Taml,pan_Guru,tam_Taml,1192961,1,0.5847132802009583,0.1000000014901161,0.1500000059604644,0.550000011920929,p10,0.1500000059604644,0.1500000059604644,0.550000011920929,,0.1500000059604644,0.95,0.9
pap_Latn-heb_Hebr,pap_Latn,heb_Hebr,53065,1,0.7032102942466736,0.0061246771365404,0.0192922428250312,0.98783940076828,p10,0.0192922428250312,0.05,0.98783940076828,,0.05,0.95,0.8819643772499536
pap_Latn-swe_Latn,pap_Latn,swe_Latn,182915,1,0.7071787714958191,0.007477190811187,0.0210560653358697,0.9920091032981871,p10,0.0210560653358697,0.05,0.9920091032981871,,0.05,0.95,0.8821873697867898
pbt_Arab-tel_Telu,pbt_Arab,tel_Telu,63658,1,0.743155300617218,0.3266952633857727,0.4307395815849304,0.8072048425674438,p10,0.4307395815849304,0.4307395815849304,0.8072048425674438,,0.4307395815849304,0.95,0.9
plt_Latn-nep_Deva,plt_Latn,nep_Deva,39943,1,0.571354329586029,0.209999993443489,0.3000000119209289,0.5975000262260437,p10,0.3000000119209289,0.3000000119209289,0.5975000262260437,,0.3000000119209289,0.95,0.9
plt_Latn-swe_Latn,plt_Latn,swe_Latn,190092,1,0.6331514120101929,0.1724063903093338,0.2286275029182434,0.6904712319374084,p10,0.2286275029182434,0.2286275029182434,0.6904712319374084,,0.2286275029182434,0.95,0.9
pol_Latn-bak_Cyrl,pol_Latn,bak_Cyrl,134707,1,0.7245038747787476,0.0058588343672454,0.0250694975256919,0.9845075011253356,p10,0.0250694975256919,0.05,0.9845075011253356,,0.05,0.95,0.8902926422758197
pol_Latn-hau_Latn,pol_Latn,hau_Latn,34915,1,0.5253850817680359,0.2249999940395355,0.2800000011920929,0.5224999785423279,p10,0.2800000011920929,0.2800000011920929,0.5224999785423279,,0.2800000011920929,0.95,0.9
pol_Latn-nld_Latn,pol_Latn,nld_Latn,83742,1,0.2489403188228607,0.0,0.0,0.0,p10,0.0,0.05,0.0,,0.05,0.95,0.4687500004656613
pol_Latn-spa_Latn,pol_Latn,spa_Latn,158690,1,0.375080943107605,0.0,0.0,0.2000000029802322,p10,0.0,0.05,0.2000000029802322,,0.05,0.95,0.6875000009313226
pol_Latn-tur_Latn,pol_Latn,tur_Latn,66733315,1,0.5729144215583801,0.2150000035762787,0.2899999916553497,0.5975000262260437,p10,0.2899999916553497,0.2899999916553497,0.5975000262260437,,0.2899999916553497,0.95,0.9
por_Latn-abk_Cyrl,por_Latn,abk_Cyrl,106344,1,0.6772366762161255,0.2899999916553497,0.375,0.7174999713897705,p10,0.375,0.375,0.7174999713897705,,0.375,0.95,0.9
por_Latn-eus_Latn,por_Latn,eus_Latn,316194,1,0.3887298703193664,0.0,0.0,0.25,p10,0.0,0.05,0.25,,0.05,0.95,0.8250000011175871
por_Latn-kab_Latn,por_Latn,kab_Latn,83816,1,0.3721289336681366,0.0,0.0,0.25,p10,0.0,0.05,0.25,,0.05,0.95,0.8250000011175871
por_Latn-quz_Latn,por_Latn,quz_Latn,133413,1,0.3430373668670654,0.0450000017881393,0.0949999988079071,0.324999988079071,p10,0.0949999988079071,0.0949999988079071,0.324999988079071,,0.0949999988079071,0.95,0.9
por_Latn-swa_Latn,por_Latn,swa_Latn,1933569,1,0.5392401814460754,0.1500000059604644,0.2300000041723251,0.5475000143051147,p10,0.2300000041723251,0.2300000041723251,0.5475000143051147,,0.2300000041723251,0.95,0.9
por_Latn-wln_Latn,por_Latn,wln_Latn,56028,1,0.5179759860038757,0.2199999988079071,0.2750000059604645,0.512499988079071,p10,0.2750000059604645,0.2750000059604645,0.512499988079071,,0.2750000059604645,0.95,0.9
pus_Arab-srp_Cyrl,pus_Arab,srp_Cyrl,107716,1,0.6388116478919983,0.3050000071525574,0.3799999952316284,0.6575000286102295,p10,0.3799999952316284,0.3799999952316284,0.6575000286102295,,0.3799999952316284,0.95,0.9
quy_Latn-fra_Latn,quy_Latn,fra_Latn,51834,1,0.6776973009109497,0.0052433595992624,0.0111334295943379,0.9963255524635316,p10,0.0111334295943379,0.05,0.9963255524635316,,0.05,0.95,0.8521468698102932
ron_Latn-azj_Latn,ron_Latn,azj_Latn,64384,1,0.455211728811264,0.0,0.0,0.3000000119209289,p10,0.0,0.05,0.3000000119209289,,0.05,0.95,0.8250000011175871
ron_Latn-kab_Latn,ron_Latn,kab_Latn,58586,1,0.326206773519516,0.0,0.0,0.2000000029802322,p10,0.0,0.05,0.2000000029802322,,0.05,0.95,0.8250000011175871
ron_Latn-sqi_Latn,ron_Latn,sqi_Latn,1694767,1,0.5548014640808105,0.1899999976158142,0.2549999952316284,0.5625,p10,0.2549999952316284,0.2549999952316284,0.5625,,0.2549999952316284,0.95,0.9
ron_Latn-urd_Arab,ron_Latn,urd_Arab,1436425,1,0.556963324546814,0.0,0.1000000014901161,0.5,p10,0.1000000014901161,0.1000000014901161,0.5,,0.1000000014901161,0.95,0.9
run_Latn-swh_Latn,run_Latn,swh_Latn,196321,1,0.6843494772911072,0.0206008460372686,0.0840620920062065,0.847170889377594,p10,0.0840620920062065,0.0840620920062065,0.847170889377594,,0.0840620920062065,0.95,0.9
rus_Cyrl-deu_Latn,rus_Cyrl,deu_Latn,298706,1,0.3030732572078705,0.0,0.0,0.050000000745058,p10,0.0,0.05,0.050000000745058,,0.05,0.95,0.5000000037252899
rus_Cyrl-ind_Latn,rus_Cyrl,ind_Latn,147208,1,0.3488350808620453,0.0,0.0,0.1000000014901161,p10,0.0,0.05,0.1000000014901161,,0.05,0.95,0.6250000018626451
rus_Cyrl-por_Latn,rus_Cyrl,por_Latn,295448,1,0.3790516555309295,0.0,0.0,0.1500000059604644,p10,0.0,0.05,0.1500000059604644,,0.05,0.95,0.6666666699780357
rus_Cyrl-swe_Latn,rus_Cyrl,swe_Latn,50911542,1,0.7327850461006165,0.3824999928474426,0.4699999988079071,0.7749999761581421,p10,0.4699999988079071,0.4699999988079071,0.7749999761581421,,0.4699999988079071,0.95,0.9
rus_Cyrl-xho_Latn,rus_Cyrl,xho_Latn,409929,1,0.306679219007492,0.0180652309209108,0.0210560653358697,0.0884596556425094,p10,0.0210560653358697,0.05,0.0884596556425094,,0.05,0.95,0.6677532162461395
scn_Latn-ron_Latn,scn_Latn,ron_Latn,98927,1,0.704450249671936,0.0069962707348167,0.0192922428250312,0.98783940076828,p10,0.0192922428250312,0.05,0.98783940076828,,0.05,0.95,0.8815656605669896
sco_Latn-pol_Latn,sco_Latn,pol_Latn,122625,1,0.5992239713668823,0.2450000047683715,0.3149999976158142,0.625,p10,0.3149999976158142,0.3149999976158142,0.625,,0.3149999976158142,0.95,0.9
sin_Sinh-fil_Latn,sin_Sinh,fil_Latn,185043,1,0.7197490930557251,0.3925000131130218,0.4875000119209289,0.75,p10,0.4875000119209289,0.4875000119209289,0.75,,0.4875000119209289,0.95,0.9
sin_Sinh-tgl_Latn,sin_Sinh,tgl_Latn,468335,1,0.3075565993785858,0.0859256014227867,0.0994290560483932,0.2019125968217849,p10,0.0994290560483932,0.0994290560483932,0.2019125968217849,,0.0994290560483932,0.95,0.9
slk_Latn-cmn_Hani,slk_Latn,cmn_Hani,6494275,1,0.7676070928573608,0.5249999761581421,0.5950000286102295,0.7950000166893005,p10,0.5950000286102295,0.5950000286102295,0.7950000166893005,,0.5950000286102295,0.95,0.9
slk_Latn-hrv_Latn,slk_Latn,hrv_Latn,696926,1,0.4950266778469085,0.0,0.0,0.4000000059604645,p10,0.0,0.05,0.4000000059604645,,0.05,0.95,0.8625000005587935
slk_Latn-nno_Latn,slk_Latn,nno_Latn,87163,1,0.4240021705627441,0.0,0.0,0.3000000119209289,p10,0.0,0.05,0.3000000119209289,,0.05,0.95,0.7083333349890178
slk_Latn-swa_Latn,slk_Latn,swa_Latn,958877,1,0.5111814141273499,0.1650000065565109,0.2249999940395355,0.5049999952316284,p10,0.2249999940395355,0.2249999940395355,0.5049999952316284,,0.2249999940395355,0.95,0.9
slk_Latn-yor_Latn,slk_Latn,yor_Latn,127281,1,0.569673478603363,0.088286742568016,0.143335223197937,0.6080392003059387,p10,0.143335223197937,0.143335223197937,0.6080392003059387,,0.143335223197937,0.95,0.9
slv_Latn-fur_Latn,slv_Latn,fur_Latn,63513,1,0.180230513215065,0.0,0.0,0.0,p10,0.0,0.05,0.0,,0.05,0.95,0.4375000009313226
slv_Latn-pol_Latn,slv_Latn,pol_Latn,351584,1,0.3316676616668701,0.0,0.0,0.1500000059604644,p10,0.0,0.05,0.1500000059604644,,0.05,0.95,0.6666666699780357
slv_Latn-swh_Latn,slv_Latn,swh_Latn,715538,1,0.7049807906150818,0.2709943950176239,0.3605640828609466,0.7634837627410889,p10,0.3605640828609466,0.3605640828609466,0.7634837627410889,,0.3605640828609466,0.95,0.9
slv_Latn-zho_Hans,slv_Latn,zho_Hans,4337811,1,0.4697025120258331,0.0,0.0,0.3499999940395355,p10,0.0,0.05,0.3499999940395355,,0.05,0.95,0.8500000019868214
sna_Latn-tel_Telu,sna_Latn,tel_Telu,76704,1,0.6852701902389526,0.2043792605400085,0.3082637190818786,0.7520982623100281,p10,0.3082637190818786,0.3082637190818786,0.7520982623100281,,0.3082637190818786,0.95,0.9
sna_Latn-zul_Latn,sna_Latn,zul_Latn,1015368,1,0.7743197679519653,0.3926472961902618,0.5065609216690063,0.832236647605896,p10,0.5065609216690063,0.5065609216690063,0.832236647605896,,0.5065609216690063,0.95,0.9
snd_Arab-zho_Hans,snd_Arab,zho_Hans,93341,1,0.0598831214010715,0.0,0.0,0.0,p10,0.0,0.05,0.0,,0.05,0.95,0.17500000111758707
som_Latn-tir_Ethi,som_Latn,tir_Ethi,138313,1,0.3164821565151214,0.0,0.0,0.1000000014901161,p10,0.0,0.05,0.1000000014901161,,0.05,0.95,0.8250000011175871
sot_Latn-swa_Latn,sot_Latn,swa_Latn,306616,1,0.5635946989059448,0.2000000029802322,0.270000010728836,0.5799999833106995,p10,0.270000010728836,0.270000010728836,0.5799999833106995,,0.270000010728836,0.95,0.9
spa_Latn-arg_Latn,spa_Latn,arg_Latn,85939,1,0.4897147119045257,0.270000010728836,0.3199999928474426,0.4675000011920929,p10,0.3199999928474426,0.3199999928474426,0.4675000011920929,,0.3199999928474426,0.95,0.9
spa_Latn-ekk_Latn,spa_Latn,ekk_Latn,34091746,1,0.6448603868484497,0.25,0.3350000083446502,0.6924999952316284,p10,0.3350000083446502,0.3350000083446502,0.6924999952316284,,0.3350000083446502,0.95,0.9
spa_Latn-glg_Latn,spa_Latn,glg_Latn,37741506,1,0.648739755153656,0.3350000083446502,0.3925000131130218,0.6700000166893005,p10,0.3925000131130218,0.3925000131130218,0.6700000166893005,,0.3925000131130218,0.95,0.9
spa_Latn-ind_Latn,spa_Latn,ind_Latn,73956696,2,0.8009878993034363,0.4774999916553497,0.5699999928474426,0.8462499976158142,p10,0.5699999928474426,0.5699999928474426,0.8462499976158142,,0.5699999928474426,0.95,0.9
spa_Latn-kor_Hang,spa_Latn,kor_Hang,23889231,1,0.7496222853660583,0.4600000083446502,0.5400000214576721,0.7850000262260437,p10,0.5400000214576721,0.5400000214576721,0.7850000262260437,,0.5400000214576721,0.95,0.9
spa_Latn-mav_Latn,spa_Latn,mav_Latn,52135,1,0.7500521540641785,0.4174999892711639,0.5099999904632568,0.7962499856948853,p10,0.5099999904632568,0.5099999904632568,0.7962499856948853,,0.5099999904632568,0.95,0.9
spa_Latn-npi_Deva,spa_Latn,npi_Deva,180460,1,0.6066102981567383,0.0,0.0,0.699999988079071,p10,0.0,0.05,0.699999988079071,,0.05,0.95,0.8750000009934107
