lang_pair,source_lang,target_lang,n_rows_total,n_shards,data_mean,data_p05,data_p10,data_p50,data_quantile,T_raw,T_clipped,data_sanity_cap,T_keep_cap,T,eff_cap,kept_fraction_est
ces_Latn-sco_Latn,ces_Latn,sco_Latn,144749,1,0.5612233281135559,0.2599999904632568,0.3149999976158142,0.5724999904632568,p10,0.3149999976158142,0.3149999976158142,0.5724999904632568,,0.3149999976158142,0.95,0.9
ces_Latn-swe_Latn,ces_Latn,swe_Latn,70083062,1,0.7095723748207092,0.3725000023841858,0.4600000083446502,0.75,p10,0.4600000083446502,0.4600000083446502,0.75,,0.4600000083446502,0.95,0.9
ces_Latn-vec_Latn,ces_Latn,vec_Latn,721916,1,0.3309690654277801,0.0,0.0,0.2000000029802322,p10,0.0,0.05,0.2000000029802322,,0.05,0.95,0.6875000009313226
chv_Cyrl-rus_Cyrl,chv_Cyrl,rus_Cyrl,969192,1,0.5367112159729004,0.1949999928474426,0.2649999856948852,0.5550000071525574,p10,0.2649999856948852,0.2649999856948852,0.5550000071525574,,0.2649999856948852,0.95,0.9
ckb_Arab-tha_Thai,ckb_Arab,tha_Thai,128735,1,0.6146695017814636,0.1701832562685012,0.2289262413978576,0.6500492095947266,p10,0.2289262413978576,0.2289262413978576,0.6500492095947266,,0.2289262413978576,0.95,0.9
crh_Cyrl-rus_Cyrl,crh_Cyrl,rus_Cyrl,108531,1,0.3491308689117431,0.0099999997764825,0.0599999986588954,0.3149999976158142,p10,0.0599999986588954,0.0599999986588954,0.3149999976158142,,0.0599999986588954,0.95,0.9
cym_Latn-fas_Arab,cym_Latn,fas_Arab,745115,1,0.6997918486595154,0.3899999856948852,0.4675000011920929,0.7237499952316284,p10,0.4675000011920929,0.4675000011920929,0.7237499952316284,,0.4675000011920929,0.95,0.9
cym_Latn-hye_Armn,cym_Latn,hye_Armn,150752,1,0.6792654395103455,0.1228034645318985,0.2020230442285537,0.7795456647872925,p10,0.2020230442285537,0.2020230442285537,0.7795456647872925,,0.2020230442285537,0.95,0.9
cym_Latn-kor_Zyyy,cym_Latn,kor_Zyyy,261737,1,0.6422998905181885,0.3149999976158142,0.3849999904632568,0.6650000214576721,p10,0.3849999904632568,0.3849999904632568,0.6650000214576721,,0.3849999904632568,0.95,0.9
cym_Latn-nld_Latn,cym_Latn,nld_Latn,1642044,1,0.5731015205383301,0.0014103584690019,0.0031445701606571,0.8391322493553162,p10,0.0031445701606571,0.05,0.8391322493553162,,0.05,0.95,0.7428478921126631
cym_Latn-slv_Latn,cym_Latn,slv_Latn,877563,1,0.7572280168533325,0.0584685988724231,0.2048868089914322,0.9194498658180236,p10,0.2048868089914322,0.2048868089914322,0.9194498658180236,,0.2048868089914322,0.95,0.9
cym_Latn-tur_Latn,cym_Latn,tur_Latn,1270312,1,0.7025607824325562,0.0017624511383473,0.0057302466593682,0.9912692904472352,p10,0.0057302466593682,0.05,0.9912692904472352,,0.05,0.95,0.8697997836932726
dan_Latn-als_Latn,dan_Latn,als_Latn,3641038,1,0.6683655977249146,0.25,0.3000000119209289,0.699999988079071,p10,0.3000000119209289,0.3000000119209289,0.699999988079071,,0.3000000119209289,0.95,0.9
dan_Latn-eus_Latn,dan_Latn,eus_Latn,2344937,1,0.6979359984397888,0.0488577783107757,0.1808770447969436,0.8248385190963745,p10,0.1808770447969436,0.1808770447969436,0.8248385190963745,,0.1808770447969436,0.95,0.9
dan_Latn-hbs_Latn,dan_Latn,hbs_Latn,1268242,1,0.5500002503395081,0.125,0.209999993443489,0.550000011920929,p10,0.209999993443489,0.209999993443489,0.550000011920929,,0.209999993443489,0.95,0.9
dan_Latn-kan_Knda,dan_Latn,kan_Knda,132801,1,0.4750975966453552,0.0,0.0,0.4000000059604645,p10,0.0,0.05,0.4000000059604645,,0.05,0.95,0.8250000011175871
dan_Latn-ltz_Latn,dan_Latn,ltz_Latn,413397,1,0.2858458459377289,0.0,0.0,0.2000000029802322,p10,0.0,0.05,0.2000000029802322,,0.05,0.95,0.6875000009313226
dan_Latn-nno_Latn,dan_Latn,nno_Latn,982924,1,0.7935724854469299,0.0116358045488595,0.0597095750272274,0.999783456325531,p10,0.0597095750272274,0.0597095750272274,0.999783456325531,,0.0597095750272274,0.95,0.9
dan_Latn-rus_Cyrl,dan_Latn,rus_Cyrl,39798234,1,0.7288820743560791,0.3725000023841858,0.4675000011920929,0.7712500095367432,p10,0.4675000011920929,0.4675000011920929,0.7712500095367432,,0.4675000011920929,0.95,0.9
dan_Latn-swe_Latn,dan_Latn,swe_Latn,80082300,2,0.7758344411849976,0.4850000143051147,0.5649999976158142,0.8125,p10,0.5649999976158142,0.5649999976158142,0.8125,,0.5649999976158142,0.95,0.9
dan_Latn-wln_Latn,dan_Latn,wln_Latn,56915,1,0.5062942504882812,0.2150000035762787,0.2649999856948852,0.4925000071525574,p10,0.2649999856948852,0.2649999856948852,0.4925000071525574,,0.2649999856948852,0.95,0.9
deu_Latn-ast_Latn,deu_Latn,ast_Latn,723915,1,0.5568661689758301,0.0,0.0,0.5,p10,0.0,0.05,0.5,,0.05,0.95,0.8500000019868214
deu_Latn-ell_Grek,deu_Latn,ell_Grek,80403872,2,0.7472371459007263,0.3925000131130218,0.4875000119209289,0.7962499856948853,p10,0.4875000119209289,0.4875000119209289,0.7962499856948853,,0.4875000119209289,0.95,0.9
deu_Latn-glg_Latn,deu_Latn,glg_Latn,1274875,1,0.5944896340370178,0.0,0.0,0.699999988079071,p10,0.0,0.05,0.699999988079071,,0.05,0.95,0.8625000005587935
deu_Latn-ina_Latn,deu_Latn,ina_Latn,164191,1,0.679083526134491,0.3400000035762787,0.4199999868869781,0.7124999761581421,p10,0.4199999868869781,0.4199999868869781,0.7124999761581421,,0.4199999868869781,0.95,0.9
deu_Latn-kiu_Latn,deu_Latn,kiu_Latn,941978,1,0.6355989575386047,0.3149999976158142,0.3899999856948852,0.6575000286102295,p10,0.3899999856948852,0.3899999856948852,0.6575000286102295,,0.3899999856948852,0.95,0.9
deu_Latn-mhr_Cyrl,deu_Latn,mhr_Cyrl,159725,1,0.7341987490653992,0.3799999952316284,0.4724999964237213,0.7749999761581421,p10,0.4724999964237213,0.4724999964237213,0.7749999761581421,,0.4724999964237213,0.95,0.9
deu_Latn-nso_Latn,deu_Latn,nso_Latn,52510,1,0.6125120520591736,0.2800000011920929,0.3449999988079071,0.625,p10,0.3449999988079071,0.3449999988079071,0.625,,0.3449999988079071,0.95,0.9
deu_Latn-scn_Latn,deu_Latn,scn_Latn,306897,1,0.4510793685913086,0.0,0.0,0.3000000119209289,p10,0.0,0.05,0.3000000119209289,,0.05,0.95,0.7500000022351739
deu_Latn-swe_Latn,deu_Latn,swe_Latn,112806093,2,0.7555371522903442,0.4474999904632568,0.5274999737739563,0.793749988079071,p10,0.5274999737739563,0.5274999737739563,0.793749988079071,,0.5274999737739563,0.95,0.9
deu_Latn-urd_Arab,deu_Latn,urd_Arab,1769651,1,0.682959258556366,0.0044882874935865,0.0219962205737829,0.9092645049095154,p10,0.0219962205737829,0.05,0.9092645049095154,,0.05,0.95,0.8858510888717657
deu_Latn-zho_Hant,deu_Latn,zho_Hant,7010101,1,0.8073974251747131,0.5525000095367432,0.6274999976158142,0.8387500047683716,p10,0.6274999976158142,0.6274999976158142,0.8387500047683716,,0.6274999976158142,0.95,0.9
ekk_Latn-eus_Latn,ekk_Latn,eus_Latn,2053232,1,0.4687092900276184,0.0949999988079071,0.1500000059604644,0.4625000059604645,p10,0.1500000059604644,0.1500000059604644,0.4625000059604645,,0.1500000059604644,0.95,0.9
ekk_Latn-hun_Latn,ekk_Latn,hun_Latn,26742133,1,0.6326665878295898,0.2349999994039535,0.324999988079071,0.675000011920929,p10,0.324999988079071,0.324999988079071,0.675000011920929,,0.324999988079071,0.95,0.9
ekk_Latn-kor_Hang,ekk_Latn,kor_Hang,7595292,1,0.647769570350647,0.3350000083446502,0.4099999964237213,0.675000011920929,p10,0.4099999964237213,0.4099999964237213,0.675000011920929,,0.4099999964237213,0.95,0.9
ekk_Latn-mya_Mymr,ekk_Latn,mya_Mymr,370479,1,0.6140834093093872,0.2949999868869781,0.3700000047683716,0.6324999928474426,p10,0.3700000047683716,0.3700000047683716,0.6324999928474426,,0.3700000047683716,0.95,0.9
ekk_Latn-rus_Cyrl,ekk_Latn,rus_Cyrl,19961386,1,0.7247735857963562,0.3600000143051147,0.457500010728836,0.7724999785423279,p10,0.457500010728836,0.457500010728836,0.7724999785423279,,0.457500010728836,0.95,0.9
ekk_Latn-tel_Telu,ekk_Latn,tel_Telu,612493,1,0.598854660987854,0.2800000011920929,0.3449999988079071,0.6050000190734863,p10,0.3449999988079071,0.3449999988079071,0.6050000190734863,,0.3449999988079071,0.95,0.9
ell_Grek-abk_Cyrl,ell_Grek,abk_Cyrl,108984,1,0.6125463247299194,0.2150000035762787,0.3000000119209289,0.6424999833106995,p10,0.3000000119209289,0.3000000119209289,0.6424999833106995,,0.3000000119209289,0.95,0.9
ell_Grek-eng_Latn,ell_Grek,eng_Latn,170109354,3,0.7381316423416138,0.4600000083446502,0.5325000286102295,0.7737500071525574,p10,0.5325000286102295,0.5325000286102295,0.7737500071525574,,0.5325000286102295,0.95,0.9
ell_Grek-guj_Gujr,ell_Grek,guj_Gujr,114656,1,0.561133861541748,0.0,0.0,0.6000000238418579,p10,0.0,0.05,0.6000000238418579,,0.05,0.95,0.8250000011175871
ell_Grek-jam_Latn,ell_Grek,jam_Latn,58397,1,0.6425182819366455,0.3050000071525574,0.3899999856948852,0.6725000143051147,p10,0.3899999856948852,0.3899999856948852,0.6725000143051147,,0.3899999856948852,0.95,0.9
ell_Grek-lat_Latn,ell_Grek,lat_Latn,407209,1,0.522930383682251,0.1749999970197677,0.2349999994039535,0.5174999833106995,p10,0.2349999994039535,0.2349999994039535,0.5174999833106995,,0.2349999994039535,0.95,0.9
ell_Grek-msa_Latn,ell_Grek,msa_Latn,5635449,1,0.6854061484336853,0.3100000023841858,0.3975000083446502,0.7287499904632568,p10,0.3975000083446502,0.3975000083446502,0.7287499904632568,,0.3975000083446502,0.95,0.9
ell_Grek-plt_Latn,ell_Grek,plt_Latn,132405,1,0.6553286910057068,0.270000010728836,0.3549999892711639,0.7049999833106995,p10,0.3549999892711639,0.3549999892711639,0.7049999833106995,,0.3549999892711639,0.95,0.9
ell_Grek-som_Latn,ell_Grek,som_Latn,194149,1,0.4921071827411651,0.0009872072841972,0.0023025597911328,0.4703890383243561,p10,0.0023025597911328,0.05,0.4703890383243561,,0.05,0.95,0.7288426261613113
ell_Grek-tha_Thai,ell_Grek,tha_Thai,16008623,1,0.7428986430168152,0.4824999868869781,0.5575000047683716,0.768750011920929,p10,0.5575000047683716,0.5575000047683716,0.768750011920929,,0.5575000047683716,0.95,0.9
ell_Grek-yue_Hani,ell_Grek,yue_Hani,1051120,1,0.7298911213874817,0.4350000023841858,0.5174999833106995,0.7599999904632568,p10,0.5174999833106995,0.5174999833106995,0.7599999904632568,,0.5174999833106995,0.95,0.9
eng_Latn-arz_Arab,eng_Latn,arz_Arab,379113,1,0.1079830974340438,0.0,0.0,0.050000000745058,p10,0.0,0.05,0.050000000745058,,0.05,0.95,0.5000000037252899
eng_Latn-bho_Deva,eng_Latn,bho_Deva,429300,1,0.4779987037181854,0.0,0.050000000745058,0.3499999940395355,p10,0.050000000745058,0.050000000745058,0.3499999940395355,,0.050000000745058,0.95,0.9
eng_Latn-crs_Latn,eng_Latn,crs_Latn,343385,1,0.52962726354599,0.1500000059604644,0.209999993443489,0.5174999833106995,p10,0.209999993443489,0.209999993443489,0.5174999833106995,,0.209999993443489,0.95,0.9
eng_Latn-fil_Latn,eng_Latn,fil_Latn,57169648,1,0.7065451145172119,0.324999988079071,0.4124999940395355,0.7450000047683716,p10,0.4124999940395355,0.4124999940395355,0.7450000047683716,,0.4124999940395355,0.95,0.9
eng_Latn-glg_Latn,eng_Latn,glg_Latn,16319639,1,0.758593738079071,0.4149999916553497,0.5049999952316284,0.8050000071525574,p10,0.5049999952316284,0.5049999952316284,0.8050000071525574,,0.5049999952316284,0.95,0.9
eng_Latn-hmr_Latn,eng_Latn,hmr_Latn,97220,1,0.4130204916000366,0.1500000059604644,0.1949999928474426,0.4074999988079071,p10,0.1949999928474426,0.1949999928474426,0.4074999988079071,,0.1949999928474426,0.95,0.9
eng_Latn-jav_Latn,eng_Latn,jav_Latn,15302778,1,0.656593918800354,0.2849999964237213,0.3650000095367431,0.6825000047683716,p10,0.3650000095367431,0.3650000095367431,0.6825000047683716,,0.3650000095367431,0.95,0.9
eng_Latn-kik_Latn,eng_Latn,kik_Latn,1903732,1,0.6211275458335876,0.0962082222104072,0.1800018101930618,0.692065954208374,p10,0.1800018101930618,0.1800018101930618,0.692065954208374,,0.1800018101930618,0.95,0.9
eng_Latn-lat_Latn,eng_Latn,lat_Latn,1911701,1,0.5488207936286926,0.1749999970197677,0.2399999946355819,0.5525000095367432,p10,0.2399999946355819,0.2399999946355819,0.5525000095367432,,0.2399999946355819,0.95,0.9
eng_Latn-lvs_Latn,eng_Latn,lvs_Latn,49642068,1,0.5829496383666992,0.0599999986588954,0.1650000065565109,0.6474999785423279,p10,0.1650000065565109,0.1650000065565109,0.6474999785423279,,0.1650000065565109,0.95,0.9
eng_Latn-mon_Cyrl,eng_Latn,mon_Cyrl,882845,1,0.5155577659606934,0.1099999994039535,0.1749999970197677,0.5174999833106995,p10,0.1749999970197677,0.1749999970197677,0.5174999833106995,,0.1749999970197677,0.95,0.9
eng_Latn-nob_Latn,eng_Latn,nob_Latn,118367229,2,0.8195262551307678,0.5249999761581421,0.612500011920929,0.8631250262260437,p10,0.612500011920929,0.612500011920929,0.8631250262260437,,0.612500011920929,0.95,0.9
eng_Latn-pap_Latn,eng_Latn,pap_Latn,13300537,1,0.5818386673927307,0.2349999994039535,0.3050000071525574,0.5950000286102295,p10,0.3050000071525574,0.3050000071525574,0.5950000286102295,,0.3050000071525574,0.95,0.9
eng_Latn-quz_Latn,eng_Latn,quz_Latn,438277,1,0.4858977198600769,0.1749999970197677,0.2300000041723251,0.4900000095367431,p10,0.2300000041723251,0.2300000041723251,0.4900000095367431,,0.2300000041723251,0.95,0.9
eng_Latn-slk_Latn,eng_Latn,slk_Latn,101339084,2,0.716029942035675,0.3600000143051147,0.4524999856948852,0.7674999833106995,p10,0.4524999856948852,0.4524999856948852,0.7674999833106995,,0.4524999856948852,0.95,0.9
eng_Latn-swc_Latn,eng_Latn,swc_Latn,3212245,1,0.6831386089324951,0.2849999964237213,0.3725000023841858,0.7262499928474426,p10,0.3725000023841858,0.3725000023841858,0.7262499928474426,,0.3725000023841858,0.95,0.9
eng_Latn-tpi_Latn,eng_Latn,tpi_Latn,1951601,1,0.4188946783542633,0.0,0.1000000014901161,0.4000000059604645,p10,0.1000000014901161,0.1000000014901161,0.4000000059604645,,0.1000000014901161,0.95,0.9
eng_Latn-und_Hira,eng_Latn,und_Hira,272691,1,0.6570067405700684,0.3100000023841858,0.3774999976158142,0.6924999952316284,p10,0.3774999976158142,0.3774999976158142,0.6924999952316284,,0.3774999976158142,0.95,0.9
eng_Latn-wol_Latn,eng_Latn,wol_Latn,1754932,1,0.3893216252326965,0.0210560653358697,0.0318244509398937,0.2951428294181824,p10,0.0318244509398937,0.05,0.2951428294181824,,0.05,0.95,0.8417673479718828
enm_Latn-fra_Latn,enm_Latn,fra_Latn,76995,1,0.6896234750747681,0.3000000119209289,0.3849999904632568,0.7362499833106995,p10,0.3849999904632568,0.3849999904632568,0.7362499833106995,,0.3849999904632568,0.95,0.9
epo_Latn-fur_Latn,epo_Latn,fur_Latn,48134,1,0.344101071357727,0.0,0.0,0.25,p10,0.0,0.05,0.25,,0.05,0.95,0.7
epo_Latn-isl_Latn,epo_Latn,isl_Latn,522605,1,0.674059271812439,0.0032876613549888,0.0097514912486076,0.9798447489738464,p10,0.0097514912486076,0.05,0.9798447489738464,,0.05,0.95,0.8588314241543559
epo_Latn-lzh_Hani,epo_Latn,lzh_Hani,139614,1,0.6896041035652161,0.395000010728836,0.4650000035762787,0.7049999833106995,p10,0.4650000035762787,0.4650000035762787,0.7049999833106995,,0.4650000035762787,0.95,0.9
epo_Latn-plt_Latn,epo_Latn,plt_Latn,57315,1,0.6248285174369812,0.2049999982118606,0.2800000011920929,0.6825000047683716,p10,0.2800000011920929,0.2800000011920929,0.6825000047683716,,0.2800000011920929,0.95,0.9
epo_Latn-swa_Latn,epo_Latn,swa_Latn,340219,1,0.5755601525306702,0.2249999940395355,0.2899999916553497,0.5874999761581421,p10,0.2899999916553497,0.2899999916553497,0.5874999761581421,,0.2899999916553497,0.95,0.9
epo_Latn-zho_Hans,epo_Latn,zho_Hans,760310,1,0.4207028746604919,0.0,0.0,0.2000000029802322,p10,0.0,0.05,0.2000000029802322,,0.05,0.95,0.6875000009313226
est_Latn-fil_Latn,est_Latn,fil_Latn,100088,1,0.5810409188270569,0.2450000047683715,0.3100000023841858,0.5924999713897705,p10,0.3100000023841858,0.3100000023841858,0.5924999713897705,,0.3100000023841858,0.95,0.9
est_Latn-ibo_Latn,est_Latn,ibo_Latn,52557,1,0.4973382353782654,0.0840907394886016,0.1139734610915184,0.4738195240497589,p10,0.1139734610915184,0.1139734610915184,0.4738195240497589,,0.1139734610915184,0.95,0.9
est_Latn-lim_Latn,est_Latn,lim_Latn,59557,1,0.6360517144203186,0.0040162079967558,0.0101921511813998,0.9184802174568176,p10,0.0101921511813998,0.05,0.9184802174568176,,0.05,0.95,0.8435448777695411
est_Latn-nld_Latn,est_Latn,nld_Latn,6429436,1,0.7354310750961304,0.1770507246255874,0.25832599401474,0.8655274510383606,p10,0.25832599401474,0.25832599401474,0.8655274510383606,,0.25832599401474,0.95,0.9
est_Latn-spa_Latn,est_Latn,spa_Latn,30641,1,0.610994279384613,0.0019267346942797,0.0049054059199988,0.9030990600585938,p10,0.0049054059199988,0.05,0.9030990600585938,,0.05,0.95,0.7847207621154046
est_Latn-und_Kana,est_Latn,und_Kana,113003,1,0.6432267427444458,0.2949999868869781,0.3650000095367431,0.6600000262260437,p10,0.3650000095367431,0.3650000095367431,0.6600000262260437,,0.3650000095367431,0.95,0.9
eus_Latn-eng_Latn,eus_Latn,eng_Latn,244309,1,0.410878837108612,0.0,0.0,0.3000000119209289,p10,0.0,0.05,0.3000000119209289,,0.05,0.95,0.7500000022351739
eus_Latn-hrv_Latn,eus_Latn,hrv_Latn,1659683,1,0.723384439945221,0.0499055795371532,0.1847675144672393,0.8771965503692627,p10,0.1847675144672393,0.1847675144672393,0.8771965503692627,,0.1847675144672393,0.95,0.9
eus_Latn-kor_Zyyy,eus_Latn,kor_Zyyy,396749,1,0.6209539175033569,0.270000010728836,0.3350000083446502,0.6424999833106995,p10,0.3350000083446502,0.3350000083446502,0.6424999833106995,,0.3350000083446502,0.95,0.9
eus_Latn-nld_Latn,eus_Latn,nld_Latn,1755766,1,0.7215192914009094,0.1071168258786201,0.2127222567796707,0.8561721444129944,p10,0.2127222567796707,0.2127222567796707,0.8561721444129944,,0.2127222567796707,0.95,0.9
eus_Latn-sqi_Latn,eus_Latn,sqi_Latn,405919,1,0.522133469581604,0.1550000011920929,0.2249999940395355,0.5249999761581421,p10,0.2249999940395355,0.2249999940395355,0.5249999761581421,,0.2249999940395355,0.95,0.9
eus_Latn-urd_Arab,eus_Latn,urd_Arab,333363,1,0.4956758022308349,0.0014103584690019,0.0031445701606571,0.4471843838691711,p10,0.0031445701606571,0.05,0.4471843838691711,,0.05,0.95,0.732058704618858
ewe_Latn-lug_Latn,ewe_Latn,lug_Latn,94140,1,0.3967913091182709,0.0517408289015293,0.0823209881782531,0.3438222706317901,p10,0.0823209881782531,0.0823209881782531,0.3438222706317901,,0.0823209881782531,0.95,0.9
ewe_Latn-yor_Latn,ewe_Latn,yor_Latn,153922,1,0.3233976364135742,0.0250694975256919,0.0346935167908668,0.2426155507564544,p10,0.0346935167908668,0.05,0.2426155507564544,,0.05,0.95,0.8565735136098734
fao_Latn-rus_Cyrl,fao_Latn,rus_Cyrl,149335,1,0.5084565281867981,0.0051282104104757,0.0197191275656223,0.4537459015846252,p10,0.0197191275656223,0.05,0.4537459015846252,,0.05,0.95,0.8713035851755533
fas_Arab-ckb_Arab,fas_Arab,ckb_Arab,257313,1,0.706253170967102,0.3799999952316284,0.4724999964237213,0.7362499833106995,p10,0.4724999964237213,0.4724999964237213,0.7362499833106995,,0.4724999964237213,0.95,0.9
fas_Arab-hat_Latn,fas_Arab,hat_Latn,342049,1,0.666799783706665,0.3499999940395355,0.4250000119209289,0.6862499713897705,p10,0.4250000119209289,0.4250000119209289,0.6862499713897705,,0.4250000119209289,0.95,0.9
fas_Arab-jpn_Jpan,fas_Arab,jpn_Jpan,8834000,1,0.6872916221618652,0.3899999856948852,0.4650000035762787,0.7137500047683716,p10,0.4650000035762787,0.4650000035762787,0.7137500047683716,,0.4650000035762787,0.95,0.9
fas_Arab-lit_Latn,fas_Arab,lit_Latn,5795265,1,0.620509684085846,0.2450000047683715,0.3199999928474426,0.6474999785423279,p10,0.3199999928474426,0.3199999928474426,0.6474999785423279,,0.3199999928474426,0.95,0.9
fas_Arab-nld_Latn,fas_Arab,nld_Latn,43292727,1,0.7766250967979431,0.457500010728836,0.5475000143051147,0.8174999952316284,p10,0.5475000143051147,0.5475000143051147,0.8174999952316284,,0.5475000143051147,0.95,0.9
fas_Arab-sin_Sinh,fas_Arab,sin_Sinh,4721177,1,0.6766604781150818,0.270000010728836,0.3625000119209289,0.7225000262260437,p10,0.3625000119209289,0.3625000119209289,0.7225000262260437,,0.3625000119209289,0.95,0.9
fas_Arab-tam_Taml,fas_Arab,tam_Taml,3744265,1,0.5173042416572571,0.1850000023841858,0.2399999946355819,0.5024999976158142,p10,0.2399999946355819,0.2399999946355819,0.5024999976158142,,0.2399999946355819,0.95,0.9
fas_Arab-vec_Latn,fas_Arab,vec_Latn,168883,1,0.3331363499164581,0.0,0.0,0.2000000029802322,p10,0.0,0.05,0.2000000029802322,,0.05,0.95,0.6875000009313226
fij_Latn-sun_Latn,fij_Latn,sun_Latn,118960,1,0.4255839884281158,0.0581899508833885,0.0823209881782531,0.3644279241561889,p10,0.0823209881782531,0.0823209881782531,0.3644279241561889,,0.0823209881782531,0.95,0.9
fil_Latn-zho_Hans,fil_Latn,zho_Hans,303563,1,0.6848493218421936,0.3725000023841858,0.4424999952316284,0.7074999809265137,p10,0.4424999952316284,0.4424999952316284,0.7074999809265137,,0.4424999952316284,0.95,0.9
fin_Latn-ekk_Latn,fin_Latn,ekk_Latn,48106,1,0.501605212688446,0.1749999970197677,0.2349999994039535,0.4925000071525574,p10,0.2349999994039535,0.2349999994039535,0.4925000071525574,,0.2349999994039535,0.95,0.9
fin_Latn-heb_Hebr,fin_Latn,heb_Hebr,38824974,1,0.7142834067344666,0.4050000011920929,0.4850000143051147,0.7462499737739563,p10,0.4850000143051147,0.4850000143051147,0.7462499737739563,,0.4850000143051147,0.95,0.9
fin_Latn-kat_Geor,fin_Latn,kat_Geor,690676,1,0.6390661001205444,0.0011285253567621,0.0023025597911328,0.9605307579040528,p10,0.0023025597911328,0.05,0.9605307579040528,,0.05,0.95,0.7669065787872213
fin_Latn-lvs_Latn,fin_Latn,lvs_Latn,18301540,1,0.5792269706726074,0.135000005364418,0.2450000047683715,0.6274999976158142,p10,0.2450000047683715,0.2450000047683715,0.6274999976158142,,0.2450000047683715,0.95,0.9
fin_Latn-nno_Latn,fin_Latn,nno_Latn,883222,1,0.7664522528648376,0.0840620920062065,0.2149110287427902,0.9343951344490052,p10,0.2149110287427902,0.2149110287427902,0.9343951344490052,,0.2149110287427902,0.95,0.9
fin_Latn-rus_Cyrl,fin_Latn,rus_Cyrl,45277000,1,0.7026727795600891,0.3600000143051147,0.4449999928474426,0.7400000095367432,p10,0.4449999928474426,0.4449999928474426,0.7400000095367432,,0.4449999928474426,0.95,0.9
fin_Latn-swe_Latn,fin_Latn,swe_Latn,80942910,2,0.7445799708366394,0.4225000143051147,0.5099999904632568,0.7887499928474426,p10,0.5099999904632568,0.5099999904632568,0.7887499928474426,,0.5099999904632568,0.95,0.9
fin_Latn-wln_Latn,fin_Latn,wln_Latn,48143,1,0.4496610462665558,0.1800000071525573,0.2249999940395355,0.4250000119209289,p10,0.2249999940395355,0.2249999940395355,0.4250000119209289,,0.2249999940395355,0.95,0.9
fra_Latn-arb_Arab,fra_Latn,arb_Arab,950433,1,0.0759868174791336,0.0,0.0,0.050000000745058,p10,0.0,0.05,0.050000000745058,,0.05,0.95,0.5000000037252899
fra_Latn-ekk_Latn,fra_Latn,ekk_Latn,76177,1,0.5482585430145264,0.1749999970197677,0.2349999994039535,0.5575000047683716,p10,0.2349999994039535,0.2349999994039535,0.5575000047683716,,0.2349999994039535,0.95,0.9
fra_Latn-gle_Latn,fra_Latn,gle_Latn,1704435,1,0.6819965839385986,0.1000000014901161,0.1000000014901161,0.800000011920929,p10,0.1000000014901161,0.1000000014901161,0.800000011920929,,0.1000000014901161,0.95,0.95
fra_Latn-isl_Latn,fra_Latn,isl_Latn,6716083,1,0.7508679628372192,0.1808770447969436,0.282723993062973,0.8813428282737732,p10,0.282723993062973,0.282723993062973,0.8813428282737732,,0.282723993062973,0.95,0.9
fra_Latn-kir_Cyrl,fra_Latn,kir_Cyrl,169584,1,0.6398957371711731,0.1537630707025528,0.2186342477798462,0.7033886313438416,p10,0.2186342477798462,0.2186342477798462,0.7033886313438416,,0.2186342477798462,0.95,0.9
fra_Latn-ltz_Latn,fra_Latn,ltz_Latn,2944869,1,0.2950857281684875,0.0,0.0,0.2000000029802322,p10,0.0,0.05,0.2000000029802322,,0.05,0.95,0.8250000011175871
fra_Latn-nap_Latn,fra_Latn,nap_Latn,240298,1,0.5990264415740967,0.1949999928474426,0.2649999856948852,0.6299999952316284,p10,0.2649999856948852,0.2649999856948852,0.6299999952316284,,0.2649999856948852,0.95,0.9
fra_Latn-pap_Latn,fra_Latn,pap_Latn,279332,1,0.4480187594890594,0.0,0.0,0.3000000119209289,p10,0.0,0.05,0.3000000119209289,,0.05,0.95,0.8250000011175871
fra_Latn-snd_Arab,fra_Latn,snd_Arab,105744,1,0.3096445202827453,0.0,0.0,0.2000000029802322,p10,0.0,0.05,0.2000000029802322,,0.05,0.95,0.6875000009313226
fra_Latn-tat_Cyrl,fra_Latn,tat_Cyrl,132118,1,0.6029945015907288,0.1269218027591705,0.1713821142911911,0.6645402908325195,p10,0.1713821142911911,0.1713821142911911,0.6645402908325195,,0.1713821142911911,0.95,0.9
fra_Latn-und_Geor,fra_Latn,und_Geor,51171,1,0.2637926638126373,0.1099999994039535,0.1400000005960464,0.2349999994039535,p10,0.1400000005960464,0.1400000005960464,0.2349999994039535,,0.1400000005960464,0.95,0.9
fra_Latn-zho_Zyyy,fra_Latn,zho_Zyyy,104024,1,0.5750496983528137,0.1850000023841858,0.2599999904632568,0.6025000214576721,p10,0.2599999904632568,0.2599999904632568,0.6025000214576721,,0.2599999904632568,0.95,0.9
fro_Latn-spa_Latn,fro_Latn,spa_Latn,68922,1,0.6853693723678589,0.3149999976158142,0.395000010728836,0.7174999713897705,p10,0.395000010728836,0.395000010728836,0.7174999713897705,,0.395000010728836,0.95,0.9
fry_Latn-jpn_Jpan,fry_Latn,jpn_Jpan,216364,1,0.616081714630127,0.2849999964237213,0.3549999892711639,0.6299999952316284,p10,0.3549999892711639,0.3549999892711639,0.6299999952316284,,0.3549999892711639,0.95,0.9
fry_Latn-nep_Deva,fry_Latn,nep_Deva,80315,1,0.2320290356874466,0.0,0.0,0.0,p10,0.0,0.05,0.0,,0.05,0.95,0.45833333498901785
