direction_key,winner_model,winner_avg_score,num_sentences,rate_per_hour,est_hours
deu_Latn-wln_Latn,metricx24,unknown,56619,1200000,0.0
deu_Latn-wol_Latn,shaomutan_remedy-9b-22,0.640833908,245556,200000,1.2
deu_Latn-wuu_Hani,metricx24,unknown,131831,1200000,0.1
deu_Latn-xav_Latn,metricx24,unknown,101457,1200000,0.1
deu_Latn-xho_Latn,shaomutan_remedy-9b-22,0.796000505,519491,200000,2.6
deu_Latn-ydd_Hebr,qwen3-4b-instruct-2507,0.872977,67138,28000,2.4
deu_Latn-yid_Hebr,metricx24,unknown,57418,1200000,0.0
deu_Latn-yor_Latn,shaomutan_remedy-9b-22,0.733217961,462766,200000,2.3
deu_Latn-yue_Hani,metricx24,unknown,1621910,1200000,1.4
deu_Latn-zho_Hans,metricx24,0.88578,17363188,1200000,14.5
deu_Latn-zho_Hant,metricx24,0.874867,8184642,1200000,6.8
deu_Latn-zsm_Latn,metricx24,0.821337,6050757,1200000,5.0
deu_Latn-zul_Latn,shaomutan_remedy-9b-22,0.833574946,163808,200000,0.8
dik_Latn-eng_Latn,qwen3-4b-instruct-2507,0.833494,146762,28000,5.2
dik_Latn-fra_Latn,qwen3-4b-instruct-2507,0.780129,217915,28000,7.8
diq_Latn-eng_Latn,metricx24,unknown,681826,1200000,0.6
dyu_Latn-eng_Latn,qwen3-4b-instruct-2507,0.790702,235226,28000,8.4
dyu_Latn-fra_Latn,qwen3-4b-instruct-2507,0.741707,302698,28000,10.8
dyu_Latn-hau_Latn,shaomutan_remedy-9b-22,0.644389644,105909,200000,0.5
dzo_Tibt-eng_Latn,qwen3-4b-instruct-2507,0.693883,126095,28000,4.5
ekk_Latn-afr_Latn,metricx24,unknown,83146,1200000,0.1
ekk_Latn-als_Latn,metricx24,unknown,3235916,1200000,2.7
ekk_Latn-ces_Latn,metricx24,unknown,107276,1200000,0.1
ekk_Latn-cmn_Hani,qwen3-4b-instruct-2507,unknown,6198754,28000,221.4
ekk_Latn-dan_Latn,metricx24,unknown,237980,1200000,0.2
ekk_Latn-ekk_Latn,qwen3-4b-instruct-2507,unknown,221838,28000,7.9
ekk_Latn-eng_Latn,metricx24,unknown,647826,1200000,0.5
ekk_Latn-eus_Latn,metricx24,unknown,2281369,1200000,1.9
ekk_Latn-fas_Arab,qwen3-4b-instruct-2507,unknown,11510479,28000,411.1
ekk_Latn-fil_Latn,qwen3-4b-instruct-2507,unknown,451173,28000,16.1
ekk_Latn-fin_Latn,metricx24,unknown,33517142,1200000,27.9
ekk_Latn-fra_Latn,metricx24,unknown,38728523,1200000,32.3
ekk_Latn-fry_Latn,qwen3-4b-instruct-2507,unknown,65659,28000,2.3
ekk_Latn-fur_Latn,qwen3-4b-instruct-2507,unknown,153253,28000,5.5
ekk_Latn-gle_Latn,metricx24,unknown,1756120,1200000,1.5
ekk_Latn-glg_Latn,metricx24,unknown,866500,1200000,0.7
ekk_Latn-guj_Gujr,metricx24,unknown,132777,1200000,0.1
ekk_Latn-hat_Latn,metricx24,unknown,205615,1200000,0.2
ekk_Latn-hau_Latn,metricx24,unknown,122683,1200000,0.1
ekk_Latn-hbs_Latn,qwen3-4b-instruct-2507,unknown,1119843,28000,40.0
ekk_Latn-heb_Hebr,metricx24,unknown,14036519,1200000,11.7
ekk_Latn-hin_Deva,metricx24,unknown,3760602,1200000,3.1
ekk_Latn-hrv_Latn,qwen3-4b-instruct-2507,unknown,20770974,28000,741.8
ekk_Latn-hun_Latn,metricx24,unknown,29715870,1200000,24.8
ekk_Latn-hye_Armn,metricx24,unknown,293941,1200000,0.2
ekk_Latn-ibo_Latn,metricx24,unknown,89425,1200000,0.1
ekk_Latn-ind_Latn,metricx24,unknown,14412890,1200000,12.0
ekk_Latn-isl_Latn,metricx24,unknown,5134101,1200000,4.3
ekk_Latn-ita_Latn,metricx24,unknown,31190860,1200000,26.0
ekk_Latn-jav_Latn,metricx24,unknown,128944,1200000,0.1
ekk_Latn-jpn_Jpan,metricx24,unknown,3026935,1200000,2.5
ekk_Latn-kan_Knda,metricx24,unknown,123457,1200000,0.1
ekk_Latn-kat_Geor,metricx24,unknown,470924,1200000,0.4
ekk_Latn-kaz_Cyrl,metricx24,unknown,500842,1200000,0.4
ekk_Latn-khk_Cyrl,metricx24,unknown,113713,1200000,0.1
ekk_Latn-khm_Khmr,metricx24,unknown,393085,1200000,0.3
ekk_Latn-kin_Latn,qwen3-4b-instruct-2507,unknown,70962,28000,2.5
ekk_Latn-kir_Cyrl,metricx24,unknown,103872,1200000,0.1
ekk_Latn-kmr_Latn,metricx24,unknown,83922,1200000,0.1
ekk_Latn-kor_Hang,metricx24,unknown,7672013,1200000,6.4
ekk_Latn-kor_Zyyy,qwen3-4b-instruct-2507,unknown,565243,28000,20.2
ekk_Latn-lat_Latn,qwen3-4b-instruct-2507,unknown,63428,28000,2.3
ekk_Latn-lav_Latn,qwen3-4b-instruct-2507,unknown,726202,28000,25.9
ekk_Latn-lim_Latn,qwen3-4b-instruct-2507,unknown,66950,28000,2.4
ekk_Latn-lit_Latn,metricx24,unknown,22237685,1200000,18.5
ekk_Latn-ltz_Latn,metricx24,unknown,61453,1200000,0.1
ekk_Latn-lvs_Latn,metricx24,unknown,20090334,1200000,16.7
ekk_Latn-lzh_Hani,qwen3-4b-instruct-2507,unknown,140233,28000,5.0
ekk_Latn-mal_Mlym,metricx24,unknown,887069,1200000,0.7
ekk_Latn-mar_Deva,metricx24,unknown,386442,1200000,0.3
ekk_Latn-mkd_Cyrl,metricx24,unknown,4638889,1200000,3.9
ekk_Latn-mlg_Latn,qwen3-4b-instruct-2507,unknown,75909,28000,2.7
ekk_Latn-mlt_Latn,metricx24,unknown,7993759,1200000,6.7
ekk_Latn-mri_Latn,metricx24,unknown,65479,1200000,0.1
ekk_Latn-msa_Latn,qwen3-4b-instruct-2507,unknown,2033361,28000,72.6
ekk_Latn-mya_Mymr,metricx24,unknown,429760,1200000,0.4
ekk_Latn-nds_Latn,qwen3-4b-instruct-2507,unknown,98423,28000,3.5
ekk_Latn-nep_Deva,qwen3-4b-instruct-2507,unknown,173952,28000,6.2
ekk_Latn-nld_Latn,metricx24,unknown,33396004,1200000,27.8
ekk_Latn-nno_Latn,metricx24,unknown,330243,1200000,0.3
ekk_Latn-nob_Latn,metricx24,unknown,14297361,1200000,11.9
ekk_Latn-nor_Latn,qwen3-4b-instruct-2507,unknown,3504207,28000,125.2
ekk_Latn-npi_Deva,metricx24,unknown,138446,1200000,0.1
ekk_Latn-nya_Latn,qwen3-4b-instruct-2507,unknown,63118,28000,2.3
ekk_Latn-oci_Latn,qwen3-4b-instruct-2507,unknown,71514,28000,2.6
ekk_Latn-pan_Guru,metricx24,unknown,80777,1200000,0.1
ekk_Latn-pbt_Arab,metricx24,unknown,61994,1200000,0.1
ekk_Latn-plt_Latn,metricx24,unknown,125585,1200000,0.1
ekk_Latn-pol_Latn,metricx24,unknown,32772377,1200000,27.3
ekk_Latn-por_Latn,metricx24,unknown,32292513,1200000,26.9
ekk_Latn-ron_Latn,metricx24,unknown,29163538,1200000,24.3
ekk_Latn-rus_Cyrl,metricx24,unknown,22812440,1200000,19.0
ekk_Latn-sin_Sinh,metricx24,unknown,1048947,1200000,0.9
ekk_Latn-slk_Latn,metricx24,unknown,23264175,1200000,19.4
ekk_Latn-slv_Latn,metricx24,unknown,25895339,1200000,21.6
ekk_Latn-som_Latn,metricx24,unknown,110007,1200000,0.1
ekk_Latn-spa_Latn,metricx24,unknown,144250,1200000,0.1
ekk_Latn-sqi_Latn,qwen3-4b-instruct-2507,unknown,610204,28000,21.8
ekk_Latn-srd_Latn,qwen3-4b-instruct-2507,unknown,216278,28000,7.7
ekk_Latn-srp_Cyrl,metricx24,unknown,5134227,1200000,4.3
ekk_Latn-srp_Latn,qwen3-4b-instruct-2507,unknown,11663055,28000,416.5
ekk_Latn-sun_Latn,metricx24,unknown,154982,1200000,0.1
ekk_Latn-swa_Latn,qwen3-4b-instruct-2507,unknown,485380,28000,17.3
ekk_Latn-swc_Latn,qwen3-4b-instruct-2507,unknown,142104,28000,5.1
ekk_Latn-swe_Latn,metricx24,unknown,29950948,1200000,25.0
ekk_Latn-swh_Latn,metricx24,unknown,1007284,1200000,0.8
ekk_Latn-tam_Taml,metricx24,unknown,1195517,1200000,1.0
ekk_Latn-tel_Telu,metricx24,unknown,712325,1200000,0.6
ekk_Latn-tgk_Cyrl,metricx24,unknown,143078,1200000,0.1
ekk_Latn-tgl_Latn,qwen3-4b-instruct-2507,unknown,473544,28000,16.9
ekk_Latn-tha_Thai,metricx24,unknown,6068855,1200000,5.1
ekk_Latn-tur_Latn,metricx24,unknown,16950601,1200000,14.1
ekk_Latn-ukr_Cyrl,metricx24,unknown,8170690,1200000,6.8
ekk_Latn-urd_Arab,metricx24,unknown,954433,1200000,0.8
ekk_Latn-uzn_Latn,metricx24,unknown,236690,1200000,0.2
ekk_Latn-vec_Latn,qwen3-4b-instruct-2507,unknown,108601,28000,3.9
ekk_Latn-vie_Latn,metricx24,unknown,11457084,1200000,9.5
ekk_Latn-xho_Latn,metricx24,unknown,219710,1200000,0.2
ekk_Latn-yor_Latn,metricx24,unknown,77695,1200000,0.1
ekk_Latn-yue_Hani,qwen3-4b-instruct-2507,unknown,330661,28000,11.8
ekk_Latn-zho_Hans,metricx24,unknown,2957487,1200000,2.5
ekk_Latn-zho_Hant,metricx24,unknown,2250375,1200000,1.9
ekk_Latn-zsm_Latn,metricx24,unknown,2189898,1200000,1.8
ell_Grek-abk_Cyrl,metricx24,unknown,110085,1200000,0.1
ell_Grek-afr_Latn,shaomutan_remedy-9b-22,0.930525567,368464,200000,1.8
ell_Grek-als_Latn,metricx24,0.833889,5529929,1200000,4.6
ell_Grek-ast_Latn,qwen3-4b-instruct-2507,0.900791,294306,28000,10.5
ell_Grek-azj_Latn,qwen3-4b-instruct-2507,0.885306,62967,28000,2.2
ell_Grek-bak_Cyrl,shaomutan_remedy-9b-22,0.879846564,156646,200000,0.8
ell_Grek-bel_Cyrl,shaomutan_remedy-9b-22,0.946863434,59941,200000,0.3
ell_Grek-bre_Latn,metricx24,unknown,49661,1200000,0.0
ell_Grek-cat_Latn,qwen3-4b-instruct-2507,0.970991,288758,28000,10.3
ell_Grek-ces_Latn,qwen3-4b-instruct-2507,0.967855,489141,28000,17.5
ell_Grek-ckb_Arab,metricx24,0.760649717,168810,1200000,0.1
ell_Grek-cmn_Hani,metricx24,unknown,17020597,1200000,14.2
ell_Grek-crh_Latn,shaomutan_remedy-9b-22,0.797885564,84255,200000,0.4
ell_Grek-dan_Latn,qwen3-4b-instruct-2507,0.959567,653607,28000,23.3
ell_Grek-deu_Latn,qwen3-4b-instruct-2507,0.959607,202721,28000,7.2
ell_Grek-ekk_Latn,metricx24,unknown,27801870,1200000,23.2
ell_Grek-ell_Grek,metricx24,unknown,164855,1200000,0.1
ell_Grek-eng_Latn,metricx24,0.839104,191846450,1200000,159.9
ell_Grek-epo_Latn,shaomutan_remedy-9b-22,0.925523463,2285911,200000,11.4
ell_Grek-est_Latn,metricx24,0.73553,6684586,1200000,5.6
ell_Grek-eus_Latn,shaomutan_remedy-9b-22,0.928776706,4741423,200000,23.7
ell_Grek-fao_Latn,qwen3-4b-instruct-2507,0.867282,77908,28000,2.8
ell_Grek-fas_Arab,metricx24,unknown,38214169,1200000,31.8
ell_Grek-fil_Latn,metricx24,unknown,921074,1200000,0.8
ell_Grek-fin_Latn,metricx24,0.799953,68179155,1200000,56.8
ell_Grek-fra_Latn,metricx24,0.859695,126721271,1200000,105.6
ell_Grek-fro_Latn,metricx24,unknown,220045,1200000,0.2
ell_Grek-fry_Latn,metricx24,unknown,197197,1200000,0.2
ell_Grek-fur_Latn,qwen3-4b-instruct-2507,0.889741,629506,28000,22.5
ell_Grek-gla_Latn,shaomutan_remedy-9b-22,0.811803906,75562,200000,0.4
ell_Grek-gle_Latn,m-prometheus-7b,0.878685913,1384379,27000,51.3
ell_Grek-glg_Latn,qwen3-4b-instruct-2507,0.966585,1432210,28000,51.2
ell_Grek-gug_Latn,metricx24,unknown,74198,1200000,0.1
ell_Grek-guj_Gujr,qwen3-4b-instruct-2507,0.947969,132429,28000,4.7
ell_Grek-hat_Latn,shaomutan_remedy-9b-22,0.879804755,303797,200000,1.5
ell_Grek-hau_Latn,shaomutan_remedy-9b-22,0.845148874,319872,200000,1.6
ell_Grek-hbs_Latn,metricx24,unknown,1299116,1200000,1.1
ell_Grek-heb_Hebr,metricx24,0.840656,48350997,1200000,40.3
ell_Grek-hin_Deva,metricx24,0.789093,7331634,1200000,6.1
ell_Grek-hne_Deva,qwen3-4b-instruct-2507,0.841533,120726,28000,4.3
ell_Grek-hrv_Latn,metricx24,0.918166,45831939,1200000,38.2
ell_Grek-hun_Latn,metricx24,0.801522,68473192,1200000,57.1
ell_Grek-hye_Armn,qwen3-4b-instruct-2507,0.938183,410303,28000,14.7
ell_Grek-ibo_Latn,shaomutan_remedy-9b-22,0.783075199,128209,200000,0.6
ell_Grek-ilo_Latn,qwen3-4b-instruct-2507,0.777446,173628,28000,6.2
ell_Grek-ina_Latn,metricx24,unknown,137040,1200000,0.1
ell_Grek-ind_Latn,metricx24,0.850705,50121060,1200000,41.8
ell_Grek-isl_Latn,shaomutan_remedy-9b-22,0.904405633,6423546,200000,32.1
ell_Grek-ita_Latn,metricx24,0.888909,88121427,1200000,73.4
ell_Grek-jam_Latn,metricx24,unknown,58987,1200000,0.0
ell_Grek-jav_Latn,qwen3-4b-instruct-2507,0.861374,475878,28000,17.0
ell_Grek-jpn_Jpan,metricx24,0.796015,12153185,1200000,10.1
ell_Grek-kab_Latn,qwen3-4b-instruct-2507,0.408855,276978,28000,9.9
ell_Grek-kan_Knda,qwen3-4b-instruct-2507,0.937576,167557,28000,6.0
ell_Grek-kat_Geor,shaomutan_remedy-9b-22,0.915348698,753133,200000,3.8
ell_Grek-kaz_Cyrl,shaomutan_remedy-9b-22,0.940696806,371465,200000,1.9
ell_Grek-khk_Cyrl,metricx24,0.805216055,161422,1200000,0.1
ell_Grek-khm_Khmr,qwen3-4b-instruct-2507,0.930393,624028,28000,22.3
ell_Grek-kin_Latn,shaomutan_remedy-9b-22,0.83003983,154994,200000,0.8
ell_Grek-kir_Cyrl,shaomutan_remedy-9b-22,0.881646281,103954,200000,0.5
ell_Grek-kiu_Latn,metricx24,unknown,191607,1200000,0.2
ell_Grek-kmr_Latn,metricx24,0.714321811,108464,1200000,0.1
ell_Grek-kor_Hang,metricx24,0.817341,23437322,1200000,19.5
ell_Grek-kor_Zyyy,metricx24,unknown,3608573,1200000,3.0
ell_Grek-lao_Laoo,qwen3-4b-instruct-2507,0.891508,112635,28000,4.0
ell_Grek-lat_Latn,metricx24,unknown,411323,1200000,0.3
ell_Grek-lav_Latn,metricx24,unknown,1593569,1200000,1.3
ell_Grek-lim_Latn,qwen3-4b-instruct-2507,0.839268,286507,28000,10.2
ell_Grek-lit_Latn,metricx24,0.789483,22187541,1200000,18.5
ell_Grek-ltz_Latn,qwen3-4b-instruct-2507,0.901399,215388,28000,7.7
ell_Grek-lug_Latn,shaomutan_remedy-9b-22,0.515291004,37630,200000,0.2
ell_Grek-lvs_Latn,metricx24,0.738082,17655028,1200000,14.7
ell_Grek-lzh_Hani,metricx24,unknown,569663,1200000,0.5
ell_Grek-mal_Mlym,metricx24,0.794285,2005764,1200000,1.7
ell_Grek-mar_Deva,qwen3-4b-instruct-2507,0.932797,568000,28000,20.3
ell_Grek-mhr_Cyrl,metricx24,unknown,157556,1200000,0.1
ell_Grek-mkd_Cyrl,metricx24,0.848707,6037069,1200000,5.0
ell_Grek-mlg_Latn,metricx24,unknown,194390,1200000,0.2
ell_Grek-mlt_Latn,shaomutan_remedy-9b-22,0.929075461,5019487,200000,25.1
ell_Grek-mon_Cyrl,metricx24,unknown,177787,1200000,0.1
ell_Grek-mri_Latn,shaomutan_remedy-9b-22,0.745801133,84912,200000,0.4
ell_Grek-msa_Latn,metricx24,unknown,5692373,1200000,4.7
ell_Grek-mya_Mymr,shaomutan_remedy-9b-22,0.921948813,923029,200000,4.6
ell_Grek-nap_Latn,metricx24,unknown,96793,1200000,0.1
ell_Grek-nds_Latn,metricx24,unknown,218816,1200000,0.2
ell_Grek-nep_Deva,metricx24,unknown,322486,1200000,0.3
ell_Grek-nld_Latn,metricx24,0.89518,87260975,1200000,72.7
ell_Grek-nno_Latn,shaomutan_remedy-9b-22,0.932618983,774562,200000,3.9
ell_Grek-nob_Latn,metricx24,0.82987,28926875,1200000,24.1
ell_Grek-nor_Latn,metricx24,unknown,12186622,1200000,10.2
ell_Grek-npi_Deva,qwen3-4b-instruct-2507,0.926779,180436,28000,6.4
ell_Grek-nso_Latn,metricx24,0.623408317,38088,1200000,0.0
ell_Grek-nya_Latn,shaomutan_remedy-9b-22,0.768800747,56694,200000,0.3
ell_Grek-oci_Latn,qwen3-4b-instruct-2507,0.900209,266284,28000,9.5
ell_Grek-pan_Guru,qwen3-4b-instruct-2507,0.947496,153457,28000,5.5
ell_Grek-pap_Latn,qwen3-4b-instruct-2507,0.881463,218629,28000,7.8
ell_Grek-pbt_Arab,shaomutan_remedy-9b-22,0.779845737,60702,200000,0.3
ell_Grek-plt_Latn,metricx24,0.765894298,147117,1200000,0.1
ell_Grek-pol_Latn,metricx24,0.786648,80168081,1200000,66.8
ell_Grek-por_Latn,metricx24,0.846102,109715896,1200000,91.4
ell_Grek-pus_Arab,metricx24,unknown,93505,1200000,0.1
ell_Grek-rmy_Latn,metricx24,unknown,100351,1200000,0.1
ell_Grek-roh_Latn,metricx24,unknown,20400,1200000,0.0
ell_Grek-ron_Latn,metricx24,0.82811,81754509,1200000,68.1
ell_Grek-rus_Cyrl,metricx24,0.86916,59164351,1200000,49.3
ell_Grek-scn_Latn,qwen3-4b-instruct-2507,0.864291,161280,28000,5.8
ell_Grek-sco_Latn,metricx24,unknown,102239,1200000,0.1
ell_Grek-shp_Latn,metricx24,unknown,30370,1200000,0.0
ell_Grek-sin_Sinh,shaomutan_remedy-9b-22,0.919251203,2384785,200000,11.9
ell_Grek-slk_Latn,metricx24,0.775236,33688447,1200000,28.1
ell_Grek-slv_Latn,metricx24,0.868489,35300957,1200000,29.4
ell_Grek-sna_Latn,shaomutan_remedy-9b-22,0.781958606,88185,200000,0.4
ell_Grek-snd_Arab,qwen3-4b-instruct-2507,0.895963,110607,28000,4.0
ell_Grek-som_Latn,shaomutan_remedy-9b-22,0.78102812,215722,200000,1.1
ell_Grek-spa_Latn,metricx24,0.858354,139529146,1200000,116.3
ell_Grek-sqi_Latn,metricx24,unknown,1559822,1200000,1.3
ell_Grek-srd_Latn,qwen3-4b-instruct-2507,0.859238,1414084,28000,50.5
ell_Grek-srp_Cyrl,metricx24,0.886281,6660115,1200000,5.6
ell_Grek-srp_Latn,metricx24,unknown,42466056,1200000,35.4
ell_Grek-sun_Latn,qwen3-4b-instruct-2507,0.877745,234855,28000,8.4
ell_Grek-swa_Latn,metricx24,unknown,1037806,1200000,0.9
ell_Grek-swc_Latn,metricx24,unknown,222975,1200000,0.2
ell_Grek-swe_Latn,metricx24,0.856662,67844644,1200000,56.5
ell_Grek-swh_Latn,shaomutan_remedy-9b-22,0.915103398,1167617,200000,5.8
ell_Grek-tam_Taml,metricx24,0.812205,3444211,1200000,2.9
ell_Grek-tat_Cyrl,shaomutan_remedy-9b-22,0.873020452,129303,200000,0.6
ell_Grek-tel_Telu,qwen3-4b-instruct-2507,0.947885,1242656,28000,44.4
ell_Grek-tgk_Cyrl,qwen3-4b-instruct-2507,0.888328,175039,28000,6.3
ell_Grek-tgl_Latn,shaomutan_remedy-9b-22,0.940842296,1546616,200000,7.7
ell_Grek-tha_Thai,metricx24,0.807826,18612564,1200000,15.5
ell_Grek-tur_Latn,metricx24,0.745149,64515994,1200000,53.8
ell_Grek-ukr_Cyrl,metricx24,0.82611,14139448,1200000,11.8
ell_Grek-und_Geor,metricx24,unknown,59440,1200000,0.0
ell_Grek-und_Hira,metricx24,unknown,87322,1200000,0.1
ell_Grek-und_Kana,metricx24,unknown,307550,1200000,0.3
ell_Grek-urd_Arab,qwen3-4b-instruct-2507,0.899876,1412147,28000,50.4
ell_Grek-uzn_Latn,qwen3-4b-instruct-2507,0.883698,203724,28000,7.3
ell_Grek-vec_Latn,qwen3-4b-instruct-2507,0.90991,650848,28000,23.2
ell_Grek-vie_Latn,shaomutan_remedy-9b-22,0.937704722,33869812,200000,169.3
ell_Grek-wes_Latn,metricx24,unknown,60698,1200000,0.1
ell_Grek-wln_Latn,metricx24,unknown,51426,1200000,0.0
ell_Grek-wol_Latn,shaomutan_remedy-9b-22,0.533137677,92657,200000,0.5
ell_Grek-xav_Latn,metricx24,unknown,80161,1200000,0.1
ell_Grek-xho_Latn,shaomutan_remedy-9b-22,0.788464204,395315,200000,2.0
ell_Grek-yor_Latn,shaomutan_remedy-9b-22,0.709734786,108587,200000,0.5
ell_Grek-yue_Hani,metricx24,unknown,1061738,1200000,0.9
ell_Grek-zho_Hans,metricx24,0.844011,10132124,1200000,8.4
ell_Grek-zho_Hant,metricx24,0.8274,7671233,1200000,6.4
ell_Grek-zsm_Latn,metricx24,0.822912,3745585,1200000,3.1
ell_Grek-zul_Latn,shaomutan_remedy-9b-22,0.838243696,121588,200000,0.6
eng_Latn-aba_Latn,metricx24,unknown,57745,1200000,0.0
eng_Latn-abk_Cyrl,metricx24,unknown,205499,1200000,0.2
eng_Latn-ace_Latn,metricx24,0.723564094,157971,1200000,0.1
eng_Latn-ach_Latn,metricx24,unknown,314110,1200000,0.3
eng_Latn-aeb_Arab,qwen3-4b-instruct-2507,0.881025,110636,28000,4.0
eng_Latn-afr_Latn,qwen3-4b-instruct-2507,0.979671,862881,28000,30.8
eng_Latn-aln_Latn,metricx24,unknown,560824,1200000,0.5
eng_Latn-als_Latn,metricx24,0.884109,86288228,1200000,71.9
eng_Latn-arb_Arab,qwen3-4b-instruct-2507,0.991573,643191,28000,23.0
eng_Latn-arg_Latn,metricx24,unknown,490459,1200000,0.4
eng_Latn-ars_Arab,qwen3-4b-instruct-2507,0.967651,185789,28000,6.6
eng_Latn-arz_Arab,qwen3-4b-instruct-2507,0.949169,421237,28000,15.0
eng_Latn-ast_Latn,metricx24,0.729791,3445795,1200000,2.9
eng_Latn-awa_Deva,bicleaner-ai,0.971343454,97141,2250000,0.0
eng_Latn-ayr_Latn,bicleaner-ai,0.484782977,481102,2250000,0.2
eng_Latn-azb_Arab,metricx24,0.612925754,86891,1200000,0.1
eng_Latn-azj_Latn,qwen3-4b-instruct-2507,0.914993,246896,28000,8.8
eng_Latn-bak_Cyrl,shaomutan_remedy-9b-22,0.932151716,397281,200000,2.0
eng_Latn-bam_Latn,shaomutan_remedy-9b-22,0.638140505,249493,200000,1.2
eng_Latn-ban_Latn,metricx24,0.778080522,108871,1200000,0.1
eng_Latn-bar_Latn,metricx24,unknown,100412,1200000,0.1
eng_Latn-bcc_Arab,metricx24,unknown,178947,1200000,0.1
eng_Latn-bcl_Latn,metricx24,unknown,350106,1200000,0.3
eng_Latn-bel_Cyrl,qwen3-4b-instruct-2507,0.954067,139044,28000,5.0
eng_Latn-bem_Latn,metricx24,0.618256926,65350,1200000,0.1
eng_Latn-ben_Beng,bicleaner-ai,0.987087108,373307,2250000,0.2
eng_Latn-bew_Latn,metricx24,unknown,870327,1200000,0.7
eng_Latn-bho_Deva,qwen3-4b-instruct-2507,0.884166,499582,28000,17.8
eng_Latn-bjn_Latn,qwen3-4b-instruct-2507,0.873843,233232,28000,8.3
eng_Latn-bre_Latn,metricx24,unknown,106854,1200000,0.1
eng_Latn-btx_Latn,metricx24,unknown,136082,1200000,0.1
eng_Latn-bul_Cyrl,qwen3-4b-instruct-2507,0.990597,138951,28000,5.0
eng_Latn-cat_Latn,qwen3-4b-instruct-2507,0.989323,711417,28000,25.4
eng_Latn-cbk_Latn,metricx24,unknown,554790,1200000,0.5
eng_Latn-ceb_Latn,qwen3-4b-instruct-2507,0.974306,166841,28000,6.0
eng_Latn-ces_Latn,qwen3-4b-instruct-2507,0.990095,776234,28000,27.7
eng_Latn-cfm_Latn,metricx24,unknown,185820,1200000,0.2
eng_Latn-ckb_Arab,m-prometheus-7b,0.880179194,151117,27000,5.6
eng_Latn-cmn_Hani,metricx24,unknown,98229360,1200000,81.9
eng_Latn-cnh_Latn,metricx24,unknown,549042,1200000,0.5
eng_Latn-cnr_Latn,metricx24,unknown,239101,1200000,0.2
eng_Latn-cos_Latn,metricx24,unknown,280282,1200000,0.2
eng_Latn-crh_Latn,shaomutan_remedy-9b-22,0.851786342,303539,200000,1.5
eng_Latn-crs_Latn,metricx24,unknown,346854,1200000,0.3
eng_Latn-cto_Latn,metricx24,unknown,100637,1200000,0.1
eng_Latn-cym_Latn,m-prometheus-7b,0.967446491,37309,27000,1.4
eng_Latn-dan_Latn,metricx24,0.915805,3114934,1200000,2.6
eng_Latn-deu_Latn,metricx24,0.962284,5522667,1200000,4.6
eng_Latn-ekk_Latn,metricx24,unknown,71199152,1200000,59.3
eng_Latn-ell_Grek,qwen3-4b-instruct-2507,0.983295,195351,28000,7.0
eng_Latn-eml_Latn,metricx24,unknown,145996,1200000,0.1
eng_Latn-eng_Latn,metricx24,unknown,11744029,1200000,9.8
eng_Latn-enm_Latn,metricx24,unknown,78731,1200000,0.1
eng_Latn-epo_Latn,metricx24,0.880257,76904172,1200000,64.1
eng_Latn-est_Latn,metricx24,0.816854,11336747,1200000,9.4
eng_Latn-eus_Latn,metricx24,0.858742,12915487,1200000,10.8
eng_Latn-ewe_Latn,shaomutan_remedy-9b-22,0.519311327,4125730,200000,20.6
eng_Latn-fao_Latn,shaomutan_remedy-9b-22,0.898197627,3190111,200000,16.0
eng_Latn-fas_Arab,metricx24,unknown,91308603,1200000,76.1
eng_Latn-fij_Latn,shaomutan_remedy-9b-22,0.729759324,3739899,200000,18.7
eng_Latn-fil_Latn,metricx24,unknown,57744540,1200000,48.1
eng_Latn-fin_Latn,metricx24,0.860616,207684356,1200000,173.1
eng_Latn-fon_Latn,qwen3-4b-instruct-2507,0.457685,1710939,28000,61.1
eng_Latn-fra_Latn,metricx24,0.89632,1015065161,1200000,845.9
eng_Latn-fro_Latn,metricx24,unknown,695870,1200000,0.6
eng_Latn-frp_Latn,metricx24,unknown,66591,1200000,0.1
eng_Latn-fry_Latn,metricx24,unknown,1366686,1200000,1.1
eng_Latn-fub_Latn,metricx24,unknown,163905,1200000,0.1
eng_Latn-ful_Latn,metricx24,unknown,679817,1200000,0.6
eng_Latn-fur_Latn,metricx24,0.753972,4203863,1200000,3.5
eng_Latn-fuv_Latn,qwen3-4b-instruct-2507,0.387571,370696,28000,13.2
eng_Latn-gaa_Latn,metricx24,unknown,135598,1200000,0.1
eng_Latn-gaz_Latn,metricx24,0.634033582,1754088,1200000,1.5
eng_Latn-gcf_Latn,metricx24,unknown,187086,1200000,0.2
eng_Latn-gla_Latn,shaomutan_remedy-9b-22,0.881771636,6990317,200000,35.0
eng_Latn-gle_Latn,m-prometheus-7b,0.950791439,32165790,27000,1191.3
eng_Latn-glg_Latn,metricx24,0.884909,18586671,1200000,15.5
eng_Latn-glk_Arab,metricx24,unknown,99252,1200000,0.1
eng_Latn-gos_Latn,metricx24,unknown,59514,1200000,0.0
eng_Latn-grn_Latn,shaomutan_remedy-9b-22,0.798510274,276120,200000,1.4
eng_Latn-gsw_Latn,metricx24,unknown,242088,1200000,0.2
eng_Latn-gug_Latn,metricx24,unknown,3046033,1200000,2.5
eng_Latn-guj_Gujr,metricx24,0.831454,44102588,1200000,36.8
