direction_key,winner_model,winner_avg_score,num_sentences,rate_per_hour,est_hours
abk_Cyrl-bos_Latn,qwen3-4b-instruct-2507,unknown,23259,28000,0.8
abk_Cyrl-ces_Latn,metricx24,unknown,70766,1200000,0.1
abk_Cyrl-dan_Latn,metricx24,unknown,52643,1200000,0.0
abk_Cyrl-deu_Latn,metricx24,unknown,76458,1200000,0.1
abk_Cyrl-ell_Grek,metricx24,unknown,79576,1200000,0.1
abk_Cyrl-eng_Latn,metricx24,unknown,98253,1200000,0.1
abk_Cyrl-est_Latn,metricx24,unknown,23270,1200000,0.0
abk_Cyrl-eus_Latn,metricx24,unknown,14227,1200000,0.0
abk_Cyrl-fas_Arab,qwen3-4b-instruct-2507,unknown,60476,28000,2.2
abk_Cyrl-fin_Latn,metricx24,unknown,61406,1200000,0.1
abk_Cyrl-fra_Latn,metricx24,unknown,78866,1200000,0.1
abk_Cyrl-heb_Hebr,metricx24,unknown,60094,1200000,0.1
abk_Cyrl-hrv_Latn,qwen3-4b-instruct-2507,unknown,60405,28000,2.2
abk_Cyrl-hun_Latn,metricx24,unknown,71763,1200000,0.1
abk_Cyrl-ind_Latn,metricx24,unknown,57796,1200000,0.0
abk_Cyrl-ita_Latn,metricx24,unknown,76061,1200000,0.1
abk_Cyrl-nld_Latn,metricx24,unknown,87699,1200000,0.1
abk_Cyrl-nor_Latn,qwen3-4b-instruct-2507,unknown,35873,28000,1.3
abk_Cyrl-pol_Latn,metricx24,unknown,96378,1200000,0.1
abk_Cyrl-por_Latn,metricx24,unknown,115175,1200000,0.1
abk_Cyrl-ron_Latn,metricx24,unknown,95434,1200000,0.1
abk_Cyrl-rus_Cyrl,metricx24,unknown,102493,1200000,0.1
abk_Cyrl-slk_Latn,metricx24,unknown,48698,1200000,0.0
abk_Cyrl-slv_Latn,metricx24,unknown,64033,1200000,0.1
abk_Cyrl-spa_Latn,metricx24,unknown,94073,1200000,0.1
abk_Cyrl-srp_Latn,qwen3-4b-instruct-2507,unknown,101971,28000,3.6
abk_Cyrl-swe_Latn,metricx24,unknown,133960,1200000,0.1
abk_Cyrl-tha_Thai,metricx24,unknown,71525,1200000,0.1
abk_Cyrl-tur_Latn,metricx24,unknown,165424,1200000,0.1
abk_Cyrl-ukr_Cyrl,metricx24,unknown,59941,1200000,0.0
abk_Cyrl-vie_Latn,metricx24,unknown,87894,1200000,0.1
abk_Cyrl-zho_Hans,metricx24,unknown,65954,1200000,0.1
abk_Cyrl-zho_Hant,metricx24,unknown,37585,1200000,0.0
ace_Latn-ceb_Latn,m-prometheus-7b,0.785420607,106390,27000,3.9
ace_Latn-eng_Latn,qwen3-4b-instruct-2507,0.906804,1920331,28000,68.6
ace_Latn-jav_Latn,m-prometheus-7b,0.825619711,97489,27000,3.6
ace_Latn-por_Latn,qwen3-4b-instruct-2507,0.841573,63817,28000,2.3
ace_Latn-rus_Cyrl,shaomutan_remedy-9b-22,0.879373839,56877,200000,0.3
ace_Latn-war_Latn,qwen3-4b-instruct-2507,0.774599,91012,28000,3.3
acm_Arab-bul_Cyrl,qwen3-4b-instruct-2507,0.952583,99480,28000,3.6
acm_Arab-ces_Latn,qwen3-4b-instruct-2507,0.946605,112512,28000,4.0
acm_Arab-dan_Latn,qwen3-4b-instruct-2507,0.932195,89558,28000,3.2
acm_Arab-deu_Latn,qwen3-4b-instruct-2507,0.942842,117393,28000,4.2
acm_Arab-ell_Grek,qwen3-4b-instruct-2507,0.939094,123731,28000,4.4
acm_Arab-eng_Latn,qwen3-4b-instruct-2507,0.965844,229187,28000,8.2
acm_Arab-fas_Arab,metricx24,unknown,120054,1200000,0.1
acm_Arab-fin_Latn,shaomutan_remedy-9b-22,0.919945821,109483,200000,0.5
acm_Arab-fra_Latn,qwen3-4b-instruct-2507,0.946023,148447,28000,5.3
acm_Arab-heb_Hebr,qwen3-4b-instruct-2507,0.936939,108211,28000,3.9
acm_Arab-hrv_Latn,qwen3-4b-instruct-2507,0.934136,84449,28000,3.0
acm_Arab-hun_Latn,qwen3-4b-instruct-2507,0.937536,115757,28000,4.1
acm_Arab-ind_Latn,shaomutan_remedy-9b-22,0.925302817,112996,200000,0.6
acm_Arab-ita_Latn,qwen3-4b-instruct-2507,0.954395,123816,28000,4.4
acm_Arab-nld_Latn,shaomutan_remedy-9b-22,0.933167137,131372,200000,0.7
acm_Arab-pol_Latn,qwen3-4b-instruct-2507,0.933136,133410,28000,4.8
acm_Arab-por_Latn,qwen3-4b-instruct-2507,0.93676,155733,28000,5.6
acm_Arab-ron_Latn,qwen3-4b-instruct-2507,0.946705,143604,28000,5.1
acm_Arab-rus_Cyrl,qwen3-4b-instruct-2507,0.941528,106179,28000,3.8
acm_Arab-slv_Latn,qwen3-4b-instruct-2507,0.929995,52652,28000,1.9
acm_Arab-spa_Latn,shaomutan_remedy-9b-22,0.940339728,169862,200000,0.8
acm_Arab-srp_Latn,metricx24,unknown,119973,1200000,0.1
acm_Arab-swe_Latn,shaomutan_remedy-9b-22,0.930359108,96356,200000,0.5
acm_Arab-tur_Latn,qwen3-4b-instruct-2507,0.93659,134800,28000,4.8
acm_Arab-vie_Latn,shaomutan_remedy-9b-22,0.935181164,71326,200000,0.4
aeb_Arab-bos_Latn,shaomutan_remedy-9b-22,0.922454798,48981,200000,0.2
aeb_Arab-bul_Cyrl,qwen3-4b-instruct-2507,0.932708,181398,28000,6.5
aeb_Arab-ces_Latn,qwen3-4b-instruct-2507,0.919746,204965,28000,7.3
aeb_Arab-cmn_Hani,metricx24,unknown,82105,1200000,0.1
aeb_Arab-dan_Latn,shaomutan_remedy-9b-22,0.941899375,164817,200000,0.8
aeb_Arab-deu_Latn,shaomutan_remedy-9b-22,0.939242007,235889,200000,1.2
aeb_Arab-ekk_Latn,metricx24,unknown,72154,1200000,0.1
aeb_Arab-ell_Grek,shaomutan_remedy-9b-22,0.944131087,224144,200000,1.1
aeb_Arab-eng_Latn,qwen3-4b-instruct-2507,0.947715,611656,28000,21.8
aeb_Arab-fas_Arab,metricx24,unknown,231206,1200000,0.2
aeb_Arab-fin_Latn,shaomutan_remedy-9b-22,0.933037377,200038,200000,1.0
aeb_Arab-fra_Latn,qwen3-4b-instruct-2507,0.931518,294112,28000,10.5
aeb_Arab-heb_Hebr,shaomutan_remedy-9b-22,0.93660451,195697,200000,1.0
aeb_Arab-hrv_Latn,shaomutan_remedy-9b-22,0.91870793,166730,200000,0.8
aeb_Arab-hun_Latn,shaomutan_remedy-9b-22,0.93428717,210883,200000,1.1
aeb_Arab-ind_Latn,shaomutan_remedy-9b-22,0.928135758,230447,200000,1.2
aeb_Arab-ita_Latn,shaomutan_remedy-9b-22,0.943572022,239244,200000,1.2
aeb_Arab-kor_Hang,shaomutan_remedy-9b-22,0.936583833,106683,200000,0.5
aeb_Arab-nld_Latn,shaomutan_remedy-9b-22,0.933122036,243555,200000,1.2
aeb_Arab-nob_Latn,shaomutan_remedy-9b-22,0.938437202,93114,200000,0.5
aeb_Arab-pol_Latn,shaomutan_remedy-9b-22,0.939495226,249553,200000,1.2
aeb_Arab-por_Latn,shaomutan_remedy-9b-22,0.92079666,305242,200000,1.5
aeb_Arab-ron_Latn,shaomutan_remedy-9b-22,0.925740932,269335,200000,1.3
aeb_Arab-rus_Cyrl,shaomutan_remedy-9b-22,0.93094597,212650,200000,1.1
aeb_Arab-slk_Latn,shaomutan_remedy-9b-22,0.924423434,60120,200000,0.3
aeb_Arab-slv_Latn,shaomutan_remedy-9b-22,0.920473443,96365,200000,0.5
aeb_Arab-spa_Latn,shaomutan_remedy-9b-22,0.923487961,352947,200000,1.8
aeb_Arab-srp_Latn,metricx24,unknown,204331,1200000,0.2
aeb_Arab-swe_Latn,shaomutan_remedy-9b-22,0.930750437,182974,200000,0.9
aeb_Arab-tha_Thai,shaomutan_remedy-9b-22,0.936028157,90624,200000,0.5
aeb_Arab-tur_Latn,shaomutan_remedy-9b-22,0.941907015,253356,200000,1.3
aeb_Arab-vie_Latn,shaomutan_remedy-9b-22,0.92117137,147218,200000,0.7
afr_Latn-als_Latn,qwen3-4b-instruct-2507,0.911991,764451,28000,27.3
afr_Latn-amh_Ethi,shaomutan_remedy-9b-22,0.898540809,1883005,200000,9.4
afr_Latn-ara_Arab,metricx24,unknown,1330881,1200000,1.1
afr_Latn-arb_Arab,qwen3-4b-instruct-2507,0.949617,927575,28000,33.1
afr_Latn-arz_Arab,qwen3-4b-instruct-2507,0.901643,173239,28000,6.2
afr_Latn-asm_Beng,qwen3-4b-instruct-2507,0.903235,52286,28000,1.9
afr_Latn-ast_Latn,qwen3-4b-instruct-2507,0.878691,96809,28000,3.5
afr_Latn-aze_Latn,metricx24,unknown,118606,1200000,0.1
afr_Latn-azj_Latn,qwen3-4b-instruct-2507,0.855436,475342,28000,17.0
afr_Latn-bam_Latn,shaomutan_remedy-9b-22,0.478239724,94168,200000,0.5
afr_Latn-bel_Cyrl,shaomutan_remedy-9b-22,0.938027202,874026,200000,4.4
afr_Latn-bem_Latn,metricx24,0.576484818,206715,1200000,0.2
afr_Latn-ben_Beng,qwen3-4b-instruct-2507,0.934808,630171,28000,22.5
afr_Latn-bos_Latn,qwen3-4b-instruct-2507,0.936625,136002,28000,4.9
afr_Latn-bre_Latn,metricx24,unknown,71427,1200000,0.1
afr_Latn-bul_Cyrl,qwen3-4b-instruct-2507,0.95778,1740757,28000,62.2
afr_Latn-cat_Latn,qwen3-4b-instruct-2507,0.939577,1165928,28000,41.6
afr_Latn-ceb_Latn,qwen3-4b-instruct-2507,0.918342,58205,28000,2.1
afr_Latn-ces_Latn,qwen3-4b-instruct-2507,0.951812,1114477,28000,39.8
afr_Latn-cmn_Hani,metricx24,unknown,357385,1200000,0.3
afr_Latn-cym_Latn,shaomutan_remedy-9b-22,0.906576921,575254,200000,2.9
afr_Latn-dan_Latn,qwen3-4b-instruct-2507,0.939617,2058943,28000,73.5
afr_Latn-deu_Latn,metricx24,0.93996,5785866,1200000,4.8
afr_Latn-dyu_Latn,metricx24,0.270256012,86635,1200000,0.1
afr_Latn-ekk_Latn,metricx24,unknown,903532,1200000,0.8
afr_Latn-ell_Grek,qwen3-4b-instruct-2507,0.950577,941913,28000,33.6
afr_Latn-eng_Latn,metricx24,0.862843,45824942,1200000,38.2
afr_Latn-epo_Latn,shaomutan_remedy-9b-22,0.916931633,395173,200000,2.0
afr_Latn-est_Latn,shaomutan_remedy-9b-22,0.911224727,298472,200000,1.5
afr_Latn-eus_Latn,shaomutan_remedy-9b-22,0.915968302,297903,200000,1.5
afr_Latn-ewe_Latn,metricx24,0.407252141,483107,1200000,0.4
afr_Latn-fas_Arab,metricx24,unknown,1093977,1200000,0.9
afr_Latn-fil_Latn,metricx24,unknown,325555,1200000,0.3
afr_Latn-fin_Latn,shaomutan_remedy-9b-22,0.926797216,1614076,200000,8.1
afr_Latn-fon_Latn,qwen3-4b-instruct-2507,0.310981,188598,28000,6.7
afr_Latn-fra_Latn,metricx24,0.875757,10882997,1200000,9.1
afr_Latn-fry_Latn,metricx24,unknown,135861,1200000,0.1
afr_Latn-fur_Latn,qwen3-4b-instruct-2507,0.860169,137862,28000,4.9
afr_Latn-gaz_Latn,metricx24,0.571758016,167703,1200000,0.1
afr_Latn-gle_Latn,m-prometheus-7b,0.875355898,413045,27000,15.3
afr_Latn-glg_Latn,qwen3-4b-instruct-2507,0.947511,470774,28000,16.8
afr_Latn-guj_Gujr,qwen3-4b-instruct-2507,0.949303,173595,28000,6.2
afr_Latn-hat_Latn,shaomutan_remedy-9b-22,0.877704386,226486,200000,1.1
afr_Latn-hau_Latn,shaomutan_remedy-9b-22,0.851740968,1715925,200000,8.6
afr_Latn-heb_Hebr,qwen3-4b-instruct-2507,0.959164,822553,28000,29.4
afr_Latn-hin_Deva,shaomutan_remedy-9b-22,0.936989307,1111903,200000,5.6
afr_Latn-hrv_Latn,qwen3-4b-instruct-2507,0.93232,1631160,28000,58.3
afr_Latn-hun_Latn,qwen3-4b-instruct-2507,0.936979,1143475,28000,40.8
afr_Latn-hye_Armn,shaomutan_remedy-9b-22,0.939247765,267924,200000,1.3
afr_Latn-ibo_Latn,shaomutan_remedy-9b-22,0.789143449,781203,200000,3.9
afr_Latn-ind_Latn,shaomutan_remedy-9b-22,0.933940312,1956964,200000,9.8
afr_Latn-isl_Latn,shaomutan_remedy-9b-22,0.918196217,1059555,200000,5.3
afr_Latn-ita_Latn,qwen3-4b-instruct-2507,0.951538,2320564,28000,82.9
afr_Latn-jav_Latn,qwen3-4b-instruct-2507,0.862962,165072,28000,5.9
afr_Latn-jpn_Jpan,qwen3-4b-instruct-2507,0.949726,1393006,28000,49.8
afr_Latn-kan_Knda,shaomutan_remedy-9b-22,0.94199981,163194,200000,0.8
afr_Latn-kat_Geor,shaomutan_remedy-9b-22,0.931347373,371424,200000,1.9
afr_Latn-kau_Zyyy,metricx24,unknown,685690,1200000,0.6
afr_Latn-kaz_Cyrl,shaomutan_remedy-9b-22,0.952251615,354428,200000,1.8
afr_Latn-khk_Cyrl,metricx24,0.827955318,85388,1200000,0.1
afr_Latn-khm_Khmr,shaomutan_remedy-9b-22,0.932350586,172058,200000,0.9
afr_Latn-kik_Latn,shaomutan_remedy-9b-22,0.732285589,104233,200000,0.5
afr_Latn-kin_Latn,shaomutan_remedy-9b-22,0.83193159,988799,200000,4.9
afr_Latn-kir_Cyrl,shaomutan_remedy-9b-22,0.909177383,88262,200000,0.4
afr_Latn-kmr_Latn,metricx24,0.739069358,71272,1200000,0.1
afr_Latn-kon_Latn,shaomutan_remedy-9b-22,0.605016195,82554,200000,0.4
afr_Latn-kor_Hang,qwen3-4b-instruct-2507,0.950428,659771,28000,23.6
afr_Latn-kor_Zyyy,metricx24,unknown,359485,1200000,0.3
afr_Latn-lao_Laoo,qwen3-4b-instruct-2507,0.891498,61414,28000,2.2
afr_Latn-lat_Latn,metricx24,unknown,84782,1200000,0.1
afr_Latn-lav_Latn,metricx24,unknown,188803,1200000,0.2
afr_Latn-lim_Latn,shaomutan_remedy-9b-22,0.815224021,46699,200000,0.2
afr_Latn-lin_Latn,shaomutan_remedy-9b-22,0.717706482,288162,200000,1.4
afr_Latn-lit_Latn,shaomutan_remedy-9b-22,0.916474081,1239923,200000,6.2
afr_Latn-ltz_Latn,metricx24,0.876298817,104972,1200000,0.1
afr_Latn-lua_Latn,shaomutan_remedy-9b-22,0.582054503,191077,200000,1.0
afr_Latn-lug_Latn,shaomutan_remedy-9b-22,0.577937715,365145,200000,1.8
afr_Latn-luo_Latn,metricx24,0.388691941,212138,1200000,0.2
afr_Latn-lvs_Latn,qwen3-4b-instruct-2507,0.930329,987195,28000,35.3
afr_Latn-lzh_Hani,metricx24,unknown,93659,1200000,0.1
afr_Latn-mai_Deva,qwen3-4b-instruct-2507,0.893086,29406,28000,1.1
afr_Latn-mal_Mlym,qwen3-4b-instruct-2507,0.950981,380926,28000,13.6
afr_Latn-mar_Deva,shaomutan_remedy-9b-22,0.945035385,368422,200000,1.8
afr_Latn-mkd_Cyrl,qwen3-4b-instruct-2507,0.956292,1016260,28000,36.3
afr_Latn-mlg_Latn,metricx24,unknown,119201,1200000,0.1
afr_Latn-mlt_Latn,shaomutan_remedy-9b-22,0.94078393,164000,200000,0.8
afr_Latn-mon_Cyrl,metricx24,unknown,87091,1200000,0.1
afr_Latn-mri_Latn,shaomutan_remedy-9b-22,0.767570467,87848,200000,0.4
afr_Latn-msa_Latn,metricx24,unknown,677078,1200000,0.6
afr_Latn-mya_Mymr,shaomutan_remedy-9b-22,0.928705821,157984,200000,0.8
afr_Latn-nds_Latn,metricx24,unknown,76317,1200000,0.1
afr_Latn-nep_Deva,metricx24,unknown,217229,1200000,0.2
afr_Latn-nld_Latn,shaomutan_remedy-9b-22,0.928726061,3793370,200000,19.0
afr_Latn-nno_Latn,shaomutan_remedy-9b-22,0.921390899,183243,200000,0.9
afr_Latn-nob_Latn,shaomutan_remedy-9b-22,0.92698169,2078379,200000,10.4
afr_Latn-nor_Latn,metricx24,unknown,900776,1200000,0.8
afr_Latn-npi_Deva,shaomutan_remedy-9b-22,0.928294031,130445,200000,0.7
afr_Latn-nso_Latn,metricx24,0.67060547,358280,1200000,0.3
afr_Latn-nya_Latn,shaomutan_remedy-9b-22,0.776064506,1122652,200000,5.6
afr_Latn-oci_Latn,qwen3-4b-instruct-2507,0.867894,65390,28000,2.3
afr_Latn-orm_Latn,metricx24,unknown,204176,1200000,0.2
afr_Latn-ory_Orya,qwen3-4b-instruct-2507,0.95563,20197,28000,0.7
afr_Latn-pan_Guru,qwen3-4b-instruct-2507,0.955913,100113,28000,3.6
afr_Latn-pbt_Arab,shaomutan_remedy-9b-22,0.822407697,54570,200000,0.3
afr_Latn-plt_Latn,metricx24,0.791311104,141957,1200000,0.1
afr_Latn-pol_Latn,qwen3-4b-instruct-2507,0.944072,1902834,28000,68.0
afr_Latn-por_Latn,qwen3-4b-instruct-2507,0.959846,2814935,28000,100.5
afr_Latn-pus_Arab,metricx24,unknown,65634,1200000,0.1
afr_Latn-ron_Latn,qwen3-4b-instruct-2507,0.953036,1438130,28000,51.4
afr_Latn-run_Latn,metricx24,0.715469658,395273,1200000,0.3
afr_Latn-rus_Cyrl,qwen3-4b-instruct-2507,0.945436,2556055,28000,91.3
afr_Latn-sin_Sinh,shaomutan_remedy-9b-22,0.935468963,339419,200000,1.7
afr_Latn-slk_Latn,qwen3-4b-instruct-2507,0.943668,1508681,28000,53.9
afr_Latn-slv_Latn,qwen3-4b-instruct-2507,0.926058,1280884,28000,45.7
afr_Latn-sna_Latn,shaomutan_remedy-9b-22,0.785895872,1112421,200000,5.6
afr_Latn-som_Latn,shaomutan_remedy-9b-22,0.783759624,1329254,200000,6.6
afr_Latn-sot_Latn,shaomutan_remedy-9b-22,0.792687595,992424,200000,5.0
afr_Latn-spa_Latn,qwen3-4b-instruct-2507,0.941911,3838738,28000,137.1
afr_Latn-sqi_Latn,metricx24,unknown,374265,1200000,0.3
afr_Latn-srd_Latn,qwen3-4b-instruct-2507,0.819398,315477,28000,11.3
afr_Latn-srp_Cyrl,qwen3-4b-instruct-2507,0.95441,999820,28000,35.7
afr_Latn-srp_Latn,metricx24,unknown,351534,1200000,0.3
afr_Latn-ssw_Latn,shaomutan_remedy-9b-22,0.747255495,165072,200000,0.8
afr_Latn-sun_Latn,qwen3-4b-instruct-2507,0.865918,167395,28000,6.0
afr_Latn-swa_Latn,metricx24,unknown,1268806,1200000,1.1
afr_Latn-swc_Latn,metricx24,unknown,267456,1200000,0.2
afr_Latn-swe_Latn,qwen3-4b-instruct-2507,0.932101,2776891,28000,99.2
afr_Latn-swh_Latn,shaomutan_remedy-9b-22,0.923710259,1510751,200000,7.6
afr_Latn-tam_Taml,qwen3-4b-instruct-2507,0.948308,432333,28000,15.4
afr_Latn-tel_Telu,qwen3-4b-instruct-2507,0.949502,392220,28000,14.0
afr_Latn-tgk_Cyrl,shaomutan_remedy-9b-22,0.87418691,131349,200000,0.7
afr_Latn-tgl_Latn,shaomutan_remedy-9b-22,0.944939813,526645,200000,2.6
afr_Latn-tha_Thai,qwen3-4b-instruct-2507,0.935281,1036358,28000,37.0
afr_Latn-tir_Ethi,shaomutan_remedy-9b-22,0.764623649,358110,200000,1.8
afr_Latn-tsn_Latn,shaomutan_remedy-9b-22,0.776282978,629749,200000,3.1
afr_Latn-tso_Latn,shaomutan_remedy-9b-22,0.769626594,404491,200000,2.0
afr_Latn-tum_Latn,metricx24,0.72585602,247838,1200000,0.2
afr_Latn-tur_Latn,shaomutan_remedy-9b-22,0.943830953,4102587,200000,20.5
afr_Latn-twi_Latn,shaomutan_remedy-9b-22,0.71676926,450821,200000,2.3
afr_Latn-ukr_Cyrl,qwen3-4b-instruct-2507,0.929069,1550421,28000,55.4
afr_Latn-umb_Latn,qwen3-4b-instruct-2507,0.386546,150936,28000,5.4
afr_Latn-und_Kana,metricx24,unknown,63773,1200000,0.1
afr_Latn-urd_Arab,shaomutan_remedy-9b-22,0.929325324,521992,200000,2.6
afr_Latn-uzn_Latn,qwen3-4b-instruct-2507,0.842907,221306,28000,7.9
afr_Latn-vec_Latn,qwen3-4b-instruct-2507,0.887646,88083,28000,3.1
afr_Latn-vie_Latn,qwen3-4b-instruct-2507,0.939736,1694205,28000,60.5
afr_Latn-wln_Latn,metricx24,unknown,36489,1200000,0.0
afr_Latn-wol_Latn,shaomutan_remedy-9b-22,0.600800044,218925,200000,1.1
afr_Latn-xho_Latn,shaomutan_remedy-9b-22,0.83742294,1425519,200000,7.1
afr_Latn-yor_Latn,shaomutan_remedy-9b-22,0.733580869,1554674,200000,7.8
afr_Latn-yue_Hani,metricx24,unknown,186235,1200000,0.2
afr_Latn-zho_Hans,qwen3-4b-instruct-2507,0.967481,661174,28000,23.6
afr_Latn-zho_Hant,qwen3-4b-instruct-2507,0.964535,446591,28000,15.9
afr_Latn-zsm_Latn,qwen3-4b-instruct-2507,0.921792,542637,28000,19.4
afr_Latn-zul_Latn,shaomutan_remedy-9b-22,0.842641135,1453660,200000,7.3
aka_Latn-fra_Latn,shaomutan_remedy-9b-22,0.857396592,114217,200000,0.6
aln_Latn-tur_Latn,metricx24,unknown,74245,1200000,0.1
als_Latn-cmn_Hani,metricx24,unknown,1193129,1200000,1.0
als_Latn-eng_Latn,qwen3-4b-instruct-2507,0.983534,82775,28000,3.0
als_Latn-fil_Latn,metricx24,unknown,258069,1200000,0.2
als_Latn-hrv_Latn,metricx24,0.91228047,71399,1200000,0.1
als_Latn-srp_Cyrl,qwen3-4b-instruct-2507,0.939482,2257877,28000,80.6
als_Latn-srp_Latn,metricx24,unknown,3268739,1200000,2.7
als_Latn-sun_Latn,shaomutan_remedy-9b-22,0.791605925,95459,200000,0.5
als_Latn-swa_Latn,metricx24,unknown,176878,1200000,0.1
als_Latn-swe_Latn,shaomutan_remedy-9b-22,0.929510721,4595259,200000,23.0
als_Latn-swh_Latn,shaomutan_remedy-9b-22,0.887120803,403018,200000,2.0
als_Latn-tam_Taml,qwen3-4b-instruct-2507,0.911473,315384,28000,11.3
als_Latn-tel_Telu,qwen3-4b-instruct-2507,0.900816,276389,28000,9.9
als_Latn-tgk_Cyrl,qwen3-4b-instruct-2507,0.845202,85790,28000,3.1
als_Latn-tgl_Latn,shaomutan_remedy-9b-22,0.876207955,121113,200000,0.6
als_Latn-tha_Thai,shaomutan_remedy-9b-22,0.929222514,1299324,200000,6.5
als_Latn-tur_Latn,shaomutan_remedy-9b-22,0.919705432,8321198,200000,41.6
als_Latn-ukr_Cyrl,shaomutan_remedy-9b-22,0.926803198,2841165,200000,14.2
als_Latn-urd_Arab,shaomutan_remedy-9b-22,0.869037481,540332,200000,2.7
als_Latn-uzn_Latn,qwen3-4b-instruct-2507,0.784918,162496,28000,5.8
als_Latn-vie_Latn,shaomutan_remedy-9b-22,0.921036683,2254919,200000,11.3
als_Latn-xho_Latn,shaomutan_remedy-9b-22,0.732348909,161771,200000,0.8
als_Latn-yor_Latn,shaomutan_remedy-9b-22,0.671085066,53587,200000,0.3
als_Latn-yue_Hani,metricx24,unknown,80124,1200000,0.1
als_Latn-zho_Hans,qwen3-4b-instruct-2507,0.954883,453232,28000,16.2
als_Latn-zho_Hant,qwen3-4b-instruct-2507,0.951702,489183,28000,17.5
amh_Ethi-als_Latn,metricx24,0.818297345,118523,1200000,0.1
amh_Ethi-ara_Arab,metricx24,unknown,498623,1200000,0.4
amh_Ethi-arb_Arab,metricx24,0.813700128,234258,1200000,0.2
amh_Ethi-aze_Latn,metricx24,unknown,54159,1200000,0.0
amh_Ethi-azj_Latn,qwen3-4b-instruct-2507,0.594037,86145,28000,3.1
amh_Ethi-bel_Cyrl,shaomutan_remedy-9b-22,0.860195078,185860,200000,0.9
amh_Ethi-ben_Beng,shaomutan_remedy-9b-22,0.883468792,262501,200000,1.3
amh_Ethi-bul_Cyrl,shaomutan_remedy-9b-22,0.910919953,393464,200000,2.0
amh_Ethi-cat_Latn,shaomutan_remedy-9b-22,0.884660486,271142,200000,1.4
amh_Ethi-ces_Latn,shaomutan_remedy-9b-22,0.893261542,394209,200000,2.0
amh_Ethi-cmn_Hani,metricx24,unknown,162428,1200000,0.1
amh_Ethi-cym_Latn,shaomutan_remedy-9b-22,0.823172856,101186,200000,0.5
amh_Ethi-dan_Latn,shaomutan_remedy-9b-22,0.880972335,366005,200000,1.8
amh_Ethi-deu_Latn,metricx24,0.910430623,1153272,1200000,1.0
amh_Ethi-ekk_Latn,metricx24,unknown,152839,1200000,0.1
amh_Ethi-ell_Grek,shaomutan_remedy-9b-22,0.904165138,393991,200000,2.0
amh_Ethi-eng_Latn,metricx24,0.822862,13696412,1200000,11.4
amh_Ethi-epo_Latn,shaomutan_remedy-9b-22,0.825026894,78419,200000,0.4
amh_Ethi-est_Latn,shaomutan_remedy-9b-22,0.881196327,116464,200000,0.6
amh_Ethi-eus_Latn,shaomutan_remedy-9b-22,0.84272827,46564,200000,0.2
amh_Ethi-ewe_Latn,shaomutan_remedy-9b-22,0.374315114,213916,200000,1.1
amh_Ethi-fas_Arab,metricx24,unknown,450436,1200000,0.4
amh_Ethi-fil_Latn,metricx24,unknown,116069,1200000,0.1
amh_Ethi-fin_Latn,shaomutan_remedy-9b-22,0.917529184,347307,200000,1.7
amh_Ethi-fra_Latn,shaomutan_remedy-9b-22,0.906998155,4882771,200000,24.4
amh_Ethi-ful_Latn,metricx24,unknown,140876,1200000,0.1
amh_Ethi-fuv_Latn,wmt23-cometkiwi-da-xl,0.315476233,96645,180000,0.5
amh_Ethi-glg_Latn,shaomutan_remedy-9b-22,0.880983381,48105,200000,0.2
amh_Ethi-guj_Gujr,shaomutan_remedy-9b-22,0.901021389,62709,200000,0.3
amh_Ethi-hat_Latn,shaomutan_remedy-9b-22,0.784333618,136837,200000,0.7
amh_Ethi-hau_Latn,shaomutan_remedy-9b-22,0.79752549,751109,200000,3.8
amh_Ethi-heb_Hebr,shaomutan_remedy-9b-22,0.889696526,230296,200000,1.2
amh_Ethi-hin_Deva,shaomutan_remedy-9b-22,0.870948227,397933,200000,2.0
amh_Ethi-hrv_Latn,metricx24,0.893190951,385235,1200000,0.3
amh_Ethi-hun_Latn,shaomutan_remedy-9b-22,0.926140131,348615,200000,1.7
amh_Ethi-hye_Armn,shaomutan_remedy-9b-22,0.927735978,155415,200000,0.8
amh_Ethi-ibo_Latn,shaomutan_remedy-9b-22,0.727951785,439398,200000,2.2
amh_Ethi-ind_Latn,shaomutan_remedy-9b-22,0.872573191,730978,200000,3.7
amh_Ethi-isl_Latn,shaomutan_remedy-9b-22,0.820899386,183693,200000,0.9
amh_Ethi-ita_Latn,shaomutan_remedy-9b-22,0.889371493,857069,200000,4.3
amh_Ethi-jav_Latn,shaomutan_remedy-9b-22,0.827198394,65286,200000,0.3
amh_Ethi-jpn_Jpan,shaomutan_remedy-9b-22,0.907807421,468709,200000,2.3
amh_Ethi-kan_Knda,shaomutan_remedy-9b-22,0.896851909,75624,200000,0.4
amh_Ethi-kat_Geor,shaomutan_remedy-9b-22,0.91965964,169452,200000,0.8
amh_Ethi-kau_Zyyy,metricx24,unknown,129766,1200000,0.1
amh_Ethi-kaz_Cyrl,shaomutan_remedy-9b-22,0.912120116,130549,200000,0.7
amh_Ethi-khk_Cyrl,metricx24,0.773187107,65079,1200000,0.1
amh_Ethi-khm_Khmr,shaomutan_remedy-9b-22,0.887530859,140206,200000,0.7
amh_Ethi-kin_Latn,shaomutan_remedy-9b-22,0.797913316,294974,200000,1.5
amh_Ethi-kir_Cyrl,shaomutan_remedy-9b-22,0.84274893,80628,200000,0.4
amh_Ethi-kmr_Latn,metricx24,0.691757194,37620,1200000,0.0
